Gene = HMGXB3
index = 656
Annotated 5SS: [  462  4272  5930  9891 11636 17980 23963 26164 26400 30122 31886 36220
 36810 40162 41252 44968 47040 47968 49744]
Annotated 3SS: [ 4132  5754  9392 11536 17847 23543 25987 26301 30022 31735 35917 36681
 40029 41066 44747 46905 47850 49533 51006]
SMsplice 5SS: [  143   462  4272 11636 17980 23691 23963 26164 26400 30122 31886 36110
 40162 41252 44968 47040 47201 47968]
SMsplice 3SS: [  367  4132 11536 17847 23543 23786 25987 26301 30022 31735 35917 40029
 41066 44747 46905 47104 47850 51006]
top_k =  500
Partition function (log Z): 23.297621233659342

Sorted 5' Splice Sites (High to Low Probability):
Position 41252: 0.9995249099171799
Position 47040: 0.9927134327482215
Position 31886: 0.9731279819536823
Position 26164: 0.9710979148617896
Position 462: 0.95223998424231
Position 11636: 0.9513735328528422
Position 47968: 0.9500638259242832
Position 26400: 0.9315596460145318
Position 40162: 0.8625871946611219
Position 30122: 0.8593835893802348
Position 36110: 0.8519893779883516
Position 143: 0.84202540352449
Position 17980: 0.7365125080279168
Position 4272: 0.7170479386388385
Position 44968: 0.609970821560163
Position 13879: 0.5949528857396765
Position 13247: 0.591037467268828
Position 47201: 0.5798396637468164
Position 5930: 0.5797347343615876
Position 47772: 0.3727966159545074
Position 36810: 0.3703990014566463
Position 14428: 0.3649459936609496
Position 23963: 0.3310470182851154
Position 33591: 0.3065445316651949
Position 49644: 0.25727828904459765
Position 29170: 0.2512100447982025
Position 23731: 0.24489110677204462
Position 3436: 0.21797845469369015
Position 40932: 0.19679735234587248
Position 49744: 0.17890141802415951
Position 23740: 0.16430515288815095
Position 40191: 0.12879433873997667
Position 12418: 0.11506005294702952
Position 21255: 0.11465858687541089
Position 8827: 0.11406276192888848
Position 39961: 0.10784435131345908
Position 23691: 0.10692678098864075
Position 13554: 0.10394121747765181
Position 23727: 0.1027294310590921
Position 48991: 0.10001176158887004
Position 8851: 0.09791317998557317
Position 42705: 0.09517836281844402
Position 41658: 0.09216759321013974
Position 842: 0.09129713269865314
Position 40795: 0.08986757947158319
Position 33802: 0.081584631469751
Position 48980: 0.07907329771460417
Position 49565: 0.07475862402384863
Position 795: 0.07080063491893065
Position 26389: 0.05904989403395082
Position 30184: 0.057675187380650694
Position 47241: 0.05530839645140872
Position 44820: 0.055295184440006216
Position 29345: 0.05461850277041193
Position 38012: 0.05381221722077413
Position 43730: 0.05039821983711931
Position 9891: 0.04855323114431913
Position 49464: 0.04788867227388593
Position 1342: 0.046546153152410966
Position 11645: 0.04651995898995558
Position 38268: 0.04530388861339593
Position 50069: 0.04503352492831715
Position 47953: 0.04351150998116576
Position 35766: 0.04119017446782776
Position 51368: 0.04002926049602557
Position 12449: 0.03828017502452663
Position 5919: 0.0367933739072805
Position 49630: 0.03656232353028223
Position 44781: 0.03312405219072875
Position 48447: 0.02728866881850459
Position 30328: 0.026788625451273754
Position 40961: 0.02633930102545406
Position 39344: 0.02583430792788788
Position 36749: 0.02568617174665368
Position 45386: 0.025233424331259607
Position 31591: 0.02463853545335917
Position 71: 0.020880794041814952
Position 47244: 0.020371647492040724
Position 44832: 0.01833039642293908
Position 51140: 0.01713416570762636
Position 32222: 0.016959414561137243
Position 35412: 0.01633927134886952
Position 50812: 0.015846823869411587
Position 4162: 0.015842474215712072
Position 6350: 0.014488130137031645
Position 30144: 0.013324676519384076
Position 31567: 0.012571983725170212
Position 34764: 0.012049926712727794
Position 48403: 0.0114862675718401
Position 40517: 0.011467847087070819
Position 47705: 0.011384966220205302
Position 14030: 0.011221676370354178
Position 1674: 0.010798567274891313
Position 33995: 0.010747545699567184
Position 47459: 0.010414404082649665
Position 8846: 0.010237875463181195
Position 43399: 0.009890901144158621
Position 47150: 0.00971813516468408
Position 4051: 0.009649082384948778
Position 30126: 0.00934045122751061
Position 36379: 0.00896726649090326
Position 29623: 0.008631185588325374
Position 4823: 0.007785779945444736
Position 44442: 0.0077252796414257
Position 12649: 0.007684279933920551
Position 47262: 0.007028487113230162
Position 2796: 0.006926121272349162
Position 36220: 0.006775684671530774
Position 31359: 0.006400714825962954
Position 34384: 0.0063019433763442725
Position 6157: 0.005786031602584998
Position 9095: 0.00460909502826642
Position 32243: 0.004519668416394905
Position 63: 0.00444591995949535
Position 43450: 0.00443851650283721
Position 2146: 0.004277179078545546
Position 42744: 0.004215960413370452
Position 47939: 0.0041922117355704565
Position 40936: 0.0038570929971278893
Position 51723: 0.0038543592121157663
Position 32612: 0.003731264690311109
Position 30525: 0.0036299551823818325
Position 14094: 0.003627429298811404
Position 860: 0.0036261244979261436
Position 50896: 0.003335282025674127
Position 39403: 0.003100020539767917
Position 3993: 0.003090050051868231
Position 4508: 0.0030492016759339504
Position 33963: 0.002766954792344423
Position 554: 0.0027601704079661146
Position 5121: 0.002366295124579655
Position 1026: 0.002260400263733225
Position 47936: 0.0022324523589810305
Position 432: 0.002181356523845822
Position 248: 0.0021804620659831185
Position 3015: 0.002061944096764099
Position 27480: 0.0019411763836873208
Position 48709: 0.001839723806542916
Position 26789: 0.0018324320541281674
Position 1921: 0.0018136376912146416
Position 49242: 0.001566362411352807
Position 47290: 0.0014239315649665636
Position 40146: 0.0013820747688923405
Position 40059: 0.0012778134131851383
Position 26394: 0.0011435586511628305
Position 879: 0.0010894361236910848
Position 14002: 0.0010834256788711015
Position 46: 0.0009696996853498294
Position 28401: 0.0008806628190584587
Position 11931: 0.0006040495769117609
Position 41838: 0.0005655319630749202
Position 33469: 0.0005185804616134227
Position 47180: 0.0004779217056992369
Position 41367: 0.0003604550364731246
Position 13488: 0.0003591597442180581
Position 49017: 0.00035655632116407196
Position 42221: 0.0003470927682625433
Position 47205: 0.00029250623414037684
Position 41629: 0.0002797093150116922
Position 41272: 0.0002713006075077455
Position 29187: 0.00026689095673438495
Position 49043: 0.00019464179001781154
Position 250: 0.0001748896701824668
Position 80: 0.00016564826203964442
Position 42838: 0.00013363090342137515
Position 46923: 9.555019497972626e-05
Position 5934: 8.143809792928358e-05
Position 29: 7.552540817042201e-05
Position 741: 5.765493016067979e-05
Position 1462: 4.423306748913532e-05
Position 380: 4.239880914211383e-05
Position 252: 4.187829366665891e-05
Position 1046: 3.6930566817040245e-05
Position 43279: 2.360907319078164e-05
Position 1078: 2.116395721388826e-05
Position 232: 1.4975716293114847e-05
Position 646: 1.4331030865897548e-05
Position 26472: 1.127408925139429e-05
Position 593: 9.833974794858877e-06
Position 167: 6.117351374234749e-06
Position 1482: 5.924507192323613e-06
Position 2065: 4.79552500944003e-06
Position 10: 3.9243160229605664e-06
Position 2329: 2.9662168359394246e-06
Position 1886: 2.1147071689643364e-06
Position 47374: 1.3665437561610528e-06
Position 466: 1.3514776194880647e-06
Position 1749: 1.3212644601607861e-06
Position 82: 1.1420371817208434e-06
Position 509: 1.1242328938832948e-06
Position 47385: 1.1189863703312188e-06
Position 897: 8.618258318346678e-07
Position 1295: 8.414566566609827e-07
Position 867: 6.039820513208387e-07
Position 893: 4.964872393035462e-07
Position 41358: 4.846814760910839e-07
Position 47194: 3.84980620780395e-07
Position 1084: 3.0983393876359296e-07
Position 31: 2.978171854622352e-07
Position 26: 1.8826166639352203e-07
