Gene = PSPH
index = 1093
Annotated 5SS: [  467 17644 19676 30532 32005 34371 36582]
Annotated 3SS: [17497 19549 30372 31869 34224 36432 39734]
SMsplice 5SS: [  349 17644 19676 30532 32005 34371]
SMsplice 3SS: [17425 19549 30372 31869 34224 39734]
top_k =  500
Partition function (log Z): -25.084390996302538

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.45892479165035904
Position 467: 0.2787866804507348
Position 291: 0.2581012627196551
Position 8457: 0.16309031410332703
Position 7888: 0.10973930177023154
Position 117: 0.061733795519891964
Position 4414: 0.03583002456707938
Position 6059: 0.020084641337883912
Position 330: 0.0101397264750158
Position 199: 0.010085753195703448
Position 112: 0.00824574739702574
Position 7189: 0.007254648632292788
Position 8599: 0.00563632220409146
Position 257: 0.005003464846798363
Position 5175: 0.004539901841129537
Position 146: 0.0037144218109616696
Position 1018: 0.002812616847318377
Position 7310: 0.0026545365249561904
Position 2538: 0.002652171251784661
Position 7185: 0.0015541892078041757
Position 7946: 0.0011497131231580512
Position 190: 0.0007164962720162284
Position 252: 0.0005129438019214939
Position 995: 0.00041700098309678724
Position 3862: 0.00034534877454144665
Position 4088: 0.00022127572346788792
Position 543: 0.00022091395893121654
Position 688: 0.00019021564793139222
Position 92: 0.0001706120697164028
Position 1424: 7.110828487261997e-05
Position 500: 6.1543936080403e-05
Position 363: 5.375730518625117e-05
Position 934: 4.4697392239358705e-05
Position 367: 4.033255072153657e-05
Position 298: 3.8155358182289665e-05
Position 2980: 3.349543356369464e-05
Position 2448: 3.113584431653748e-05
Position 24: 2.635591765859781e-05
Position 3738: 2.6105619949293688e-05
Position 2480: 2.1078453037337656e-05
Position 341: 5.89692807997786e-06
Position 834: 5.517966562302794e-06
Position 178: 4.855761986913384e-06
Position 204: 1.9584020669869664e-06
Position 540: 1.6764319805190418e-06
Position 32: 9.745107549489867e-07
Position 220: 5.791037053905557e-07
Position 533: 3.448209699213387e-07
Position 180: 2.8672321731265906e-07
Position 708: 2.3504178136388312e-07
Position 428: 1.2034106465664908e-07
Position 150: 9.510956677330694e-09
Position 14: 7.1235331294019155e-09
Position 493: 1.8312357313389574e-09
Position 570: 1.1398627413443768e-09
Position 433: 7.384342560879996e-10
Position 155: 2.8761881309707124e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8744: 0.3674509107906627
Position 7783: 0.17298272970522294
Position 8342: 0.12020722024139047
Position 8319: 0.08264261763599025
Position 4222: 0.07479810394687143
Position 12286: 0.06357946198644637
Position 198: 0.06030672082192139
Position 17713: 0.04838106592605527
Position 12462: 0.04519593776243661
Position 8960: 0.03950209865996228
Position 370: 0.0357038938080471
Position 13148: 0.03498936679442347
Position 7092: 0.024751619082921415
Position 3009: 0.024441641113726636
Position 9392: 0.020912085580253648
Position 11836: 0.018351352620695403
Position 800: 0.014267836005713795
Position 10902: 0.013458145407863768
Position 8338: 0.012439150292468094
Position 6538: 0.011035052848111591
Position 8813: 0.010724590843065731
Position 10590: 0.010615389901574583
Position 6559: 0.010571362608981366
Position 3633: 0.00829734426084909
Position 5882: 0.00716479407906535
Position 9687: 0.006944721036960784
Position 5885: 0.006613620692673773
Position 579: 0.006477979772565262
Position 9120: 0.006418305356861686
Position 7803: 0.006311185673971164
Position 4218: 0.005952809564386018
Position 431: 0.0051526196374294874
Position 7779: 0.005115244343964486
Position 4808: 0.0049665344909636516
Position 8554: 0.004877661320925962
Position 2414: 0.004858494246337995
Position 6168: 0.004239337926641814
Position 5962: 0.00380418764511986
Position 5037: 0.0036742482571034156
Position 466: 0.0036511232449390877
Position 932: 0.0033214717943803617
Position 4847: 0.00308386532747796
Position 6142: 0.003009127785900738
Position 8116: 0.0027970562193854144
Position 950: 0.0025143393206692546
Position 8716: 0.002345651640484254
Position 3131: 0.0018851462665328013
Position 5744: 0.001872605939512844
Position 6534: 0.0017708340959885467
Position 4646: 0.0017315163913535175
Position 3274: 0.0014067197340437974
Position 4387: 0.0012369040330518746
Position 3327: 0.0012202357353400795
Position 3989: 0.0010890627229183617
Position 5078: 0.001085822104633023
Position 4986: 0.0009824771039659234
Position 5720: 0.0009509820221875135
Position 3351: 0.0008890946205183873
Position 2273: 0.0008747375291128833
Position 5064: 0.0008256058709720525
Position 3672: 0.0007971154587883197
Position 599: 0.0007609240159807999
Position 3387: 0.0007434008474499052
Position 5780: 0.0006703934700367448
Position 3331: 0.000606610403638288
Position 4116: 0.0005554586286549911
Position 3543: 0.0005390539247710345
Position 409: 0.0005106908501754778
Position 3166: 0.0005061806620367787
Position 1602: 0.0004883559828027554
Position 4242: 0.0004861079777322939
Position 1292: 0.0002970487579381193
Position 5683: 0.00029365867695476175
Position 1900: 0.00020491588868848452
Position 1072: 0.00013226913701074185
Position 3041: 0.00011236938166899199
Position 3182: 0.00010283607930082894
Position 3571: 0.00010067285952585208
Position 3208: 0.00010004294450579544
Position 314: 7.085992957230262e-05
Position 1325: 5.440635935322324e-05
Position 1423: 4.92368616842103e-05
Position 1207: 3.529495992936305e-05
Position 2841: 1.36171135092907e-05
Position 2372: 1.3325310171003284e-05
Position 2878: 1.1592843672142076e-05
Position 2791: 5.780509112864676e-06
Position 450: 3.4139149437362954e-06
Position 229: 2.917662028631939e-06
Position 2924: 2.504967269397266e-06
Position 261: 9.008839990752903e-07
Position 324: 7.853226172946332e-07
Position 396: 7.702668910006385e-07
Position 267: 7.347861562693596e-07
Position 389: 6.991408988596418e-07
Position 166: 6.247141731549283e-07
Position 318: 6.129677583319014e-07
Position 346: 2.3505956871087114e-07
Position 500: 2.0590523450835428e-07
Position 220: 1.8364387904236582e-07
Position 433: 1.5003417751598464e-07
Position 625: 6.063673781734975e-08
Position 671: 5.141909480744404e-08
Position 353: 4.672875756761377e-08
Position 108: 4.2428181420785907e-08
Position 685: 2.6946469048466162e-08
Position 272: 2.2248341248686092e-08
Position 480: 1.7245531235604805e-08
Position 341: 6.068295617567162e-09
Position 278: 5.063335491013614e-09
Position 282: 3.2518368380199106e-09
Position 290: 1.407845225025282e-09
Position 115: 2.964182885489822e-10
Position 294: 1.1392257893353625e-10
Position 298: 2.8092093591330566e-11
Position 82: 3.564945860689631e-20
