Gene = WASH1
index = 1556
Annotated 5SS: [  138  4889 11359 11712 12021 12396 12775 13022 13831 14659]
Annotated 3SS: [ 4734 11246 11564 11883 12259 12572 12862 13677 14589 14798]
SMsplice 5SS: [  138  4889 11126 11712 12396 12771 13022 13831 14659]
SMsplice 3SS: [ 4734 11071 11564 12259 12572 12862 13734 14589 14798]
top_k =  500
Partition function (log Z): 12.693108842515255

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.9959094120252089
Position 4889: 0.979189380306297
Position 13831: 0.9658838239100307
Position 13022: 0.9434799340575748
Position 12396: 0.8255108443745588
Position 12771: 0.7541992219138197
Position 11126: 0.6782229989652252
Position 138: 0.6671542161246476
Position 14659: 0.6459932497659191
Position 10354: 0.3608848595295198
Position 11359: 0.2855978831350534
Position 4409: 0.2143060533014495
Position 14129: 0.2116979865223816
Position 12775: 0.1642857888978214
Position 428: 0.1588490972103332
Position 12101: 0.1507334417073909
Position 8667: 0.12161804945630501
Position 13539: 0.10165301719120601
Position 133: 0.10103464849996482
Position 7199: 0.08548758577205708
Position 13579: 0.07580836378104021
Position 12426: 0.07449797107755995
Position 122: 0.07331033706712904
Position 12753: 0.057542931246549675
Position 13441: 0.05400298977661966
Position 1465: 0.04983722405361529
Position 12021: 0.040572434950373895
Position 13611: 0.038141339469598814
Position 5636: 0.037885442998681455
Position 4431: 0.03451854752007161
Position 10714: 0.02836243029070361
Position 11130: 0.02769480258023296
Position 13090: 0.026412232752339494
Position 1550: 0.025500682957125695
Position 4386: 0.024530926577939184
Position 14447: 0.021388272731973648
Position 14440: 0.021288726880017705
Position 14608: 0.0199812564927146
Position 4866: 0.019452050694790803
Position 11196: 0.016496780180463067
Position 4142: 0.015472718238132392
Position 11907: 0.014321235669786606
Position 14699: 0.013940251304898992
Position 11260: 0.011269902345808719
Position 13086: 0.011171616637137066
Position 10418: 0.010084005263465048
Position 359: 0.009918751783267864
Position 5672: 0.009273771860507167
Position 13231: 0.009104168570179497
Position 5560: 0.008701127891583385
Position 13993: 0.008159071431597283
Position 12047: 0.007889429623031676
Position 12416: 0.00782260016459719
Position 11911: 0.007735039389633402
Position 12612: 0.0071864748315999425
Position 12269: 0.007024401782095224
Position 2345: 0.006110297601951422
Position 14403: 0.0059917909719554244
Position 12405: 0.005525066387947732
Position 14221: 0.004725066295701612
Position 1564: 0.004687971059857868
Position 14392: 0.004128081409017711
Position 2112: 0.003023127486265133
Position 5357: 0.00262712112467026
Position 14826: 0.002277812736815096
Position 14031: 0.0018358639357580783
Position 12674: 0.0016604017635938725
Position 8283: 0.0015168201991483886
Position 2057: 0.0014139324518576293
Position 6249: 0.0014055189193430263
Position 4368: 0.0011910265508307666
Position 12500: 0.001126479369582856
Position 5595: 0.0011036125587139734
Position 6048: 0.0010284891514167134
Position 5600: 0.0010179328448972572
Position 6395: 0.0009294982404152032
Position 11281: 0.0008658509909755968
Position 833: 0.0008605825920858531
Position 6069: 0.0008356931133876486
Position 3126: 0.000792684835822492
Position 7280: 0.0007691234668037459
Position 14929: 0.0007673955471824175
Position 11983: 0.0007409407523097552
Position 8051: 0.000673218885786779
Position 1537: 0.000663425789328699
Position 5896: 0.0006484618860570469
Position 14280: 0.0006258635949297407
Position 5694: 0.0005479278406057082
Position 13075: 0.0005461881326856737
Position 5652: 0.0005285235460129404
Position 5564: 0.0005036730560870974
Position 12925: 0.0004875588284101107
Position 12256: 0.000451043457649348
Position 8072: 0.0003969545518089497
Position 11960: 0.00037100017026043966
Position 13854: 0.0003255176002283814
Position 12129: 0.0003095295105476184
Position 12295: 0.0002372995567590397
Position 12260: 0.00022061330487583528
Position 4774: 0.00019804800992426246
Position 12315: 0.00017050642233677087
Position 12877: 0.0001559827094022592
Position 5346: 0.00015097577619156908
Position 324: 0.00013467431918589423
Position 172: 0.00013188304235016755
Position 264: 0.0001219766421506807
Position 13102: 0.00011695050147057162
Position 4893: 0.00011640309869063076
Position 422: 8.57878107455337e-05
Position 12049: 6.75950065154948e-05
Position 12970: 6.663715968240951e-05
Position 14269: 6.275950001859803e-05
Position 12573: 4.922497211027928e-05
Position 734: 4.479324145431634e-05
Position 164: 4.154573806070282e-05
Position 1062: 3.159825807985146e-05
Position 337: 2.6024907007586967e-05
Position 864: 1.3591206674374664e-05
Position 820: 9.433741501510776e-06
Position 974: 8.270285960814143e-06
Position 83: 7.550202979243522e-06
Position 13507: 6.404481031049535e-06
Position 792: 5.080872860587008e-06
Position 1275: 4.661933618988481e-06
Position 1432: 4.589137377251977e-06
Position 13328: 4.556336416501786e-06
Position 1983: 4.433935722690302e-06
Position 479: 4.249518546082638e-06
Position 3609: 4.069650661781883e-06
Position 1272: 3.6472124390370496e-06
Position 2099: 3.1997680902400563e-06
Position 921: 3.18750300751845e-06
Position 6031: 2.808169804357884e-06
Position 632: 1.9295339530036437e-06
Position 1560: 1.3088148156481063e-06
Position 5033: 1.2392695706261482e-06
Position 1391: 1.203639089895031e-06
Position 1828: 8.69757442774962e-07
Position 1824: 5.804202873096898e-07
Position 1668: 5.317351624926812e-07
Position 4853: 3.9700584823054056e-07
Position 41: 2.0749163630815174e-07
Position 13340: 1.641250047136132e-07
Position 204: 1.1192078848560751e-07
Position 215: 6.41750388333953e-08
Position 488: 3.344721670475036e-08
Position 408: 1.5786846612306682e-08
Position 597: 1.1747313424983554e-08
