Gene = BLZF1
index = 136
Annotated 5SS: [  373  1581  9010 10560 12640 14312]
Annotated 3SS: [ 1502  8569 10359 12510 14091 19026]
SMsplice 5SS: [ 373  741 9010 9266]
SMsplice 3SS: [  661  8569  9167 19026]
top_k =  500
Partition function (log Z): -8.602235804009894

Sorted 5' Splice Sites (High to Low Probability):
Position 741: 0.727369041563412
Position 9266: 0.7037915201853351
Position 9010: 0.5374134356882363
Position 1581: 0.5286396718614861
Position 12640: 0.5018559037832724
Position 373: 0.4384616204105411
Position 14312: 0.38123932452347464
Position 10511: 0.35653548217684555
Position 393: 0.3453972183280977
Position 10560: 0.19479383353423632
Position 65: 0.1536552166943298
Position 19240: 0.12700005165597542
Position 8776: 0.0941904176264682
Position 5224: 0.08801600949276146
Position 5536: 0.08625977673148555
Position 4119: 0.07210185736228018
Position 9572: 0.05614449528454394
Position 10192: 0.05097404636645469
Position 12610: 0.03897606009968472
Position 287: 0.03739149711884377
Position 60: 0.027839094221874167
Position 15260: 0.02781803010303295
Position 5437: 0.02274891580685607
Position 10436: 0.01648239807416356
Position 4177: 0.013973279763882046
Position 266: 0.00962661086407227
Position 2555: 0.008767885378788797
Position 424: 0.006952098131145249
Position 937: 0.006383500260843078
Position 918: 0.0060799986660358876
Position 291: 0.0049752334213762645
Position 10541: 0.0048755988804722586
Position 5497: 0.004821077102539148
Position 1139: 0.004645585512496192
Position 5284: 0.00413072799737116
Position 649: 0.003832282616037241
Position 10167: 0.0031229893368291397
Position 229: 0.0026947162007881827
Position 222: 0.0019014406548831595
Position 774: 0.0018153407844744337
Position 334: 0.0015018971848694954
Position 307: 0.001380281016456344
Position 1269: 0.000592419427471643
Position 80: 0.00041649735363427144
Position 209: 0.00040005828011322245
Position 121: 0.00036774334167755584
Position 119: 0.00028301078267629074
Position 755: 0.00017186039307322848
Position 28: 0.00016067579651042095
Position 765: 0.00014306700548398775
Position 1355: 0.00011614589074871957
Position 2334: 8.090602332533467e-05
Position 510: 7.864117231190247e-05
Position 534: 7.816320516365098e-05
Position 1038: 7.161979231313033e-05
Position 298: 4.377687365236607e-05
Position 186: 3.231854114649573e-05
Position 219: 2.354166138140346e-05
Position 90: 2.1037654209752626e-05
Position 447: 1.354056048383239e-05
Position 440: 1.143695033133154e-05
Position 54: 1.1054561954329981e-05
Position 22: 4.97744363258926e-06
Position 1545: 6.08896369877658e-07
Position 125: 3.002001167225353e-07
Position 786: 9.350535832553847e-08
Position 123: 1.97488758654975e-08
Position 141: 1.5663371891534614e-08
Position 130: 2.0651640244061666e-09
Position 132: 5.1131509593377483e-11
Position 163: 2.6111581602488475e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19026: 0.7127218422935463
Position 9167: 0.6731537726476848
Position 8569: 0.6340625962156934
Position 12510: 0.5929467334793262
Position 10359: 0.5853149529213127
Position 1502: 0.5235004821623532
Position 14091: 0.4296146392617368
Position 661: 0.39572809681572485
Position 633: 0.15698171178426987
Position 15168: 0.11995374198660683
Position 5145: 0.11574646231070407
Position 19508: 0.11185083592022188
Position 630: 0.09764962005099175
Position 4055: 0.05979357031203814
Position 10074: 0.054888671941847
Position 9524: 0.053690220717097725
Position 157: 0.04590133767263153
Position 5340: 0.04427084849352778
Position 9175: 0.03216575738665064
Position 5410: 0.028268968079192096
Position 4094: 0.02627215718802951
Position 529: 0.023854590657387067
Position 141: 0.020456996387583755
Position 15774: 0.017782461036802526
Position 20199: 0.015149215735753596
Position 197: 0.012324883429695597
Position 5283: 0.011482410387866872
Position 666: 0.010384959855974225
Position 16427: 0.00868969425035368
Position 16319: 0.008315637701092069
Position 839: 0.007940016611715225
Position 15062: 0.00791235806203827
Position 16070: 0.007879478527046055
Position 2479: 0.007634325673497225
Position 14691: 0.00749410475301629
Position 15223: 0.004871576784353475
Position 890: 0.0036181688299588757
Position 5114: 0.0029839195779955262
Position 1514: 0.002801514453733322
Position 9218: 0.002620025871727989
