Gene = NDUFAF3
index = 927
Annotated 5SS: [1211 1528 1758 1966]
Annotated 3SS: [1334 1690 1864 2044]
SMsplice 5SS: [ 224 1528 1758 1966]
SMsplice 3SS: [1334 1627 1864 2044]
top_k =  500
Partition function (log Z): 1.289680023634354

Sorted 5' Splice Sites (High to Low Probability):
Position 1528: 0.9957557978605015
Position 1966: 0.9908362515964891
Position 1758: 0.8667553634838018
Position 631: 0.28235999388738403
Position 389: 0.21688909594077294
Position 224: 0.19891858053613815
Position 426: 0.1966712484282767
Position 1211: 0.17845374684742196
Position 774: 0.061809456170606646
Position 625: 0.06150431254656611
Position 78: 0.02219160310065523
Position 1691: 0.01934720030859149
Position 317: 0.017358328446709568
Position 421: 0.01451995845960616
Position 436: 0.011565989270596273
Position 2289: 0.008978860165085858
Position 616: 0.007693163298203274
Position 1786: 0.00625434725442238
Position 693: 0.006068911389543848
Position 933: 0.00575903390675895
Position 2090: 0.004801794529748803
Position 959: 0.004282714699331677
Position 1016: 0.0033527360826013115
Position 879: 0.0032731245915400323
Position 755: 0.0021412420790522645
Position 416: 0.0020359513759509586
Position 1021: 0.0020099652310822226
Position 24: 0.0017419286031465058
Position 1060: 0.0017341126019953911
Position 117: 0.0016329486776810334
Position 1513: 0.0010767638434009295
Position 1431: 0.001047808909922904
Position 1915: 0.000953884976380064
Position 1127: 0.0003736100957211153
Position 1105: 0.0003660450432009195
Position 1163: 0.00022947850700405032
Position 1738: 0.0002036590187941227
Position 1516: 0.00019956815865322498
Position 64: 0.0001295473682035342
Position 192: 0.00012308538941851842
Position 374: 0.00011687352930419321
Position 1008: 0.00010139173417200722
Position 863: 0.00010017198824542111
Position 757: 9.707010777085558e-05
Position 731: 7.210039497635832e-05
Position 1532: 5.5978676983990654e-05
Position 1189: 4.432355755039357e-05
Position 2339: 3.7114551734143355e-05
Position 73: 3.192201196689872e-05
Position 1197: 2.7917129185732204e-05
Position 1123: 2.6250273491065973e-05
Position 1788: 2.0574750425842617e-05
Position 1663: 1.3832565919936397e-05
Position 7: 1.2518390260923705e-05
Position 2282: 1.1366942930680869e-05
Position 36: 1.0578854523271551e-05
Position 1954: 8.211039888672253e-06
Position 1589: 6.8392687752092695e-06
Position 1545: 5.455188041877667e-06
Position 1652: 3.0177215875176244e-06
Position 1970: 2.247746291086024e-06
Position 1380: 1.8117866151651411e-06
Position 241: 1.511715871507229e-06
Position 269: 7.512223993707325e-07
Position 1547: 2.2262667199634296e-07
Position 1614: 2.0779637054960607e-07
Position 1876: 4.0690606746977674e-08
Position 1870: 1.4901470423507397e-09
Position 1672: 1.4764235164885924e-09
Position 2074: 4.1539752008644876e-11
Position 2055: 1.566918402500833e-11
Position 2076: 1.4735191916097338e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1334: 0.9926816791388536
Position 1864: 0.9424362886514962
Position 2044: 0.6665070323823894
Position 1627: 0.5989993780705875
Position 1690: 0.3183924765880656
Position 2288: 0.16034063645208946
Position 506: 0.1391660541423583
Position 2120: 0.13247582106950778
Position 551: 0.1031233601488541
Position 1159: 0.036434132596557076
Position 2450: 0.012675413062668546
Position 2430: 0.012492569503317924
Position 1831: 0.010960472396938505
Position 2398: 0.0108849701304267
Position 1820: 0.009092327471855616
Position 1073: 0.009018169802618572
Position 1038: 0.00869295201953174
Position 2084: 0.006773863090204315
Position 2401: 0.004915679292531419
Position 1131: 0.00428272490219355
Position 1839: 0.0038258706401032403
Position 1866: 0.0025390921138862587
Position 1416: 0.001895036982649558
Position 2371: 0.0018322665966122081
