Gene = S100A8
index = 1221
Annotated 5SS: [120 582]
Annotated 3SS: [418 732]
SMsplice 5SS: [120 582]
SMsplice 3SS: [418 667]
top_k =  500
Partition function (log Z): -6.469787260336639

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8373732977097578
Position 582: 0.8184014453173374
Position 173: 0.09252087314663221
Position 246: 0.014077911449091264
Position 65: 0.012346771553824614
Position 116: 0.0062952067875051785
Position 494: 0.005409729697053916
Position 40: 0.005132129688071571
Position 572: 0.0050501341062277666
Position 419: 0.004548088180825919
Position 96: 0.0024331993366262573
Position 72: 0.0018286898123172632
Position 597: 0.0018222342187903164
Position 165: 0.0014619929227026724
Position 563: 0.001241261313502183
Position 814: 0.0008240347978848261
Position 405: 0.0008084022210313153
Position 294: 0.0005943138278033687
Position 197: 0.00046879773232447197
Position 195: 0.0004297510154845234
Position 428: 0.0003512268729327272
Position 299: 0.00012922048389195294
Position 782: 7.587830967309849e-05
Position 133: 6.759319409747754e-05
Position 356: 5.987960085547276e-05
Position 217: 3.764449197910688e-05
Position 170: 1.998003253738792e-05
Position 199: 1.867308255827257e-05
Position 740: 1.8083592563209956e-05
Position 565: 1.4415304639767861e-05
Position 244: 1.1958402498953547e-05
Position 182: 8.076593804712983e-06
Position 787: 6.4887712150924315e-06
Position 753: 5.964466369463563e-06
Position 620: 5.439346988231369e-06
Position 311: 4.9269430722671345e-06
Position 215: 4.130181434728193e-06
Position 432: 4.081607620023217e-06
Position 201: 1.7673762454213018e-06
Position 209: 4.238053909974181e-07
Position 645: 7.865054558816077e-10
Position 599: 7.348818353990133e-10
Position 483: 1.3252452044966932e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.8865406913925034
Position 667: 0.7376277662777001
Position 732: 0.12129714417709211
Position 275: 0.025202750689468204
Position 693: 0.008906214846991521
Position 401: 0.007282233122370548
Position 494: 0.006043417620376844
Position 787: 0.004132009901676769
Position 920: 0.003729480705860945
Position 532: 0.002094873057913345
Position 404: 0.0017540482196513815
Position 822: 0.0014392511916710333
Position 738: 0.001401217285854795
Position 371: 0.0009189614192168666
Position 277: 0.0009162040290926902
Position 462: 0.0008643124471711936
Position 458: 0.00077421614601389
Position 509: 0.0007049386097369373
Position 760: 0.00037587156678998724
Position 316: 0.00036874361750844714
Position 642: 0.00022543672580718318
Position 428: 0.0002252368118103724
Position 452: 0.00020993139829983239
Position 798: 0.00019566228275180823
Position 141: 0.0001498969617761509
Position 311: 0.0001324397349740812
Position 309: 0.0001315101357694885
Position 283: 9.031494743693865e-05
Position 161: 6.240975523688339e-05
Position 745: 4.412853600760929e-05
Position 891: 1.8870443270326763e-05
Position 835: 1.2890288679676599e-05
Position 580: 8.709990710363137e-06
Position 893: 7.80124012927914e-06
Position 116: 6.591224618197941e-06
Position 801: 5.238736397883769e-06
Position 848: 2.5673126540442404e-06
Position 163: 2.468774863664818e-06
Position 873: 1.6506458633001145e-06
Position 762: 1.4626960372178172e-06
Position 321: 1.3204240367535754e-06
Position 856: 9.194834555083561e-07
Position 555: 8.109832837758932e-07
Position 158: 5.457019551439233e-07
Position 572: 4.1888544154712706e-07
Position 327: 3.499268231231754e-07
Position 545: 7.759982008039161e-08
Position 182: 5.059240393671372e-08
Position 177: 3.6226707118489096e-08
Position 106: 1.7764623853712946e-08
Position 124: 6.2734951993462444e-09
