Gene = TAC1
index = 1369
Annotated 5SS: [ 288  828 1912 2385 2942 4445]
Annotated 3SS: [ 695 1814 2339 2917 4390 7965]
SMsplice 5SS: [ 288  828 1912 2942 8067]
SMsplice 3SS: [ 752 1814 2917 7965 8217]
top_k =  500
Partition function (log Z): 0.31100482990488976

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9827493262494005
Position 1912: 0.9232335041361137
Position 288: 0.8977090573939616
Position 2942: 0.7634655352173689
Position 8067: 0.6861055581664691
Position 6452: 0.2569666487369019
Position 555: 0.1756447438037623
Position 4445: 0.14449303463689284
Position 2243: 0.051871233764314746
Position 1115: 0.04891465590249471
Position 2385: 0.04617159130833418
Position 6990: 0.030562356464030785
Position 7330: 0.030055274003619886
Position 120: 0.02597328151832639
Position 457: 0.019664149117368076
Position 3405: 0.015065991404507307
Position 2298: 0.014818122692793789
Position 1467: 0.013587881830152287
Position 6472: 0.010758182057223049
Position 6289: 0.0094085601932532
Position 549: 0.009184288649704716
Position 467: 0.008665402090698193
Position 7274: 0.0074410650785772985
Position 806: 0.007069810743520424
Position 3183: 0.006799577170534075
Position 5833: 0.00488816629637869
Position 3537: 0.004814894578988006
Position 2689: 0.00422013427862374
Position 4707: 0.003713752678210536
Position 463: 0.0035663615303192283
Position 3448: 0.0035348137346392287
Position 1535: 0.0028949245227957157
Position 1510: 0.00236913002227828
Position 7217: 0.0020997544181729343
Position 1935: 0.0020163083000702283
Position 99: 0.0019855531584825727
Position 235: 0.0015443600331415026
Position 278: 0.0012857697560192192
Position 350: 0.0008395801941229816
Position 303: 0.0007889997311812159
Position 1383: 0.0007776400999076698
Position 449: 0.000760569158199037
Position 1635: 0.0006324502441768277
Position 471: 0.0005994565313348965
Position 2631: 0.0005485971803812453
Position 2430: 0.0005447281034422515
Position 124: 0.0005120245681199708
Position 104: 0.000503255625077164
Position 8388: 0.000356592640757501
Position 459: 0.00022475710208264555
Position 219: 0.00014504241523088685
Position 1274: 0.00013429619052013347
Position 2186: 0.0001324020100700495
Position 1063: 8.193059520297824e-05
Position 952: 7.339296140906e-05
Position 386: 6.926296840118012e-05
Position 797: 5.56779893045396e-05
Position 33: 5.4167626076303714e-05
Position 1505: 5.0261808987951104e-05
Position 947: 4.135043461857212e-05
Position 441: 4.0315271517982817e-05
Position 1731: 3.8459002320431186e-05
Position 1208: 3.808894334274284e-05
Position 2027: 3.526356225222411e-05
Position 1987: 2.88106665578182e-05
Position 587: 2.8732743185613858e-05
Position 343: 2.663188365127978e-05
Position 324: 2.116296561262342e-05
Position 1293: 1.7051081150735965e-05
Position 292: 1.673392800338964e-05
Position 1157: 1.364244304452632e-05
Position 3104: 1.2477712701434074e-05
Position 510: 1.2188887521396705e-05
Position 1040: 7.876668004510682e-06
Position 1396: 7.565513067693333e-06
Position 986: 7.429513664275562e-06
Position 1344: 6.829437037386381e-06
Position 10: 6.098325326261421e-06
Position 566: 5.8178341523283e-06
Position 27: 5.30598295720745e-06
Position 598: 2.1825090114528255e-06
Position 669: 1.508876755451166e-06
Position 115: 6.176295944844315e-07
Position 488: 3.2870440993286267e-07
Position 2981: 3.1232996361813443e-07
Position 282: 1.0361047992035052e-09
Position 425: 1.0183608124299402e-12

Sorted 3' Splice Sites (High to Low Probability):
