Gene = SAXO1
index = 1226
Annotated 5SS: [  318 82431 91552]
Annotated 3SS: [ 82250  91348 104132]
SMsplice 5SS: [  318  6081  7652 22962 82431 84538 91552 92501]
SMsplice 3SS: [  6008   7460  22813  82250  84326  91348  92398 104132]
top_k =  500
Partition function (log Z): -48.032770211426666

Sorted 5' Splice Sites (High to Low Probability):
Position 318: 0.9910221537406937
Position 6081: 0.6909364137333253
Position 7652: 0.45706105416948034
Position 3809: 0.36244580115528346
Position 4610: 0.2624716094250273
Position 7578: 0.10616233021515174
Position 1186: 0.06143969596056787
Position 4605: 0.04057159449939992
Position 2608: 0.03168485795610652
Position 10755: 0.020843760056049113
Position 5942: 0.01661640865947523
Position 11774: 0.014828956949601435
Position 7553: 0.013665308985916445
Position 8865: 0.012550949357701548
Position 1182: 0.009563679674511738
Position 1165: 0.007244867575409061
Position 3339: 0.006483281853620747
Position 12089: 0.00635127801547604
Position 6418: 0.006279805517582908
Position 4180: 0.005568003891622895
Position 2361: 0.005055491420881065
Position 8914: 0.0034414366676552032
Position 2406: 0.003086281916118047
Position 417: 0.0030105646170813707
Position 1196: 0.0029820384051141144
Position 323: 0.0029606005437627756
Position 7672: 0.0029247665558517176
Position 8347: 0.0024763272349251015
Position 38: 0.002016878992237512
Position 1101: 0.0015790456364764107
Position 884: 0.0014495764238973302
Position 935: 0.001019332456564317
Position 3185: 0.0009545772234659659
Position 751: 0.0009250938282287636
Position 6662: 0.0008041082303049806
Position 3058: 0.0006371576370220866
Position 2744: 0.0006340523310135257
Position 7025: 0.0004923867522012135
Position 1460: 0.000439525432105938
Position 4107: 0.0003598861566007582
Position 5802: 0.00028470241295978227
Position 208: 0.00019295003712541993
Position 421: 0.00014330745043892015
Position 157: 7.888883334362564e-05
Position 2379: 3.169615211825404e-05
Position 43: 1.9334876819053123e-05
Position 7550: 1.3870605832489138e-05
Position 2018: 9.232267559084767e-06
Position 878: 6.7690480090823865e-06
Position 1515: 6.280264317294055e-06
Position 1171: 5.825581766315463e-06
Position 1273: 5.076149581724569e-06
Position 669: 4.7468353565023295e-06
Position 834: 3.3764461047344724e-06
Position 610: 7.340375406266174e-07
Position 640: 5.712674508467411e-07
Position 257: 4.254325465433658e-07
Position 291: 3.4067160310785327e-07
Position 26: 3.3719084956158583e-07
Position 554: 2.925854061380559e-07
Position 2045: 2.674549024707854e-07
Position 1116: 2.25121492793916e-07
Position 1218: 2.0267197319940268e-07
Position 1846: 1.9328518129156163e-07
Position 492: 1.1657086502467291e-07
Position 62: 1.0079664238673587e-07
Position 211: 7.787979733004034e-08
Position 744: 5.7832065037274627e-08
Position 299: 5.0743079590911554e-08
Position 757: 4.901052505343442e-08
Position 217: 4.8321680633476186e-08
Position 694: 3.291921369301128e-08
Position 306: 1.0502947021063575e-08
Position 567: 9.257858345651632e-09
Position 358: 2.1147933965537205e-09
Position 697: 1.6630827717589387e-09
Position 31: 1.1859671951137897e-09
Position 194: 5.811432168376435e-10
Position 225: 1.1453748078856257e-11
Position 504: 4.826511759035579e-13
Position 471: 2.9383923291111395e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7460: 0.6589049959098843
Position 6008: 0.6221601985439605
Position 3705: 0.35383595572103566
Position 4502: 0.25215726366264685
Position 13467: 0.24177670737995108
Position 8949: 0.13610054936737567
Position 18072: 0.09230452996355948
Position 11658: 0.054629846785656626
Position 11956: 0.051475444939060575
Position 986: 0.051381768976823096
Position 8172: 0.05018863347244594
Position 16554: 0.04622500657355398
Position 5897: 0.043912987158594825
Position 7501: 0.04013462320073932
Position 15023: 0.03817839649981039
Position 11071: 0.03202980851204541
Position 4406: 0.0299458144648226
Position 2497: 0.027594571306051422
Position 8804: 0.026887839151091834
Position 10628: 0.025899584090074708
Position 5677: 0.02106184843535129
Position 854: 0.01625890280098821
Position 9420: 0.014188139379314338
Position 6170: 0.013874566663223755
Position 4456: 0.013068761206202154
Position 13463: 0.012322136939735058
Position 5941: 0.010756668205898648
Position 6003: 0.010559012856150593
Position 11355: 0.01040050708463145
Position 9242: 0.010330650816981826
Position 7908: 0.010184371529905721
Position 14081: 0.009712990341170938
Position 2277: 0.009634870735641692
Position 4066: 0.008124816192499568
Position 7787: 0.0067123886194255505
Position 1096: 0.006535641236182194
Position 6203: 0.005689954039172232
Position 8208: 0.005617977955825297
Position 4535: 0.005447981671485802
Position 11331: 0.0051290102303161575
Position 3676: 0.0049689106325806745
Position 7967: 0.004731158960349351
Position 3260: 0.004264219417522908
Position 7482: 0.004178794890598017
Position 8346: 0.003998668511650488
Position 11996: 0.003522258737948803
Position 6584: 0.0032636048194923948
Position 6767: 0.0029180311731108813
Position 1115: 0.002912156055868012
Position 3664: 0.002796945680749452
Position 1016: 0.0025654293677069223
Position 7772: 0.0023782423990996275
Position 1157: 0.0021749030701752763
Position 10335: 0.002074132053046167
Position 991: 0.0019875498635954177
Position 2444: 0.001927516623708271
Position 6308: 0.0018826203917933055
Position 5638: 0.001776495508838213
Position 4568: 0.0016985836003856744
Position 2521: 0.0015047225369643363
Position 9216: 0.0012602341141435094
Position 8954: 0.0010547298761058312
Position 6206: 0.0010504932862977143
Position 3631: 0.0010170882364207347
Position 3309: 0.0009992773099976064
Position 7964: 0.000987239365488029
Position 817: 0.0009513213953736507
Position 2246: 0.0008635987902578127
Position 4756: 0.000838708598436291
Position 4599: 0.0008230312295756892
Position 3505: 0.000797769686825667
Position 2902: 0.0007954846284188214
Position 4815: 0.0007751708442481135
Position 2299: 0.0007541959544727412
Position 8098: 0.0006673214515290473
Position 3118: 0.0006594361227379179
Position 781: 0.0006167729879635608
Position 3236: 0.0005834255726753141
Position 3081: 0.0005702303364209427
Position 3944: 0.0004895599671565295
Position 4436: 0.00048505548156356243
Position 962: 0.0004639312355641383
Position 833: 0.00045322588896136196
Position 3995: 0.00042627982988766564
Position 599: 0.0003128433432719018
Position 4327: 0.0003058978187355263
Position 2956: 0.0002715371404299209
Position 405: 0.0002518878773337754
Position 4379: 0.00024502967755796613
Position 3097: 0.0002355116149968715
Position 222: 0.0002266310995444195
Position 1654: 0.0002069460674491773
Position 164: 0.00020577860014116392
Position 1375: 0.00019662648043447355
Position 3156: 0.00019308364897492285
Position 447: 0.00019166169888118823
Position 719: 0.00017768470913710285
Position 5175: 0.00013582848682849765
Position 3062: 0.0001209265446083214
Position 2649: 0.00011469996356951095
Position 2646: 0.00010048968124738704
Position 1960: 8.929609428953594e-05
Position 1434: 8.538701505309973e-05
Position 5057: 8.229613244985927e-05
Position 1630: 6.984574482576128e-05
Position 2503: 6.964119985492026e-05
Position 1634: 6.344613100143309e-05
Position 492: 6.30985725284647e-05
Position 2088: 6.259431073335153e-05
Position 2385: 6.112384570927018e-05
Position 2150: 5.216481387330771e-05
Position 466: 4.864915654631757e-05
Position 207: 4.049096717839163e-05
Position 1222: 3.781561933506941e-05
Position 1480: 3.674457135687599e-05
Position 549: 3.472926310019066e-05
Position 604: 2.9500371150416796e-05
Position 1319: 2.943638495560747e-05
Position 1243: 2.531175319375728e-05
Position 1459: 2.499578272076247e-05
Position 578: 2.4895256822039392e-05
Position 1282: 2.3592675663685788e-05
Position 669: 1.451848357709438e-05
