Gene = SEC61B
index = 1239
Annotated 5SS: [  66  343 5700]
Annotated 3SS: [ 244 5597 8035]
SMsplice 5SS: [  66  343 5700]
SMsplice 3SS: [ 244 5597 8035]
top_k =  500
Partition function (log Z): -4.733061516418063

Sorted 5' Splice Sites (High to Low Probability):
Position 5700: 0.9415101679172088
Position 343: 0.8854619738467242
Position 66: 0.7116700009266737
Position 1870: 0.5589484204859304
Position 1688: 0.3036954034965302
Position 2883: 0.14210546756694967
Position 6178: 0.05930818318218799
Position 4101: 0.04749251103375025
Position 2892: 0.04275947884392622
Position 5415: 0.021989669894977144
Position 2148: 0.017869092934724454
Position 2442: 0.01650633132795486
Position 631: 0.016352699518328996
Position 6501: 0.014058268163230248
Position 7791: 0.0109300165620102
Position 170: 0.009950057574931767
Position 3708: 0.006162949846577913
Position 2224: 0.0042029904354939345
Position 4412: 0.0038785381180268365
Position 3744: 0.0038591061485157025
Position 7863: 0.0038481991971840383
Position 2402: 0.0034780534069568654
Position 2822: 0.0033117806699065272
Position 4053: 0.003244180774204089
Position 4397: 0.0031797520315146248
Position 3706: 0.003026914491627043
Position 6912: 0.002855368208521458
Position 3235: 0.002580129145407531
Position 2109: 0.00242363443638747
Position 3154: 0.002057133304816147
Position 2601: 0.0017753766506488707
Position 142: 0.0017381498356301478
Position 3030: 0.0017269014896780968
Position 3542: 0.0015908986208824198
Position 172: 0.001445272501175002
Position 4436: 0.0012959346896139184
Position 2733: 0.0011038254003565354
Position 2474: 0.000883318993608371
Position 1549: 0.0008683536828378209
Position 7195: 0.0007589017045312945
Position 2187: 0.0007102342888784137
Position 1371: 0.0006064689781836031
Position 358: 0.0003955765913864864
Position 14: 0.0003234033665089863
Position 6171: 0.00029371553711764377
Position 6582: 0.00028737366231061125
Position 6959: 0.0002448458460419777
Position 6388: 0.00024028544753547468
Position 6931: 0.00023099348192393145
Position 427: 0.00020505815204847406
Position 34: 0.000107969579859063
Position 176: 8.808473354296464e-05
Position 332: 4.453804185225614e-05
Position 249: 3.930951402191979e-05
Position 797: 3.123322992130937e-05
Position 1951: 2.889172359848873e-05
Position 272: 1.590948132426136e-05
Position 2256: 1.3988595394113612e-05
