Gene = INSL4
index = 702
Annotated 5SS: [301]
Annotated 3SS: [2234]
SMsplice 5SS: [ 301 2277]
SMsplice 3SS: [2234 3350]
top_k =  500
Partition function (log Z): -7.326406348452482

Sorted 5' Splice Sites (High to Low Probability):
Position 301: 0.815667717582331
Position 2277: 0.6010909210842867
Position 625: 0.36734504659765743
Position 3056: 0.1989281910215953
Position 598: 0.09102419004456834
Position 2417: 0.07026264905877244
Position 675: 0.042304806900784406
Position 3079: 0.03669823583537573
Position 1204: 0.033275796359067106
Position 37: 0.02919652690501184
Position 741: 0.02799971749532151
Position 1775: 0.0262444872952457
Position 3047: 0.010984647098516733
Position 98: 0.01061588656806
Position 736: 0.008232961986387212
Position 1969: 0.005774330481776237
Position 2451: 0.004131918451474696
Position 1070: 0.003611550446205351
Position 2070: 0.0028190222327070533
Position 1964: 0.0027059018309662465
Position 630: 0.002502720494020874
Position 2463: 0.002043355431896635
Position 2458: 0.0019919675632264298
Position 2441: 0.0014699972800518964
Position 3594: 0.001354828809018894
Position 411: 0.0008911435776889241
Position 823: 0.000788681442830287
Position 3218: 0.0007025274525597563
Position 122: 0.0006762934959149873
Position 428: 0.0006464628011578624
Position 536: 0.000529581262308617
Position 1196: 0.00042351095494124147
Position 2382: 0.0003905371627031908
Position 3015: 0.00033374387493371885
Position 1401: 0.0003291226625322174
Position 92: 0.00032785196018414925
Position 2973: 0.0002596211897671975
Position 569: 0.0001733847768540631
Position 481: 0.000112357472565489
Position 196: 0.0001050450803732974
Position 1658: 0.00010117219154947367
Position 2409: 9.422204387865903e-05
Position 54: 8.742530252515838e-05
Position 272: 8.530434155502452e-05
Position 1820: 7.918430071120719e-05
Position 433: 6.762886528042443e-05
Position 373: 4.8324026744561305e-05
Position 116: 3.5042729293996295e-05
Position 1292: 2.9091935837702186e-05
Position 199: 2.1596027750095693e-05
Position 376: 1.0900022452845898e-05
Position 418: 1.4781461788997494e-06
Position 394: 1.0312599908243152e-06
Position 450: 8.41952692979144e-07
Position 474: 8.178260643102649e-07
Position 32: 8.139253660251647e-07
Position 401: 1.34214933017499e-07
Position 415: 1.1759302046366992e-07
Position 292: 1.164677114842042e-07
Position 224: 7.692443665988758e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2234: 0.8813094478736038
Position 3350: 0.6961234752429908
Position 448: 0.3570641360919813
Position 2965: 0.3095771459514732
Position 979: 0.02169294410086908
Position 555: 0.021175343779103933
Position 1658: 0.018698301327804923
Position 459: 0.013535593079346465
Position 2968: 0.009234939985798574
Position 1701: 0.006318310136700358
Position 1867: 0.006296155871011409
Position 267: 0.006058778118439173
Position 621: 0.004449023748266766
Position 940: 0.003856867160413486
Position 3137: 0.0038141220685237146
Position 872: 0.0035977754935608494
Position 3442: 0.0033582942022695656
Position 1139: 0.0031574834729336085
Position 618: 0.0023148946947527628
Position 3382: 0.002214970129094326
Position 1772: 0.0021548442224041233
Position 3008: 0.00214984583956173
Position 474: 0.0017088199743594595
Position 3456: 0.0016079510275001695
Position 135: 0.0015321657479802251
Position 1533: 0.0014799969126340939
Position 2312: 0.0013591574576205514
Position 1909: 0.0013563221937532522
Position 1790: 0.0012908457446796412
Position 2711: 0.0011498698627622605
Position 3151: 0.0010761093867962372
Position 559: 0.0010606947445756577
Position 3844: 0.0009875350161967682
Position 1143: 0.0007439245539849363
Position 3741: 0.0007309709093159479
Position 2156: 0.0007177875278696311
Position 649: 0.0007138280318918272
Position 1291: 0.0007072579079980375
Position 3077: 0.0006889652314862934
Position 3504: 0.0006298876013238673
Position 2377: 0.0006035437616443785
Position 1115: 0.0006010639005344659
Position 3652: 0.0005477010864140578
Position 3316: 0.0005243708593179546
Position 2936: 0.00037712297243751297
Position 3622: 0.0003519062057986535
Position 2552: 0.00034192080414504244
Position 2461: 0.00033911758283296884
Position 1075: 0.0003277476506317543
Position 376: 0.00027427925058009996
Position 1798: 0.00026133965766056996
Position 1098: 0.0002594721166904464
Position 3215: 0.000244986190082476
Position 3857: 0.00024052206411302802
Position 2046: 0.00021482015862060445
Position 3533: 0.00020255945609800837
Position 248: 0.00019590494395306833
Position 1361: 0.00014724725427833893
Position 2417: 0.00014496758247854188
Position 2261: 0.0001446344497090253
Position 498: 0.00013298288662247197
Position 2094: 0.00013225588941947932
Position 2747: 0.00012207871177105206
Position 2607: 0.0001207991893486989
Position 3745: 0.00011054005831178315
Position 2893: 9.120617848352481e-05
Position 3810: 8.484292329811918e-05
Position 3403: 8.413765797863733e-05
Position 484: 7.849941557699683e-05
Position 166: 7.233336873130097e-05
Position 507: 6.267256715248383e-05
Position 401: 6.088602716402165e-05
Position 917: 6.08617265360847e-05
Position 1389: 5.9847945818126806e-05
Position 510: 5.81737161336626e-05
Position 528: 4.8084156131403036e-05
Position 2458: 3.950769890314728e-05
Position 2441: 3.722820050998802e-05
Position 2341: 3.270226066264162e-05
Position 641: 3.2056073418129994e-05
Position 1373: 2.1693021905767145e-05
Position 245: 1.168857453158069e-05
Position 172: 1.0089214232826048e-05
Position 270: 5.983765274325781e-06
Position 581: 4.357954760718001e-06
Position 654: 2.498274874220278e-06
Position 1150: 2.0428400960216166e-06
Position 300: 1.5822619632583498e-06
Position 1565: 1.5333518844472666e-06
Position 674: 1.0671890562529478e-06
Position 592: 8.187717815528578e-07
Position 567: 7.650998577047988e-07
Position 103: 7.14560787828687e-07
Position 1085: 7.071764651495832e-07
Position 718: 6.905418099439474e-07
Position 703: 6.614876493369761e-07
Position 168: 6.609727606442929e-07
Position 721: 4.1795465998136805e-07
Position 561: 3.253566324122628e-07
Position 515: 3.1747759496596555e-07
Position 785: 2.894975219916445e-07
Position 486: 2.743338166205184e-07
Position 492: 2.2496257262953716e-07
Position 624: 2.1925465128850995e-07
Position 411: 1.723107858048477e-07
Position 597: 1.5389649362048907e-07
Position 489: 1.5320451377055626e-07
Position 349: 1.4238996390501888e-07
Position 154: 1.0654582216094208e-07
Position 385: 9.762101052035052e-08
Position 329: 8.018461705594527e-08
Position 183: 6.806979682223786e-08
Position 1124: 5.276884297110092e-08
Position 180: 4.3300321996437546e-08
Position 112: 4.073849589923201e-08
Position 725: 2.733259546727396e-08
Position 177: 1.7922374189211427e-08
Position 356: 1.5508766812614827e-09
Position 190: 1.0380654929142585e-09
Position 185: 7.660194998748702e-10
Position 305: 3.07715045563194e-10
Position 307: 8.436493923557134e-12
Position 97: 6.060463269852242e-12
Position 335: 3.816075157708337e-12
Position 594: 2.3509680497242273e-13
