Gene = SAPCD2
index = 1224
Annotated 5SS: [ 699 4327 5067 5511 5726]
Annotated 3SS: [4213 4919 5402 5608 5800]
SMsplice 5SS: [ 699  885 4327 4847 5067 5511 5726]
SMsplice 3SS: [ 794 4213 4661 4919 5402 5608 5800]
top_k =  500
Partition function (log Z): 5.539489935474578

Sorted 5' Splice Sites (High to Low Probability):
Position 5726: 0.9950794801071605
Position 5511: 0.9925650457569989
Position 4327: 0.940705213597101
Position 5067: 0.9300847480029193
Position 699: 0.8725876832969951
Position 885: 0.5730897883178956
Position 4847: 0.5164975006899707
Position 2508: 0.11365346768283455
Position 4772: 0.08293839902041183
Position 3979: 0.05675497941625197
Position 1711: 0.047012548532645144
Position 4780: 0.0183706149455592
Position 7047: 0.016574604629231597
Position 2616: 0.009510932770334801
Position 6449: 0.007641423172226548
Position 4758: 0.007579065796130686
Position 2294: 0.0074279537375507914
Position 7051: 0.006948040181689339
Position 2720: 0.006321601381096661
Position 3886: 0.005865340478903203
Position 2716: 0.005840162533965203
Position 5984: 0.005125464642407986
Position 350: 0.004787904353628511
Position 3913: 0.004782257124406664
Position 7089: 0.0044582754047292365
Position 5454: 0.0031798337172029203
Position 853: 0.0029545239729973755
Position 1662: 0.0025010482266905466
Position 4776: 0.0023105471872613055
Position 4125: 0.0018052183614116926
Position 527: 0.0016881054182819916
Position 5240: 0.0014481514756140939
Position 4184: 0.0012683654763204772
Position 4871: 0.001043712311231668
Position 286: 0.0010269690723332366
Position 4833: 0.0006620879788133236
Position 99: 0.000639558993624912
Position 5000: 0.0006081400518320309
Position 329: 0.0005939542074504734
Position 5944: 0.00042583181649536784
Position 5517: 0.0004038305205593042
Position 499: 0.00033488362522229376
Position 25: 0.0002876314464039333
Position 4956: 0.0002744615376188542
Position 967: 0.00024116808556877856
Position 266: 0.00019783310139065497
Position 2155: 0.00015496485929929055
Position 497: 0.00011466939551871042
Position 1730: 0.0001098384185899679
Position 73: 0.00010124140941827729
Position 1751: 9.629103841013684e-05
Position 5463: 8.261268866147167e-05
Position 5471: 7.39745789784581e-05
Position 1248: 7.200637070583005e-05
Position 6555: 7.045768701854342e-05
Position 1821: 6.71796884155665e-05
Position 6398: 5.62786414119827e-05
