Gene = EBNA1BP2
index = 477
Annotated 5SS: [ 208  375  782 1505 3322 5101 5435 7618]
Annotated 3SS: [ 290  608 1380 3231 5024 5340 7454 7766]
SMsplice 5SS: [ 208  375 1505 3322 5101 7618]
SMsplice 3SS: [ 290 1380 3167 5024 7454 7694]
top_k =  500
Partition function (log Z): 2.1455217327171026

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9973380405744188
Position 1505: 0.9213651091661063
Position 5101: 0.8203574342953941
Position 375: 0.816209928818956
Position 3322: 0.7194665669092009
Position 7618: 0.6012670209870554
Position 5435: 0.3217910917141688
Position 782: 0.14330988242260526
Position 34: 0.14206720029321096
Position 5137: 0.11983737926202734
Position 3523: 0.08580066289795565
Position 6480: 0.07504526377761495
Position 7640: 0.04589630232831755
Position 1331: 0.03368824248174739
Position 5105: 0.02900950797652016
Position 5474: 0.024916506414510195
Position 399: 0.02172559358068753
Position 4599: 0.021199145311301067
Position 392: 0.017021074608053365
Position 1754: 0.013832533029598018
Position 1800: 0.012467169541354002
Position 7632: 0.012342121291117189
Position 687: 0.011716578455787694
Position 6420: 0.011068237214453066
Position 3703: 0.009833765080446531
Position 4697: 0.0064784947836718215
Position 852: 0.006314081507806487
Position 508: 0.006275910707398872
Position 778: 0.006274333892871027
Position 3273: 0.006170394408919111
Position 7622: 0.006016106287922391
Position 4913: 0.005706509921572843
Position 28: 0.005403719696978016
Position 3362: 0.004131464392149002
Position 15: 0.0035877507578845834
Position 1838: 0.0035873821306821856
Position 3449: 0.00327463102159235
Position 381: 0.0032421349204594346
Position 3028: 0.00316979663534182
Position 4376: 0.00256281157491707
Position 2579: 0.0024595809692784
Position 7549: 0.0022932637333103172
Position 809: 0.0022364896451051294
Position 1272: 0.002128803566138055
Position 7749: 0.0019535214576143095
Position 6254: 0.0019131053071248748
Position 372: 0.001893279107008864
Position 2153: 0.00177470266418826
Position 3065: 0.0017222777286046446
Position 4930: 0.0017043835050981385
Position 3360: 0.0014864794489195736
Position 8: 0.0011460375025326068
Position 5469: 0.000979793637561753
Position 4380: 0.0009444827953547504
Position 2442: 0.0007399258164565886
Position 3334: 0.0005169434535516766
Position 212: 0.0004867015350145852
Position 5130: 0.0004698415086457423
Position 3546: 0.0004437666714040406
Position 2175: 0.0004081850416018606
Position 5237: 0.00029505700494371535
Position 4360: 0.0002545298099832491
Position 5491: 0.0002112447969525616
Position 128: 0.00020752045670813257
Position 6246: 0.00020186361344882937
Position 3840: 0.00020157864264700457
Position 3955: 0.00019143732879166477
Position 491: 0.00018357698058593002
Position 2515: 0.00014117528543749442
Position 2439: 0.00013619253411698842
Position 214: 0.00010806843554330526
Position 430: 9.448489376021467e-05
Position 115: 5.9823310763403596e-05
Position 5278: 4.634271681394528e-05
Position 583: 3.543906751534011e-05
Position 119: 2.626631547816031e-05
Position 5255: 2.5260703842257713e-05
Position 5037: 2.084811207078351e-05
Position 227: 4.917104473456327e-06
Position 132: 3.83581182474661e-06
Position 90: 1.7805384168139918e-06
Position 5941: 9.343681873636728e-07
Position 5498: 5.074625454249607e-07
Position 336: 4.654380956959113e-07
Position 5605: 3.766195873818903e-07
Position 171: 2.2383242219145773e-07
Position 239: 1.800058632606624e-07
Position 193: 7.110361542911637e-08
Position 121: 5.758418593014962e-08
Position 280: 3.4024054753180462e-09
Position 268: 2.5746711078670357e-09
Position 105: 1.199619475265856e-09
Position 274: 9.049134165988721e-10
Position 363: 1.1830896695922166e-10
Position 282: 9.735635340684937e-11
Position 339: 3.048807076957665e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5024: 0.9734486847903425
Position 290: 0.7571725019309256
Position 7694: 0.6017820541632245
Position 7454: 0.5762192004345037
Position 1432: 0.4388022450368841
Position 1380: 0.429190903204316
Position 5340: 0.3958112696728827
Position 3167: 0.3767780247977876
Position 3231: 0.3658548395857301
Position 7766: 0.28961152782004446
Position 118: 0.15218992974302817
Position 296: 0.09978545937575398
Position 6317: 0.08609954789184036
Position 608: 0.08161390605433215
Position 3447: 0.06525007304150687
Position 7509: 0.0478218415371058
Position 633: 0.034170233651482855
Position 7460: 0.030850382720991453
Position 1200: 0.024775455040683434
Position 1636: 0.023803786092115874
Position 1222: 0.02105965900772573
Position 544: 0.01743101984996084
Position 664: 0.015901613335152137
Position 7720: 0.015774235147049544
Position 7485: 0.015580228639588252
Position 1172: 0.0135683451052363
Position 1271: 0.010675875816599999
Position 4465: 0.0101996961531067
Position 592: 0.008572024259685661
Position 4791: 0.008498691461510775
Position 7769: 0.008198193812906754
Position 1276: 0.008183124694364764
Position 4438: 0.007179801673022671
Position 7723: 0.006802487233556787
Position 3100: 0.006737352907581699
Position 695: 0.006260618462634685
Position 6192: 0.006178565837115236
Position 1709: 0.00611808278361511
Position 4413: 0.005431234170976726
Position 312: 0.005403198588816235
Position 7402: 0.005343988015307291
Position 4257: 0.00430844993591866
Position 1396: 0.004111642414734738
Position 3694: 0.003972967088052074
Position 1412: 0.003492853055504018
Position 3216: 0.0034344412320765276
Position 3605: 0.0033893317743696636
Position 7506: 0.0032112260711837036
Position 345: 0.002602805718354565
Position 3193: 0.002422514155343899
Position 4593: 0.0022058020089594
Position 2496: 0.002159052890443495
Position 7370: 0.0020675585439149406
Position 2923: 0.0020051358617750696
Position 2890: 0.0016994647128721152
Position 323: 0.0016973734669613648
Position 4468: 0.0016733028458171529
Position 1495: 0.0014321077651311689
Position 7972: 0.0013585699041016074
Position 460: 0.0011909346942515758
Position 5661: 0.0011009469754248522
Position 1975: 0.0010827367609082305
Position 2984: 0.0009968451312496165
Position 641: 0.0009582056407784421
Position 8026: 0.0009575346341322055
Position 6146: 0.0008602196843591689
Position 3576: 0.000843007709952987
Position 1326: 0.0007864362667886261
Position 3132: 0.0007304734644655412
Position 3550: 0.0007302129235242123
Position 5164: 0.0007204429015170279
Position 5679: 0.0006522533759644723
Position 4961: 0.0006515442345654548
Position 327: 0.000635381717909292
Position 6004: 0.0006282889585926346
Position 3070: 0.000607836159641931
Position 6367: 0.0005952842969710885
Position 6842: 0.0005470868319563625
Position 1391: 0.0004670763543306157
Position 7771: 0.0004664052867243006
Position 2299: 0.0004648834471383042
Position 4670: 0.0004595619378783798
Position 2424: 0.00043894870975823925
Position 3636: 0.00040956671188276583
Position 2357: 0.0003889366553675151
Position 521: 0.00034723472942545176
Position 3502: 0.00034339306658433017
Position 1978: 0.00028357523044834253
Position 3240: 0.00028329173169465687
Position 2011: 0.00027698024679307124
Position 725: 0.0002550249453955891
Position 2021: 0.00024153578044658675
Position 2100: 0.00023335387753002404
Position 620: 0.00022211710878229895
Position 6339: 0.00021185086377444655
Position 1335: 0.0002041578480871418
Position 2839: 0.00019599908894849026
Position 6661: 0.00018264373926169685
Position 3144: 0.00017499177973477308
Position 1144: 0.0001742916469188829
Position 7344: 0.00016182796172521977
Position 1090: 0.000134223197579314
Position 731: 0.00012579711960571593
Position 717: 0.00012373960797047357
Position 1028: 0.00012205701445728955
Position 6869: 0.00010767277075595705
Position 4839: 0.000100880952473592
Position 6899: 8.567441330835514e-05
Position 756: 8.037279483989764e-05
Position 587: 7.282190065256633e-05
Position 5045: 6.92485704735225e-05
Position 560: 5.719243804231272e-05
Position 5529: 5.653325356559909e-05
Position 465: 5.4604217995387605e-05
Position 2033: 4.6006301996636336e-05
Position 487: 4.1137956046788654e-05
Position 2562: 2.50529025819192e-05
Position 1882: 1.8450040604145224e-05
Position 1675: 1.7923181246928938e-05
Position 4796: 1.241071883009068e-05
Position 199: 8.339778863546723e-06
Position 5253: 7.536125791877235e-06
Position 3005: 3.557622774717274e-06
Position 390: 1.8842955824039875e-06
Position 424: 1.7445995452624779e-06
Position 710: 1.4187842877518662e-06
Position 1501: 1.295289490138363e-06
Position 3469: 9.93932464682304e-07
Position 203: 9.329387753179925e-07
Position 5378: 6.800946886954949e-07
Position 5393: 6.763054314689901e-07
Position 5369: 6.751608420586225e-07
Position 359: 6.175716185383423e-07
Position 5258: 6.103700436474742e-07
Position 3522: 5.357649472547441e-07
Position 347: 3.6945197761151913e-07
Position 171: 3.062670106179837e-07
Position 81: 3.040085555403735e-07
Position 941: 2.8904473531938973e-07
Position 356: 2.71496849833734e-07
Position 5815: 2.6707639290987217e-07
Position 1035: 1.5092501992331102e-07
Position 1759: 1.3521239309747632e-07
Position 1717: 1.1579451680596841e-07
Position 489: 5.4232296287193536e-08
Position 1650: 4.659770840636468e-08
Position 141: 3.114023115399204e-08
Position 1780: 2.470814128544374e-08
Position 443: 1.9790586758227712e-08
Position 205: 6.251852140221961e-09
Position 268: 2.2066660412677525e-10
Position 753: 3.4987253901192873e-11
Position 207: 1.6419867194999595e-12
Position 379: 1.5870532756360052e-12
Position 211: 6.020930482559483e-14
Position 218: 8.966828127095372e-15
Position 223: 1.0540978822275033e-16
Position 245: 3.70320339032454e-18
