Gene = ADCK2
index = 27
Annotated 5SS: [ 1111  1605  6131  7985 14089 16573 17661]
Annotated 3SS: [ 1457  6001  7888 13836 16443 17606 21509]
SMsplice 5SS: [  350  1605  6131  7985 14089 16573]
SMsplice 3SS: [ 1457  6001  7888 13836 16443 21509]
top_k =  500
Partition function (log Z): -3.906717828511711

Sorted 5' Splice Sites (High to Low Probability):
Position 1605: 0.9973746031245497
Position 16573: 0.8960998647775887
Position 6131: 0.8886311540881239
Position 14089: 0.7711432388788559
Position 7985: 0.6636325161764196
Position 1111: 0.4155460171795123
Position 350: 0.39841690310645783
Position 15528: 0.3605124364789064
Position 3011: 0.22350397936834493
Position 17661: 0.17369728908206833
Position 3071: 0.0988533451843644
Position 6124: 0.0788585863589104
Position 325: 0.07244546129537699
Position 17044: 0.06390191410947638
Position 346: 0.04675891902844276
Position 17696: 0.04505705674616713
Position 15336: 0.044102779646603356
Position 5527: 0.04237822406001833
Position 19998: 0.042144308534666
Position 2762: 0.038645959384200304
Position 7720: 0.0363252622086242
Position 16581: 0.03429721024201719
Position 228: 0.03218766981262742
Position 7705: 0.028579832141103368
Position 86: 0.024962259417985355
Position 4659: 0.02452973483580055
Position 4910: 0.02431714926238681
Position 4781: 0.024243773848095264
Position 4974: 0.021332394170285134
Position 920: 0.017242412320400077
Position 18769: 0.01428088591250861
Position 15496: 0.012409814194708008
Position 5456: 0.01100990956021772
Position 31: 0.01046253839929422
Position 385: 0.010354949353008335
Position 11190: 0.008924038685523987
Position 5039: 0.008074431941327058
Position 2282: 0.007888208161146177
Position 15517: 0.007632797839484631
Position 499: 0.006420429574268222
Position 5119: 0.0062872803025138015
Position 17486: 0.006125703542286536
Position 336: 0.005808573947644593
Position 208: 0.00538002059454388
Position 4625: 0.00524034587901836
Position 19733: 0.004142030062330365
Position 5903: 0.004070692092475756
Position 2125: 0.0038524537043681533
Position 2507: 0.003188251431817443
Position 3062: 0.0029819512851926772
Position 2803: 0.0029034318616570766
Position 2376: 0.0028230112188618074
Position 2784: 0.002634529723300532
Position 1385: 0.002566721296891205
Position 3529: 0.0024116522063729294
Position 495: 0.002269918226164835
Position 12997: 0.0019209361982166905
Position 17683: 0.0018877312012538327
Position 5424: 0.0013730338532210937
Position 1060: 0.0012547979780513198
Position 817: 0.0011921784825735032
Position 5127: 0.001129826259904714
Position 1696: 0.0010497894218987028
Position 5329: 0.0009602557175736424
Position 181: 0.0009544233407269241
Position 2072: 0.0009261364195051041
Position 328: 0.0008553401366191623
Position 4801: 0.0007520561947583369
Position 3078: 0.0006076772729439015
Position 2601: 0.0006035405647068699
Position 6298: 0.0006016563745676304
Position 6663: 0.0005724408676046081
Position 697: 0.0005678207867497692
Position 1627: 0.0005278032619312338
Position 1027: 0.0005256999781721465
Position 5263: 0.0004888405460840163
Position 691: 0.00043174392180094504
Position 2030: 0.0004306239480245566
