Gene = CH17-140K24.8
index = 366
Annotated 5SS: [169]
Annotated 3SS: [22106]
SMsplice 5SS: [  169 10764]
SMsplice 3SS: [10670 17552]
top_k =  500
Partition function (log Z): -14.93439627910887

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9660869350803021
Position 10764: 0.713192691681545
Position 2472: 0.44794416695590406
Position 11033: 0.2609894240989415
Position 2390: 0.12125135585015262
Position 1772: 0.10290917716637576
Position 4509: 0.05761151293134515
Position 8760: 0.03631824579427506
Position 3297: 0.028785933361231173
Position 567: 0.019068721313794897
Position 2003: 0.018951335891471646
Position 455: 0.013101497026045662
Position 329: 0.006231649789395854
Position 487: 0.0051713796220828265
Position 2264: 0.004933225719547287
Position 1898: 0.0047403707133827026
Position 1819: 0.0037348779634899638
Position 2406: 0.0033602160162118323
Position 1239: 0.0032376070074491797
Position 1589: 0.0030731520107651856
Position 1859: 0.002752318911928513
Position 2297: 0.0017703238697843486
Position 5043: 0.0016236214640202849
Position 1784: 0.0015010149529062198
Position 1889: 0.0012467063380910306
Position 827: 0.0010732401423682338
Position 878: 0.0009018640256444817
Position 173: 0.0006968647911774762
Position 1684: 0.0006868490100685883
Position 2786: 0.0004619835095164491
Position 496: 0.00044998872675914333
Position 1226: 0.0003597798166315552
Position 3092: 0.0002163503460322882
Position 1724: 0.00020887643011593832
Position 2581: 0.0001489923286285401
Position 2348: 0.00012827881507189432
Position 2979: 4.444959955401747e-05
Position 1064: 4.4422888051998924e-05
Position 352: 2.988203783484373e-05
Position 1104: 2.8050625012128055e-05
Position 318: 2.6961404751342947e-05
Position 2422: 2.507782915509178e-05
Position 687: 2.199092721072001e-05
Position 2833: 1.5871626337474647e-05
Position 438: 1.5462444464493485e-05
Position 202: 9.644850231350408e-06
Position 1034: 9.606225582538618e-06
Position 2459: 8.761490322295308e-06
Position 1507: 7.345846417265938e-06
Position 1435: 3.8797617025653825e-06
Position 1550: 2.9024156656767623e-06
Position 617: 2.054231853162504e-06
Position 630: 6.194254555527751e-07
Position 52: 5.284395492608704e-07
Position 299: 3.900823766183859e-07
Position 334: 2.321501652559682e-07
Position 440: 2.205030677619357e-07
Position 58: 1.555630128177145e-07
Position 103: 6.99691373088416e-08
Position 458: 4.3833575539436434e-08
Position 188: 2.10540042963991e-08
Position 332: 1.651555781471586e-08
Position 418: 1.5104789051683963e-08
Position 266: 1.442064903910383e-08
Position 716: 7.711381475088602e-09
Position 420: 3.041601750199527e-09
