Gene = AGGF1
index = 36
Annotated 5SS: [  592  4136  5359  6336  9335 16293 17888 18603 22423 23746 25212 29359
 31418]
Annotated 3SS: [ 4032  5155  6170  9145 15961 17775 18550 22320 23579 25128 29230 31317
 32666]
SMsplice 5SS: [  592  4136  5359  9335 16293 17888 18603 23703 25212 29359 31418]
SMsplice 3SS: [ 4032  5155  9145 15961 17775 18550 23579 25128 29230 31317 32666]
top_k =  500
Partition function (log Z): 11.433836966269114

Sorted 5' Splice Sites (High to Low Probability):
Position 25212: 0.9999945996281969
Position 18603: 0.9991461205912614
Position 31418: 0.9984799236553967
Position 9335: 0.9917926626556685
Position 4136: 0.9547794468114033
Position 16293: 0.9232267478490862
Position 29359: 0.8502697500065303
Position 22423: 0.7257187766354252
Position 592: 0.6999475714377802
Position 5359: 0.6462561323379248
Position 17888: 0.6178945282768362
Position 23703: 0.4511285980778953
Position 22676: 0.3805171724811432
Position 6336: 0.3600474137534673
Position 5297: 0.30549881695455
Position 30868: 0.30222618896482567
Position 5055: 0.28511586616075657
Position 223: 0.27412784977508087
Position 23746: 0.21884175627375585
Position 32847: 0.21034642447243018
Position 10297: 0.18291125833431604
Position 31200: 0.15658902423675458
Position 33404: 0.1443124029536284
Position 32491: 0.09170834851442679
Position 10623: 0.07732763209238619
Position 24639: 0.06583906139067615
Position 508: 0.06497693038946972
Position 30136: 0.06338596096020503
Position 13977: 0.047065799684761156
Position 123: 0.04523173437527434
Position 25018: 0.043767588927473906
Position 32510: 0.03961381801493288
Position 24174: 0.0339709097032887
Position 7781: 0.03234079277186142
Position 30418: 0.03019939653626868
Position 4230: 0.02829570493914302
Position 2453: 0.028290493380214013
Position 6651: 0.022716466141267877
Position 3612: 0.02229132619109147
Position 2634: 0.02153535752389104
Position 14537: 0.020586837087797814
Position 19292: 0.019223140970753845
Position 29306: 0.014107027542066202
Position 3962: 0.013264481593552925
Position 18406: 0.012649304312296425
Position 4515: 0.012639140433325317
Position 14970: 0.012002072543141139
Position 11744: 0.01189742082646646
Position 1113: 0.010947150063869935
Position 14704: 0.010266063442063898
Position 8526: 0.00979161076479339
Position 27442: 0.009502626513689882
Position 34163: 0.009318475691796594
Position 23442: 0.009251627204697499
Position 30124: 0.008898046927599955
Position 8771: 0.008695234123440983
Position 3843: 0.008660829302737427
Position 16930: 0.007800109613875787
Position 1831: 0.007274745055975795
Position 16685: 0.007212834140259935
Position 23448: 0.007069659144841292
Position 28863: 0.006588451736311829
Position 31867: 0.006183647259672116
Position 26121: 0.0061392390101129915
Position 22711: 0.005883273733255015
Position 24453: 0.0051055835644108856
Position 4814: 0.0041647528378086435
Position 24567: 0.003999445732241867
Position 2885: 0.003353113052672572
Position 6258: 0.0032000306113092783
