Gene = URB2
index = 1535
Annotated 5SS: [  123  1526  6212 12014 17460 19736 21519 25089 28155]
Annotated 3SS: [ 1386  6034  8682 17298 19624 21275 25000 28014 32865]
SMsplice 5SS: [  171   433  1526  6212  9697 10183 10567 12014 21519 25089 28155]
SMsplice 3SS: [  256  1386  6034  9357 10076 10285 11947 21275 25000 28014 32865]
top_k =  500
Partition function (log Z): 6.99080442142917

Sorted 5' Splice Sites (High to Low Probability):
Position 21519: 0.9681746312967131
Position 1526: 0.9681553037191004
Position 12014: 0.9555669259975127
Position 10567: 0.919882156084726
Position 9697: 0.9143057884414583
Position 10183: 0.8354455044651766
Position 25089: 0.7861529351112052
Position 6212: 0.7350945303982724
Position 433: 0.7191350479592419
Position 171: 0.6706367567166289
Position 28155: 0.564478391899653
Position 29830: 0.5207668296287414
Position 30754: 0.42148041691180727
Position 123: 0.31221582730230824
Position 23006: 0.2721026178820595
Position 19736: 0.27155889746511686
Position 8844: 0.24241773890677773
Position 22782: 0.24050094932800123
Position 16771: 0.22494885348113594
Position 28133: 0.21746012162920658
Position 28146: 0.21610020084936454
Position 10967: 0.1949190009994264
Position 8592: 0.16021592462653264
Position 30483: 0.15219699165242204
Position 27451: 0.14396581363190505
Position 17460: 0.11571112036647241
Position 25137: 0.1114829580930282
Position 18268: 0.1082826824594611
Position 27338: 0.08807201777769406
Position 11650: 0.08754173697248292
Position 27330: 0.07990992141685735
Position 3235: 0.07530207890416475
Position 2744: 0.06607938122171893
Position 1289: 0.06141300731856384
Position 12618: 0.05858932002109181
Position 32630: 0.05645024531062322
Position 29790: 0.055347825923923975
Position 12568: 0.04720467058625509
Position 8893: 0.041140059888615424
Position 6321: 0.04058068379098851
Position 23482: 0.039149090466774894
Position 24824: 0.03762692864540409
Position 13667: 0.0353472924305766
Position 24926: 0.034927639515784384
Position 10818: 0.02894733007155268
Position 29373: 0.027220585860768646
Position 8875: 0.023774526710212924
Position 31283: 0.021239505359770636
Position 28906: 0.020419039209218195
Position 31147: 0.018177505771017927
Position 8941: 0.01772385909537619
Position 32003: 0.01654634986563115
Position 10482: 0.01636081278560559
Position 8551: 0.01628897001097371
Position 5896: 0.01583419471087014
Position 774: 0.01524240511937294
Position 561: 0.014740245182852715
Position 21531: 0.01415014011387665
Position 19990: 0.013001757500801736
Position 24965: 0.01246665575806882
Position 25455: 0.011850178763948577
Position 163: 0.010892181699598066
Position 763: 0.01021069549457846
Position 32148: 0.010081804655492872
Position 11765: 0.010015718992985534
Position 8818: 0.008416402160887869
Position 9061: 0.0075704638539240724
Position 10388: 0.0071264967690041515
Position 30548: 0.006312418347038554
Position 27476: 0.0059044187780028755
Position 32570: 0.00578453147855803
Position 31820: 0.005565745237967008
Position 26663: 0.004736160628254172
Position 1225: 0.004402061773850596
Position 918: 0.003841337289711719
Position 24707: 0.0037586090030736485
Position 868: 0.0033713459395278357
Position 11279: 0.0031192492125101893
Position 141: 0.0031045316961621178
Position 872: 0.003039014427810113
Position 4946: 0.0029966649608040175
Position 6232: 0.002951497593186956
Position 1056: 0.0029459025160889643
Position 366: 0.002877756567881778
Position 5877: 0.0019530666466237815
Position 29967: 0.0014954740853960523
Position 352: 0.0012941901213425419
Position 8134: 0.0011369119748302799
Position 907: 0.0010861298450982075
Position 1034: 0.0008940909719929128
Position 1316: 0.0008196565129717588
Position 3044: 0.0005413566722567816
Position 12117: 0.0005223580694709003
Position 840: 0.0004948284296880703
Position 577: 0.0004275956584518015
Position 7347: 0.00041282239052406965
Position 11274: 0.00035547294032041275
Position 492: 0.0003082954724953987
Position 2796: 0.0002004239777058845
Position 3199: 0.00017058437605815813
Position 25001: 0.00016359421482432034
Position 442: 0.00016176795825380532
Position 1303: 0.0001473617207974179
Position 508: 0.00012663568712464814
Position 661: 9.791574681253663e-05
Position 6676: 9.01419210516284e-05
Position 1004: 8.575692841828264e-05
Position 757: 8.393019200535285e-05
Position 3040: 8.34464646373863e-05
Position 1690: 8.220466155034025e-05
Position 6471: 7.306461165309089e-05
Position 1061: 7.290852883746466e-05
Position 656: 6.48571053520069e-05
Position 767: 5.755424484068904e-05
Position 2756: 5.694268807065209e-05
Position 2919: 8.219350034412976e-06
Position 553: 4.223242090023359e-06
Position 194: 2.593333890423492e-06
Position 501: 2.2567473187371417e-06
Position 262: 1.5314192903948666e-06
Position 175: 1.4570165074557489e-06
Position 535: 1.1276272249991995e-06
Position 127: 8.803234263743394e-07
Position 86: 3.1498920818382465e-07
Position 523: 2.3374085334035266e-07
Position 358: 2.1520938224009606e-07
Position 388: 2.136608137433082e-07
Position 407: 1.0239950170224194e-07
Position 402: 4.486914111026362e-08
Position 13: 1.7905858472029276e-08
Position 740: 1.434912922866109e-08
Position 256: 6.621089804893016e-09
Position 541: 4.33375607149311e-09
Position 72: 5.934148917308811e-11
Position 62: 3.427429008150183e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 28014: 0.9921928524162082
Position 1386: 0.9290811712355446
Position 11947: 0.8965533322379411
Position 21275: 0.8594312889510936
Position 32865: 0.8521796318881529
Position 25000: 0.8123106843176889
