Gene = SPINK9
index = 1321
Annotated 5SS: [ 110  895 3047]
Annotated 3SS: [ 862 2918 4107]
SMsplice 5SS: [ 110  941 3047]
SMsplice 3SS: [ 862 2918 3900]
top_k =  500
Partition function (log Z): -4.704542166999719

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.990811706722346
Position 3047: 0.8393206564569992
Position 941: 0.5419837029141568
Position 895: 0.16192044276331224
Position 2695: 0.13545817715221972
Position 3082: 0.05153699384990816
Position 3605: 0.03975062929181269
Position 2718: 0.03906368492554606
Position 3231: 0.03210255015953273
Position 966: 0.025833631075730765
Position 920: 0.014934530470827448
Position 2430: 0.01482264927280945
Position 1075: 0.014510328166918636
Position 3042: 0.012555831760693182
Position 808: 0.009526354154509335
Position 3423: 0.005411641453936068
Position 2207: 0.004180270685388874
Position 931: 0.0035699302456238978
Position 863: 0.0035167587306036475
Position 114: 0.003006941051689704
Position 3389: 0.0029361570929919076
Position 4163: 0.0028851610502595186
Position 738: 0.0024434896731588946
Position 1760: 0.002176803266621044
Position 2414: 0.0020524658229241744
Position 1072: 0.0017055051368838915
Position 3493: 0.001649920314261891
Position 1394: 0.0015362589872529831
Position 2978: 0.0008893352968742742
Position 3853: 0.0008710993734874502
Position 2666: 0.000862019724144109
Position 2419: 0.0008429279826730827
Position 9: 0.0008261766543579488
Position 279: 0.0007984172346770399
Position 1005: 0.0007215607008314373
Position 899: 0.0006492088837892433
Position 105: 0.0005614261331490469
Position 1831: 0.0005470632359582459
Position 2790: 0.0004969809786353549
Position 1370: 0.00044197358377651434
Position 595: 0.00036111415640581706
Position 3112: 0.00029731748267919366
Position 174: 0.00028257007427492735
Position 2464: 0.00024368113452668237
Position 3051: 0.00023630828971826122
Position 1034: 0.0002107830115240393
Position 1934: 0.000164089013617888
Position 587: 0.0001119935140229038
Position 1184: 0.00010768945747948365
Position 191: 0.00010696954257767902
Position 2468: 0.00010465539480878627
Position 1833: 8.486673545857796e-05
