Gene = IL12A
index = 686
Annotated 5SS: [ 425 1563 4376 4743 4860 5095]
Annotated 3SS: [1416 4261 4700 4817 4950 6653]
SMsplice 5SS: [ 425 1563 4376 4860 5095]
SMsplice 3SS: [1416 4261 4700 4950 6653]
top_k =  500
Partition function (log Z): -1.5712897370289416

Sorted 5' Splice Sites (High to Low Probability):
Position 5095: 0.9779918799973588
Position 1563: 0.960006410542585
Position 4860: 0.9154106772056214
Position 4376: 0.868156221546979
Position 425: 0.7508146745235276
Position 4743: 0.192161352514969
Position 2633: 0.10090503371147974
Position 1159: 0.0688493508266723
Position 462: 0.05870651210371281
Position 2809: 0.0450225844644678
Position 1309: 0.02883734665692816
Position 3599: 0.02367903412468102
Position 445: 0.022588505075604417
Position 4215: 0.020980249636380212
Position 900: 0.018482252925037492
Position 819: 0.0160315294855296
Position 3452: 0.015228409688323244
Position 3018: 0.014712739684743244
Position 362: 0.014002132665699848
Position 1018: 0.010557336702117713
Position 6151: 0.010058419253982825
Position 6261: 0.008085931493307455
Position 6624: 0.007963336589792203
Position 851: 0.006251458739720443
Position 3785: 0.00615998220221077
Position 3777: 0.005454942010019296
Position 321: 0.00537327633950058
Position 3304: 0.004840866652840161
Position 35: 0.004106538065669141
Position 2440: 0.003942440587686131
Position 3744: 0.003930823943950643
Position 3970: 0.003925549549380326
Position 5804: 0.0037236053122989736
Position 4462: 0.0035909383360866183
Position 224: 0.0032825911755194758
Position 3549: 0.002523961052240235
Position 2429: 0.0024379074737789995
Position 2594: 0.0022615808304850635
Position 489: 0.0022412825199756192
Position 73: 0.0022317918932028284
Position 1340: 0.00212866593617277
Position 3358: 0.0020706957492289575
Position 975: 0.00200225964220892
Position 277: 0.001987899765539069
Position 3288: 0.0019816938931351068
Position 429: 0.001629238651436945
Position 411: 0.0016145396045846884
Position 7106: 0.0015525920029200013
Position 1272: 0.0011626394310353685
Position 3965: 0.0011438970695089347
Position 493: 0.0010519023322372858
Position 5262: 0.0009693000240477264
Position 1636: 0.000942535523364055
Position 3251: 0.0008574273070830281
Position 3982: 0.0007988003355641953
Position 5114: 0.0007507212158774632
Position 159: 0.0007194011967313408
Position 6572: 0.0006989538689706927
Position 3608: 0.0006001723227200784
Position 6818: 0.0005718817017634582
Position 6670: 0.0005620597953601468
Position 6076: 0.0005028314137531022
Position 1334: 0.0003480894275306613
Position 1144: 0.0003256958429289715
Position 963: 0.000323643616419833
Position 576: 0.00028677444676117645
Position 5311: 0.00026580194956502245
Position 6156: 0.00026483377985481426
Position 741: 0.00023693949690232005
Position 1048: 0.00022818715802311166
Position 904: 0.0002201017747872171
Position 6498: 0.00021168563611798975
Position 266: 0.0002029256621785448
Position 6528: 0.00018598387640557067
Position 309: 0.00018011545467030472
Position 5608: 0.00017797720025613669
Position 4503: 0.00017706828641808012
Position 205: 0.00016921447877308704
Position 668: 0.00016635824724736703
Position 4996: 0.0001602062201088781
Position 5978: 0.0001598966855256042
Position 756: 0.0001318948063528111
Position 7: 0.00012572984818109035
Position 413: 0.00011982345826076452
Position 32: 0.00010722153867594937
Position 697: 0.00010280205793622938
Position 4772: 8.91762735843484e-05
Position 969: 8.597627794386521e-05
Position 568: 7.950826720518909e-05
Position 578: 7.531510600528755e-05
Position 44: 7.176398656796049e-05
Position 910: 6.948552343219402e-05
Position 539: 5.8169086009495524e-05
Position 505: 5.698095694258699e-05
Position 892: 5.686436235231661e-05
Position 1118: 3.642126209845323e-05
Position 385: 3.362421548635721e-05
Position 897: 2.5892783333533295e-05
Position 1869: 2.5678069818596377e-05
Position 1170: 2.31820287788008e-05
Position 861: 2.138833456970895e-05
Position 2121: 1.9765825663306346e-05
Position 2967: 1.9307766937583397e-05
Position 826: 1.9025691244302695e-05
Position 1299: 1.621475605811884e-05
Position 1313: 1.5969006308738524e-05
Position 2136: 1.4990372003811953e-05
Position 2451: 1.4236496258372566e-05
Position 1360: 1.2322860170030906e-05
Position 1248: 1.1723559960349976e-05
Position 2345: 9.98523971776528e-06
Position 894: 8.387782897091799e-06
Position 774: 7.938968493982873e-06
Position 207: 2.1321114962862824e-06
Position 2604: 9.783175455140156e-07
Position 46: 7.44473553451717e-07
Position 3082: 6.686993219974848e-07
Position 6513: 2.4195383467316663e-07
Position 126: 1.6969932519016385e-07
Position 5576: 1.4167566857151652e-07
Position 6008: 1.3128729114137864e-07
Position 5832: 1.3048787799239415e-07
Position 396: 8.6730127942199e-08
Position 6309: 7.056456914807688e-08
Position 5180: 6.204833467229481e-08
Position 594: 6.115027831462065e-08
