Gene = IKBKAP
index = 684
Annotated 5SS: [  253  3120  4348  6745  7594 11275 14864 15306 16570 17913 21853 23107
 25812 27814 30554 31278 32489 32692 33857 34295 35446 35615 36969 37164
 37621 40174 41131 42914 44785 51992 52412 54065 54671 55494 56122 59222]
Annotated 3SS: [ 2914  4194  6662  7512 11188 14766 15214 16445 17818 21621 22935 25711
 27630 30446 31173 32434 32585 33740 34220 35366 35534 36830 37077 37471
 40049 41032 42711 44722 51928 52350 53950 54558 55365 55966 59145 64933]
SMsplice 5SS: [  253  2796  3120  4348  6745  7594 11275 14864 15306 17913 21853 23107
 23663 25812 30554 31278 32692 34295 35446 35615 40174 41131 42914 44785
 51992 52454 54065 54671 55494 56122]
SMsplice 3SS: [ 2626  2914  4194  6662  7512 11188 14766 15214 17818 21621 22935 23493
 25711 30446 31173 32585 34220 35366 35534 40049 41032 42711 44722 51928
 52350 53950 54558 55365 55966 64933]
top_k =  500
Partition function (log Z): 44.05456602308286

Sorted 5' Splice Sites (High to Low Probability):
Position 7594: 0.999973182998289
Position 56122: 0.9996190037968142
Position 35615: 0.9887497680974089
Position 44785: 0.9876986668562115
Position 42914: 0.9860280172040664
Position 32692: 0.985608877258493
Position 30554: 0.9784919348945232
Position 55494: 0.9783631504032229
Position 25812: 0.9714498158425722
Position 37621: 0.9703357654491744
Position 35446: 0.9655628263917541
Position 34295: 0.9219663010574308
Position 14864: 0.919637465991363
Position 3120: 0.8937329112614136
Position 31278: 0.8805162076038203
Position 21853: 0.8552664461035396
Position 15306: 0.7979396251226802
Position 4348: 0.7894812147080268
Position 23107: 0.7636669779153277
Position 2796: 0.7185377981627277
Position 40174: 0.7092311898143037
Position 41131: 0.6762705134536745
Position 17913: 0.6604594168137585
Position 6745: 0.6414092037101095
Position 52454: 0.6283872621653009
Position 23663: 0.6249477404539974
Position 253: 0.620178175987543
Position 51992: 0.6091277833356482
Position 18975: 0.5803702025682766
Position 54065: 0.5764735179875992
Position 11275: 0.5028827671222894
Position 54671: 0.5020996494656758
Position 5901: 0.4584112024502596
Position 11318: 0.4125697945542185
Position 43361: 0.4017790600330122
Position 16570: 0.40102028379285404
Position 27814: 0.3873675275649536
Position 1033: 0.37805816130555114
Position 52057: 0.35153713736707903
Position 27729: 0.3438380754658023
Position 17972: 0.3368217966540827
Position 26307: 0.313884288251001
Position 48349: 0.29827946872784833
Position 33857: 0.2938198698267904
Position 37226: 0.2875404529749037
