Gene = AL590714.1
index = 61
Annotated 5SS: [15]
Annotated 3SS: [1920]
SMsplice 5SS: [264]
SMsplice 3SS: [1672]
top_k =  500
Partition function (log Z): -12.117537072837036

Sorted 5' Splice Sites (High to Low Probability):
Position 264: 0.3966700431567569
Position 291: 0.22612740442357496
Position 908: 0.20120041632039395
Position 370: 0.11263867467867375
Position 426: 0.033601336427505624
Position 266: 0.0181972941262242
Position 1579: 0.010696586445671317
Position 1054: 0.00604911204485257
Position 1012: 0.004679085131977217
Position 311: 0.004617675874524654
Position 1202: 0.001645510199506986
Position 864: 0.0007940393870542571
Position 723: 0.0006806133948251322
Position 1604: 0.0005371328748761805
Position 1581: 0.00043162355100790056
Position 1086: 0.0002968195195575808
Position 1056: 0.00022593116036439517
Position 1260: 0.00018689695682106306
Position 249: 0.00017839204599845036
Position 125: 0.0001707479588165325
Position 1957: 0.0001594402738651133
Position 178: 0.0001360205889836294
Position 1743: 6.985788455398207e-05
Position 1396: 6.522552775992539e-05
Position 1729: 3.733428829248341e-05
Position 591: 3.302233160380728e-05
Position 93: 1.17024867868413e-06
Position 929: 4.532255596509856e-07
Position 25: 4.2500331327662387e-07
Position 374: 3.674893381192937e-07
Position 189: 3.055532032124352e-07
Position 891: 2.7356428512988213e-07
Position 199: 2.4678400127092386e-07
Position 621: 1.863233812592487e-07
Position 543: 1.6629804206361225e-07
Position 1073: 1.287009935553687e-07
Position 169: 1.1127272329236772e-07
Position 222: 7.26833244900986e-08
Position 337: 6.37696812060845e-08
Position 755: 4.844481280139326e-08
Position 605: 4.289078143275624e-08
Position 443: 3.0798398189925675e-08
Position 569: 2.66744310203626e-08
Position 555: 2.411058295879821e-08
Position 203: 6.7647863685497e-09
Position 49: 4.020223349646848e-09
Position 1135: 6.885514609097494e-10
Position 1145: 6.846290645225067e-10
Position 665: 6.779005432733055e-10
Position 607: 5.274023962379433e-11
Position 461: 7.468349050328305e-12
Position 108: 4.4659076479615925e-12
Position 54: 7.068590748923299e-15
Position 452: 9.64496223821009e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1321: 0.31015890323772544
Position 1672: 0.2950343081114414
Position 425: 0.1560406159690196
Position 1234: 0.04430914622699432
Position 1838: 0.039430173079651895
Position 1345: 0.03417496697946287
Position 485: 0.01946607854980563
Position 506: 0.014933460979232191
Position 672: 0.01243362160975947
Position 519: 0.00968501417880894
Position 1784: 0.009237149227550472
Position 2048: 0.009178664040496817
Position 1895: 0.007944622516873051
Position 1629: 0.00773400594136441
Position 452: 0.004099293217424916
Position 1841: 0.0034198229339432603
Position 1713: 0.003266403146502509
Position 863: 0.0029656647810251658
Position 1564: 0.0024749443886407842
Position 809: 0.002268832541563731
Position 1602: 0.0021914984759655296
Position 374: 0.0021821133800112463
Position 812: 0.0021289171862923354
Position 986: 0.0020197694658529108
Position 1912: 0.0019792004262943474
Position 1053: 0.0019497672616294902
Position 1482: 0.0019408480139774115
Position 1327: 0.0018509723973128187
Position 1181: 0.0017194954485791653
Position 1485: 0.0016585607287976298
Position 838: 0.0016172606556142744
Position 1997: 0.0014739619831671113
Position 1946: 0.0011945344627526731
Position 2102: 0.0009821267440779972
Position 601: 0.0008389311583218046
Position 1511: 0.0006665817350001175
Position 1691: 0.0005561517097856051
Position 434: 0.0005068289664358652
Position 1844: 0.0004810098833949518
Position 964: 0.00036849600804507215
Position 1029: 0.00036443282892219514
Position 1569: 0.0003413579696179649
Position 790: 0.0002637851318812014
Position 653: 0.000244850358454669
Position 1153: 0.0002421350668249215
Position 2061: 0.00023777632928822167
Position 2074: 0.00017075759193929864
Position 605: 0.00016571225828646653
Position 1078: 0.0001645495067331935
Position 1012: 0.00015928307204934335
Position 1700: 0.00014861768738374295
Position 1105: 0.000142900963705184
Position 1184: 0.00012965164429853807
Position 2115: 0.00012247013448047194
Position 443: 0.00010989553722455437
Position 1934: 0.00010492543994504077
Position 1725: 9.578474299178872e-05
Position 1578: 9.46248713126831e-05
Position 2124: 6.171438690573077e-05
Position 1404: 3.7013353501316137e-05
Position 891: 3.4563363740843646e-05
Position 746: 2.979225364940368e-05
Position 814: 2.5385757306423932e-05
Position 729: 2.3018045932749793e-05
Position 555: 2.2691905650929484e-05
Position 818: 1.461873216753505e-05
Position 1487: 7.013802770765011e-06
Position 1419: 5.37250568972006e-06
Position 770: 1.3401682342397762e-06
Position 758: 1.2876315505128842e-06
Position 905: 3.050567573652016e-07
Position 527: 3.3715645694166216e-08
Position 612: 4.220428432096911e-09
Position 569: 3.552110017353719e-09
Position 566: 2.998373280416412e-09
Position 538: 1.6349065811275596e-09
Position 543: 1.0386243820742118e-09
Position 679: 3.0246785654097063e-10
