Gene = DHDDS
index = 444
Annotated 5SS: [   22   654  5930 10519 14078 15306 25551 27790]
Annotated 3SS: [  535  5812 10375 13960 15203 25435 27681 36536]
SMsplice 5SS: [  654  5930 10519 14078 15306 25551 27790]
SMsplice 3SS: [ 5812 10375 13960 15203 25435 27681 36539]
top_k =  500
Partition function (log Z): -1.9314343498870468

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9983014493569369
Position 27790: 0.9894289860528197
Position 14078: 0.9623414348249869
Position 10519: 0.926478006565678
Position 5930: 0.893855170217479
Position 654: 0.8871198297943669
Position 4346: 0.48113651298881416
Position 10018: 0.34761297164478644
Position 9941: 0.2677397765347203
Position 4601: 0.22960408105840469
Position 397: 0.22232407587395248
Position 2092: 0.20041208856510404
Position 9777: 0.13166086490561013
Position 2217: 0.10198176633173571
Position 689: 0.0950004690951645
Position 287: 0.09124487305391855
Position 10463: 0.07138391958612074
Position 5934: 0.0688608836220784
Position 22: 0.06118716571356893
Position 14485: 0.047575662958231076
Position 2610: 0.0395331980238232
Position 1233: 0.03785297949545449
Position 369: 0.03439886892688604
Position 3862: 0.031985064645868665
Position 33471: 0.028252546575016517
Position 1064: 0.022832270558663614
Position 4035: 0.020265352090989352
Position 5974: 0.020177365743842154
Position 11909: 0.0188924827653338
Position 4633: 0.016260343428575207
Position 5882: 0.01469440498332135
Position 1969: 0.014533603375535062
Position 4686: 0.014069393193806281
Position 164: 0.013019051114311593
Position 14496: 0.012931748648562773
Position 4371: 0.011028525336895495
Position 14907: 0.010245524812046523
Position 4027: 0.010051761350424602
Position 61: 0.009922369198623488
Position 7415: 0.009910454760256426
Position 9987: 0.009352027702877722
Position 14824: 0.006226069088592892
Position 32385: 0.00598258278410216
Position 1908: 0.005839899048405787
Position 138: 0.004836981837082751
Position 28878: 0.003188216350997015
Position 11116: 0.0031559665895465956
Position 2149: 0.0031124867455910796
Position 5634: 0.003014094041377133
Position 2065: 0.0022795291625775345
Position 41: 0.002125458049918595
Position 677: 0.0021154797810359178
Position 6180: 0.0020552842300079394
Position 5938: 0.001919796024868813
Position 147: 0.0019079906446162662
Position 168: 0.0017435730240448297
Position 476: 0.0014798121320099887
Position 240: 0.0013748918857038844
Position 797: 0.001231645495361612
Position 14192: 0.0011742393512608937
Position 276: 0.0011653971548623954
Position 324: 0.000924866120985197
Position 4558: 0.0009155824864581935
Position 15073: 0.0007827994481893906
Position 3721: 0.0007516745995399149
Position 394: 0.0005120877500604155
Position 4970: 0.0004057031780780872
Position 503: 0.00040513911232210805
Position 15328: 0.0003978914801918734
Position 14511: 0.00031504834024921396
Position 14537: 0.000256606428949401
Position 10458: 0.00021727591613121834
Position 11875: 0.00019260452151222127
Position 291: 0.00011964712643661294
Position 11330: 0.0001189528652400746
Position 1615: 9.199186825943873e-05
Position 16435: 8.440053286885667e-05
Position 16594: 7.500317129902427e-05
Position 1221: 7.297886220698557e-05
Position 3060: 5.814987763168754e-05
Position 456: 2.4513065184178842e-05
Position 2153: 2.4428032215228634e-05
Position 185: 1.9595979840272343e-05
Position 254: 1.7201654553177444e-05
Position 133: 1.275221956804699e-05
Position 821: 1.1540207514319004e-05
Position 808: 7.508015626456262e-06
Position 632: 3.6414628252878014e-06
Position 897: 3.5739919679218867e-06
Position 480: 3.2759472966763053e-06
Position 10495: 2.4687560916486706e-06
Position 421: 2.330866394413869e-06
Position 727: 2.0077993088896104e-06
Position 5955: 1.5084346607314504e-06
Position 16096: 8.467639866751964e-07
Position 736: 6.226538287297885e-07
Position 1508: 6.051119554700718e-07
Position 1161: 2.2954280102203286e-07
Position 548: 2.1003883537690761e-07
Position 755: 1.25139642323869e-07
Position 693: 7.77335398430372e-08
Position 566: 1.1035487251271095e-11
Position 423: 7.204084361472313e-13
Position 379: 1.5463122851757404e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5812: 0.9941954086004614
Position 15203: 0.9830875833107082
Position 27681: 0.9754534643622346
Position 10375: 0.8847617596617325
Position 13960: 0.6664983523715392
Position 36539: 0.44349385329641944
Position 4093: 0.43921382800369324
Position 535: 0.37935573924334043
Position 9854: 0.37836523676936024
Position 1953: 0.2657339996712219
Position 4418: 0.2608494001672445
Position 9698: 0.20346374280038768
Position 14033: 0.20212728915744765
Position 10352: 0.10377461378778391
Position 36536: 0.101827017669713
Position 9907: 0.09919802395838556
Position 32318: 0.09358830282320432
Position 13915: 0.09153438967443407
Position 9647: 0.07175765783907552
Position 34752: 0.06772152968178619
Position 14373: 0.06206834424298226
Position 32080: 0.058064707227668384
Position 31664: 0.05784461376619456
Position 977: 0.05527152661489871
Position 32481: 0.04003586566727125
Position 33376: 0.03779078661018333
Position 3974: 0.03632723574644318
Position 32953: 0.0323889077909266
Position 29050: 0.031023319836880538
Position 473: 0.02047895064191303
Position 1874: 0.02014211112961101
Position 4113: 0.01806677209658852
Position 27470: 0.016786681554464725
Position 15112: 0.01641225632968776
Position 28563: 0.01614916938693215
Position 14733: 0.015403293661088382
Position 4251: 0.01505765643455808
Position 11699: 0.015002769948665175
Position 3720: 0.01481266849684748
Position 2490: 0.013970183589626454
Position 2487: 0.013689691729880858
Position 30177: 0.013644603748828083
Position 3766: 0.012389077563114958
Position 1816: 0.011291247999077391
Position 476: 0.011231350028398545
Position 1803: 0.011208124417930107
Position 31196: 0.009955076225117316
Position 4089: 0.00979634436986448
