Gene = TBCA
index = 1379
Annotated 5SS: [  157 68119 83095]
Annotated 3SS: [68012 83007 84861]
SMsplice 5SS: [  157 30763 43625 61137 68119 83095]
SMsplice 3SS: [30633 43474 61045 68012 83007 84861]
top_k =  500
Partition function (log Z): -41.67318848954114

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9966028503101041
Position 6813: 0.5527326401154038
Position 4835: 0.06590948573328997
Position 6349: 0.05796737448353816
Position 7336: 0.026811244822922475
Position 11283: 0.023716317631445622
Position 8872: 0.02122657862222126
Position 8313: 0.01577670643014554
Position 1354: 0.0059628693001233
Position 952: 0.005773238379064502
Position 1796: 0.0038311843086342714
Position 1924: 0.003518510306544058
Position 7711: 0.0032239253578384658
Position 1198: 0.0028328252951895765
Position 8283: 0.0024014084706094853
Position 5512: 0.0021503563534884134
Position 8069: 0.001787896348283395
Position 2933: 0.0017431585853869937
Position 4065: 0.0017025701876571472
Position 2724: 0.0016271345077545868
Position 7384: 0.001150900900159427
Position 1720: 0.0008783834549863036
Position 2915: 0.000728495296053898
Position 119: 0.0006475130932616043
Position 1811: 0.00019728810886832004
Position 998: 0.00014239204214831964
Position 1786: 0.00013423640180871462
Position 1896: 0.00013051865778935775
Position 870: 0.00011839001000070604
Position 441: 0.00011430702189145671
Position 766: 7.738088094914264e-05
Position 433: 7.323298676812056e-05
Position 1978: 5.877752585263091e-05
Position 2277: 5.772375527418092e-05
Position 813: 5.662489087903092e-05
Position 1857: 5.0185538157151805e-05
Position 149: 4.3924577166028656e-05
Position 1088: 3.3842609835111526e-05
Position 444: 2.9967875313175277e-05
Position 800: 5.43116599583389e-06
Position 4906: 5.073553658484898e-06
Position 4040: 4.636488726645307e-06
Position 495: 4.441076410722629e-06
Position 4486: 4.3337021489425065e-06
Position 3852: 3.7136777751678973e-06
Position 4511: 3.4748234666973092e-06
Position 1605: 3.3708264614105786e-06
Position 895: 3.2765346720260195e-06
Position 1014: 3.202861133826602e-06
Position 1307: 3.123341511503907e-06
Position 1423: 2.925753927062098e-06
Position 2177: 2.6132034161695717e-06
Position 416: 2.562668984997829e-06
Position 957: 2.4937440420982506e-06
Position 3301: 2.3519565505366375e-06
Position 1572: 1.6298016402701498e-06
Position 585: 1.2415609543659218e-06
Position 58: 1.0639623939109365e-06
Position 1159: 9.426962139996003e-07
Position 1514: 7.954094398219643e-07
Position 913: 5.731295005350015e-07
Position 1202: 3.476988892992404e-07
Position 628: 3.475849386707811e-07
Position 641: 2.516022013113826e-07
Position 883: 9.324078408278784e-08
Position 408: 2.2678219801898175e-08
Position 1176: 1.9490333734786435e-08
Position 493: 1.8131261674491346e-08
Position 1658: 5.2748087288350135e-09
Position 146: 1.0141493705268044e-09
Position 660: 1.0094325523036342e-09
Position 401: 8.312072818882523e-10
Position 288: 2.946881822306847e-10
