Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  500
Partition function (log Z): 1.1096813088731685

Sorted 5' Splice Sites (High to Low Probability):
Position 16424: 0.9788834483798484
Position 14275: 0.9692124125799892
Position 15341: 0.9505892818000415
Position 11541: 0.7005926374597395
Position 10488: 0.6918114368050451
Position 11115: 0.680136931212504
Position 14475: 0.6178214360906388
Position 50: 0.5694141601568193
Position 4492: 0.4115439446180209
Position 10928: 0.3366646352005267
Position 21129: 0.24704148159105593
Position 11929: 0.22580326020504032
Position 10369: 0.2171815952249435
Position 13284: 0.2107969790740519
Position 303: 0.1940640698860373
Position 11925: 0.16516579844506177
Position 24039: 0.14629842816819152
Position 21116: 0.1444466370436504
Position 13367: 0.12745973503074132
Position 24435: 0.1171656278000256
Position 1026: 0.11603470566435573
Position 271: 0.09953017955143961
Position 74: 0.06129923071744547
Position 3436: 0.05847435042591751
Position 16220: 0.05042839580510757
Position 10715: 0.037510421698964326
Position 4122: 0.037087928559317224
Position 6073: 0.0342674257579586
Position 14267: 0.03016334913601644
Position 41: 0.02960652781633721
Position 14923: 0.02465757454537728
Position 12964: 0.024022087418191833
Position 664: 0.02257891754571858
Position 455: 0.02242045127908083
Position 87: 0.020763448223727325
Position 6944: 0.01895207108948181
Position 15943: 0.018223263825723167
Position 10528: 0.01687526208888785
Position 8838: 0.014005750023887983
Position 1005: 0.012565157666922346
Position 9929: 0.011137822426495757
Position 16132: 0.011013555444151382
Position 13661: 0.010762467209665933
Position 14570: 0.010530646551051202
Position 10963: 0.010262891086668792
Position 10936: 0.009189980658679285
Position 15696: 0.009084254137648146
Position 25150: 0.008466943614417409
Position 10932: 0.008442465475297334
Position 13485: 0.008297938122338516
Position 15820: 0.008206545331992344
Position 15931: 0.007751532340763575
Position 392: 0.007241932929528355
Position 9044: 0.006919938049295431
Position 5919: 0.006065012450300861
Position 24321: 0.0051416659980094755
Position 11787: 0.005056398585176472
Position 16879: 0.004892965695421534
Position 22831: 0.004651846353459383
Position 314: 0.004123819646251549
Position 4513: 0.003946944773788803
Position 15861: 0.003607856963928526
Position 15902: 0.003592746464852696
Position 8297: 0.0032614980687313906
Position 12940: 0.0028262291885326214
Position 11675: 0.00275493650505783
Position 296: 0.002434107538132053
Position 13216: 0.0022946435408574585
