Gene = CHCHD4
index = 368
Annotated 5SS: [ 204 8433]
Annotated 3SS: [ 8333 11663]
SMsplice 5SS: [ 204 2942 8433]
SMsplice 3SS: [ 2828  8333 11663]
top_k =  500
Partition function (log Z): -5.473585411512868

Sorted 5' Splice Sites (High to Low Probability):
Position 8433: 0.9976431291702639
Position 2942: 0.7765337606137026
Position 204: 0.5192229098506962
Position 315: 0.24532758410756342
Position 9763: 0.15408525744082216
Position 3988: 0.1016622643692517
Position 456: 0.0927236497611802
Position 6753: 0.09044337737561403
Position 2913: 0.07823363651548079
Position 3941: 0.07657815053616529
Position 160: 0.0749922834820674
Position 9516: 0.0699562969167638
Position 7321: 0.051802890679335536
Position 9750: 0.049045769282825204
Position 10953: 0.04195544338985712
Position 1025: 0.040133079392493276
Position 5862: 0.03971017625777318
Position 9366: 0.03482940027333355
Position 2499: 0.029926278566100445
Position 129: 0.023248202472619262
Position 762: 0.022934635086142015
Position 5714: 0.01901916981787972
Position 2508: 0.018125318573034087
Position 7326: 0.01795652052395414
Position 10496: 0.017277899950470882
Position 10456: 0.016228583293191105
Position 6205: 0.016144138742815006
Position 4996: 0.01597863042444289
Position 7245: 0.015758640052643956
Position 10968: 0.015470335176239894
Position 2848: 0.014375191206229244
Position 12292: 0.01132697548357628
Position 8692: 0.010610763109689567
Position 3665: 0.0104371717306781
Position 8799: 0.009833394821641401
Position 9143: 0.00927092080114164
Position 5366: 0.007717097379260606
Position 9627: 0.007549526110325525
Position 11545: 0.007392807143577828
Position 10039: 0.007080728075709655
Position 10354: 0.006842155673551271
Position 9631: 0.0066553607790633615
Position 7231: 0.006536726999489484
Position 418: 0.006058773474392931
Position 479: 0.0057173279048615645
Position 9857: 0.005535759914402233
Position 1785: 0.004936662306392369
Position 6585: 0.004777119440361623
Position 8594: 0.00449339738068479
Position 460: 0.0038521018839947755
Position 1979: 0.002207244156404571
Position 8538: 0.0018542856407986223
Position 11597: 0.0014311318618441928
Position 536: 0.0011028119993162983
Position 69: 0.0010550261030180302
Position 10620: 0.001025215791179618
Position 2595: 0.0009579442370017279
Position 9823: 0.0009318727107211897
Position 1101: 0.0005335724006096159
Position 9520: 0.0003296387653037065
Position 5016: 0.00020573866664920932
Position 5000: 0.00015117350767298085
Position 115: 0.0001318225038641196
Position 3460: 9.923558892216109e-05
Position 635: 7.433933859233323e-05
Position 484: 6.121831614598208e-05
Position 3268: 5.4780563968306904e-05
Position 1256: 5.410010657059728e-05
Position 3216: 5.170298241771669e-05
Position 9216: 3.54876722975112e-05
Position 8702: 2.7415123794964735e-05
Position 8794: 1.0151557680277012e-05
Position 17: 9.60842712907949e-06
Position 424: 5.089804195281092e-06
Position 861: 4.922209057718308e-06
Position 541: 4.763760123869296e-06
Position 411: 4.301937345345573e-06
Position 544: 1.665804926337368e-06
Position 640: 1.5119017601517852e-06
Position 355: 1.2332627646788822e-06
Position 123: 1.0685517675165206e-06
Position 954: 7.810222981032313e-07
Position 1294: 7.223540039548928e-07
Position 467: 6.574986258659819e-07
Position 499: 6.444377015461499e-07
Position 642: 5.58598299310044e-07
