Gene = ZRANB2
index = 1627
Annotated 5SS: [  358  2642  2841  4503  8826  9177 10471 12022 14522]
Annotated 3SS: [ 2588  2731  4419  8748  9041 10300 11934 14362 16159]
SMsplice 5SS: [  358  2642  2841  8826  9177  9427 10471 12022 14522]
SMsplice 3SS: [ 2588  2731  8748  9041  9300 10300 11934 14362 16159]
top_k =  500
Partition function (log Z): 11.202630138238382

Sorted 5' Splice Sites (High to Low Probability):
Position 8826: 0.9849258087251195
Position 2642: 0.9661985534908494
Position 14522: 0.8886859563949399
Position 2841: 0.8790271191474271
Position 12022: 0.8356612500534305
Position 358: 0.8296431567631417
Position 10471: 0.8296179942760442
Position 9177: 0.733237130822449
Position 9427: 0.7185272744557157
Position 4503: 0.41457715614349494
Position 54: 0.31888637352846566
Position 5533: 0.27311762754395247
Position 2961: 0.2406483626879456
Position 589: 0.22415635957257798
Position 14230: 0.18193058405376925
Position 3084: 0.17253119339258166
Position 5585: 0.1699235228409019
Position 12031: 0.16117655224036187
Position 10010: 0.13839249338857765
Position 2245: 0.1343831799180707
Position 4593: 0.12428205771784041
Position 9958: 0.08852370183986523
Position 10479: 0.08265278351860529
Position 16329: 0.07523133262771448
Position 9574: 0.058458889739055844
Position 4985: 0.05421236626286305
Position 3250: 0.03627236853414818
Position 10159: 0.03588903570596734
Position 5762: 0.03311887625566167
Position 10155: 0.03130643888394649
Position 10034: 0.02886326181238186
Position 10251: 0.028574749880576424
Position 415: 0.022942184442669464
Position 6272: 0.022346213274473333
Position 1909: 0.021131037726464803
Position 13011: 0.01980960352689757
Position 16021: 0.018881185305008676
Position 6395: 0.0179993538023237
Position 10492: 0.01768664300441683
Position 323: 0.01577817772005975
Position 10459: 0.01571789403104231
Position 10217: 0.014770978087356716
Position 9442: 0.012154909419660694
Position 1011: 0.011302317129344989
Position 9167: 0.010647131857888705
Position 1476: 0.010005109382126069
Position 10079: 0.009928211057751534
Position 10096: 0.00952145698088339
Position 12758: 0.008841998280243658
Position 10054: 0.00879403975770351
Position 14123: 0.008565291146282208
Position 17369: 0.008537559997239116
Position 9519: 0.008197552300928779
Position 12233: 0.008125831134338195
Position 1588: 0.007936517260308397
Position 526: 0.007811700699713699
Position 10485: 0.007799370361826665
Position 10083: 0.007061560558159361
Position 14829: 0.00672133261618891
Position 14819: 0.00619888108181955
Position 5735: 0.005471346268474266
Position 10465: 0.0053725089715947905
Position 2942: 0.004579605135959448
Position 2373: 0.00449068468056219
Position 11079: 0.003978069588046109
Position 8849: 0.0039326882066321395
Position 10255: 0.0038399491586875024
Position 2834: 0.0035243248404800863
Position 10509: 0.0027820454557251338
Position 12006: 0.0027335604813842414
Position 2238: 0.0024183836424423234
Position 1068: 0.0022151227693461687
Position 13184: 0.0020442658391278587
Position 8812: 0.0016539013635111508
Position 16388: 0.0014385961191763447
Position 14479: 0.0013554832482366148
Position 14510: 0.0013028518556528184
Position 4581: 0.0012789109244481386
Position 16702: 0.0011518853636611702
Position 9749: 0.0010978433311873224
Position 5006: 0.0010285764213061937
Position 12287: 0.0008688238292585746
Position 2249: 0.0008287269720309613
Position 871: 0.0007864029081795848
Position 1933: 0.0007031753539254754
Position 1105: 0.0006589842268149899
Position 9367: 0.0006309372008619592
Position 2461: 0.0006102897610841161
Position 1015: 0.0005893310907205996
Position 192: 0.0005690449776605232
Position 2034: 0.0005643753796656925
Position 2646: 0.0005553599720546016
Position 659: 0.0004709813616050955
Position 607: 0.0003982832109370835
Position 395: 0.00030882773331966504
Position 189: 0.00029161817254150566
Position 1904: 0.0002628189020643024
Position 1103: 0.00018541842717527616
Position 140: 0.00014993758477322333
Position 3032: 0.00012288639634339978
Position 5418: 0.0001226552761962699
Position 202: 0.00012036397186325144
Position 58: 0.00010168996212587274
Position 3381: 9.052520055746524e-05
Position 3396: 8.27111000408695e-05
Position 12427: 8.090596621633422e-05
Position 362: 7.609334363281662e-05
Position 3901: 6.260809155442068e-05
Position 3370: 5.8640859848539837e-05
Position 9465: 5.841057082810431e-05
Position 4477: 5.328640078325099e-05
Position 373: 5.1590679317395744e-05
Position 12044: 3.741193691716212e-05
Position 3817: 3.3669987853623154e-05
Position 15620: 3.324698988109824e-05
Position 2702: 2.728419721396188e-05
Position 327: 2.495525448878214e-05
Position 2816: 2.4211484507900362e-05
Position 278: 2.1546007210268295e-05
Position 14560: 2.1097618970737205e-05
Position 36: 2.0054586178645938e-05
Position 290: 1.9921711306993362e-05
Position 9324: 1.502474898101177e-05
Position 212: 1.4194463113158992e-05
Position 391: 9.519173594390366e-06
Position 3113: 7.085218382040636e-06
Position 12010: 5.514526829734883e-06
Position 63: 3.385342970428044e-06
Position 295: 2.6997878165342747e-06
Position 81: 2.510621346256762e-06
Position 210: 2.185833668344868e-06
Position 109: 1.8931240453117816e-06
Position 304: 1.3921560630860748e-06
Position 284: 1.152308283953774e-06
Position 260: 9.121078110991832e-07
Position 419: 8.560905838353089e-07
Position 12081: 7.448013929925568e-07
Position 3177: 4.655735207383721e-07
Position 39: 4.0455630829365644e-07
Position 716: 2.7621053491296556e-07
Position 463: 2.531144365662984e-07
Position 238: 2.0625948507171895e-07
Position 162: 1.4973101513563068e-07
