Gene = SWT1
index = 1363
Annotated 5SS: [    85   3846   9573  11319  18034  23371  24978  27265  27852  33563
  45720  47784  49684  57576  64957  74629 114310 119589]
Annotated 3SS: [  3752   9491  11259  17291  23310  24865  27162  27662  33468  45573
  47619  49544  57426  64768  74496 114242 119523 133593]
SMsplice 5SS: [    85   3846   9573  11319  17569  18034  27265  27852  33563  38094
  57576  64957  72616  74629 114310]
SMsplice 3SS: [  3752   9491  11259  17291  17935  27162  27662  33468  37944  57426
  64768  72542  74496 114242 133593]
top_k =  500
Partition function (log Z): -34.507238558579694

Sorted 5' Splice Sites (High to Low Probability):
Position 9573: 0.9996623193480894
Position 33563: 0.9984482105010409
Position 3846: 0.9765674025585335
Position 18034: 0.9639194490516816
Position 11319: 0.9451563114029023
Position 38094: 0.918351821191747
Position 85: 0.8119004872369184
Position 27852: 0.6785817349380443
Position 23371: 0.5917154144672488
Position 27265: 0.5377735895649104
Position 4096: 0.36178432502367025
Position 28582: 0.2997244883072979
Position 37108: 0.29783845033414386
Position 24978: 0.2917284586448617
Position 27819: 0.2845692130517013
Position 28160: 0.2780573915882424
Position 12818: 0.22624442014220333
Position 23415: 0.19475840474963535
Position 9106: 0.1810037001788662
Position 20842: 0.16258203244004776
Position 10298: 0.13813809158129714
Position 1252: 0.1288926088096051
Position 35711: 0.11466592609132521
Position 24670: 0.09151105658196314
Position 9293: 0.08826745109605878
Position 2407: 0.08320575129999658
Position 37438: 0.08306699836384163
Position 235: 0.07933982763878838
Position 10765: 0.07200712531550615
Position 230: 0.06834078300026579
Position 18428: 0.046603955862203894
Position 2566: 0.044128030436490384
Position 4879: 0.04102380630510637
Position 9394: 0.040457584305589114
Position 17642: 0.03983652472550224
Position 37826: 0.03919095685703849
Position 2103: 0.0387358973159857
Position 4032: 0.03604948968783837
Position 18039: 0.03471537167720543
Position 1881: 0.032325063199149205
Position 547: 0.03069051767480742
Position 24999: 0.029140650055391248
Position 9110: 0.027188222380228503
