Gene = SIGMAR1
index = 1256
Annotated 5SS: [225 552 775]
Annotated 3SS: [ 350  681 1912]
SMsplice 5SS: [225 552 779]
SMsplice 3SS: [ 350  681 1912]
top_k =  500
Partition function (log Z): -4.928209574510535

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.7996897617216875
Position 552: 0.7876698224062687
Position 779: 0.45443711405933856
Position 775: 0.3426898388515936
Position 165: 0.13497539118701682
Position 505: 0.11456822229322777
Position 1782: 0.05194657275173845
Position 439: 0.040351423251157426
Position 757: 0.01529467365392102
Position 217: 0.013509934528525164
Position 1398: 0.012841077964519988
Position 97: 0.011766016850018837
Position 1937: 0.011677607212346695
Position 445: 0.009547639301966974
Position 1068: 0.006770936292949779
Position 146: 0.0054902880892549214
Position 916: 0.004955903686981747
Position 762: 0.004745183943583827
Position 2881: 0.004679374923155987
Position 801: 0.00356470357745509
Position 1777: 0.0030875435788538337
Position 459: 0.002329196986765628
Position 1614: 0.001204179933300733
Position 1983: 0.0010296100894037258
Position 10: 0.001018777586300004
Position 1921: 0.0009164156173850908
Position 1641: 0.0007954454555532712
Position 1724: 0.0007676925863443284
Position 1692: 0.0006922991311589696
Position 2822: 0.0006499176795813209
Position 134: 0.0005255493501404088
Position 2287: 0.0004231146036530698
Position 1728: 0.00031225923222907604
Position 1400: 0.0002652086750811158
Position 2261: 0.0002434116598261738
Position 443: 0.0002140244007503143
Position 499: 0.0001120076143785504
Position 79: 8.78863017551558e-05
Position 449: 8.420422022122458e-05
Position 103: 7.35017595068412e-05
Position 86: 7.21410238842193e-05
Position 591: 5.8190159089289245e-05
Position 556: 5.154945159592829e-05
Position 509: 4.634417142361708e-05
Position 478: 3.984315921440308e-05
Position 416: 1.9455446172609864e-05
Position 279: 1.8873522518881374e-05
Position 205: 1.7049991851798568e-05
Position 588: 1.294556774428679e-05
Position 312: 8.663705226259268e-06
Position 859: 2.9990231692979744e-06
Position 792: 1.2623987529447845e-06
Position 1671: 9.051060098099721e-07
Position 822: 4.858382219817611e-07
Position 665: 3.2921692267635383e-07
Position 805: 2.6148889071959254e-07
Position 923: 1.6746536463902568e-07
Position 125: 1.0309912162566256e-07
Position 149: 6.139074466980231e-08
Position 54: 3.0981102537290607e-09
Position 179: 2.5660628332344195e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.8975150492532897
Position 681: 0.7753883646064033
Position 1912: 0.3928262115400108
Position 2729: 0.17013891116219282
Position 1018: 0.1651145927483621
Position 1139: 0.0480621006210765
Position 1528: 0.04344610724092254
Position 658: 0.04251262434491103
Position 2130: 0.04091413213009968
Position 2566: 0.03904358173838814
Position 2796: 0.03531408669800299
Position 1830: 0.03396451330839959
Position 306: 0.0293689554435435
Position 963: 0.021259073039235212
Position 2625: 0.01364649936381151
Position 1558: 0.011437658385934866
Position 734: 0.007446249740362254
Position 1671: 0.007362517693006573
Position 410: 0.00713851893724542
Position 3031: 0.006472303537980571
Position 2042: 0.006440207459360447
Position 1716: 0.006176190144005845
Position 1457: 0.004831773048111891
Position 1596: 0.003766011719593147
Position 2563: 0.0037102769523526305
Position 1303: 0.0035439129774387417
Position 774: 0.0021763364352330667
Position 1805: 0.001964793522146734
Position 2049: 0.0017503316942784404
Position 909: 0.0015904574536245825
Position 439: 0.001540261468996485
Position 1306: 0.0014396027558893948
Position 1948: 0.001354735380384936
Position 1038: 0.0012348716791347324
Position 2800: 0.0011638983434587918
Position 2300: 0.0011519804611464502
Position 1659: 0.0011056682006589853
Position 2545: 0.0010993262042187093
Position 2510: 0.0010164814161268884
Position 391: 0.0010089561762970812
Position 1034: 0.0007962109742801871
Position 1645: 0.0006189839779921656
Position 1691: 0.0005859802070356415
Position 1917: 0.0005535737500840231
Position 1687: 0.000534769792138826
Position 915: 0.0005072992488737938
Position 2698: 0.000504668915469961
Position 2986: 0.00047388739668274615
Position 2356: 0.0004677270663682176
Position 1641: 0.00043216470300286346
Position 2223: 0.00042786777548988906
Position 131: 0.0004222333707546313
Position 2270: 0.0004094992801300021
Position 433: 0.0003834139033338913
Position 2227: 0.00037668558932487306
Position 172: 0.00031808254257898307
Position 187: 0.00027297364979320376
