Gene = TMEM167B
index = 1418
Annotated 5SS: [1080 3219]
Annotated 3SS: [3086 4613]
SMsplice 5SS: [1080]
SMsplice 3SS: [3086]
top_k =  500
Partition function (log Z): -11.567543287962739

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.6092361979523101
Position 3219: 0.4977314346490064
Position 611: 0.3061015027038615
Position 680: 0.19467104993780487
Position 1946: 0.13849218973128402
Position 2727: 0.12636241581088062
Position 1363: 0.046013764923639816
Position 6807: 0.04214660176361633
Position 6801: 0.026053515520372054
Position 2450: 0.02203301927177817
Position 3204: 0.01929190410730593
Position 1376: 0.016814312016583302
Position 3292: 0.009320545363108489
Position 298: 0.006990883851788443
Position 2423: 0.006872898928451929
Position 828: 0.006138664944004275
Position 6518: 0.004754060083627331
Position 1053: 0.004582152649455427
Position 154: 0.0044133707241547655
Position 1971: 0.004238897504991034
Position 3548: 0.0038677828613095954
Position 2182: 0.0033692634666372657
Position 1106: 0.002362692857313438
Position 1516: 0.001869342721494959
Position 3392: 0.0016908084116339075
Position 4773: 0.0016086327394925055
Position 431: 0.001465186239653964
Position 571: 0.0013762689812740082
Position 516: 0.0012010857615387333
Position 1842: 0.001150007241091414
Position 2203: 0.000938138791777574
Position 368: 0.0007373967812470978
Position 3280: 0.0006497344290565913
Position 2134: 0.0005903903803840936
Position 3887: 0.000583237200201154
Position 865: 0.00045952098728811047
Position 631: 0.0004106313355343305
Position 2043: 0.00035585930127522713
Position 1592: 6.596079068748682e-05
Position 10: 5.2728346129880035e-05
Position 7: 5.193896341204119e-05
Position 186: 3.2853026770861324e-05
Position 325: 2.556986392674047e-05
Position 537: 1.5472714198783674e-05
Position 1220: 1.1656821399141367e-05
Position 1581: 6.682869098173852e-06
Position 458: 6.36070700054672e-06
Position 1242: 6.2186795344406815e-06
Position 269: 5.651074103314998e-06
Position 4121: 5.633334964036587e-06
Position 265: 5.382302720940572e-06
Position 649: 3.6286692983481825e-06
Position 39: 3.453064289266099e-06
Position 916: 2.9309308318769356e-06
Position 278: 2.7391026711842286e-06
Position 83: 2.48479484911821e-06
Position 1112: 2.171682336457511e-06
Position 876: 2.1071493328629355e-06
Position 377: 1.8498917597766654e-06
Position 402: 1.1298879956967635e-06
Position 990: 1.0301201306189978e-06
Position 255: 9.94575506998721e-07
Position 244: 9.48527599351307e-07
Position 398: 9.086013068556796e-07
Position 949: 8.048295401112732e-07
Position 411: 6.405103103389902e-07
Position 241: 5.467899895341087e-07
Position 639: 5.448136655533804e-07
Position 1451: 1.2475455335979593e-07
Position 1275: 8.573797419074976e-08
Position 388: 9.695811923458287e-09
Position 235: 7.654683390271583e-09
Position 48: 2.4417155003895416e-09
Position 51: 2.208231849324547e-09
Position 45: 1.903619391435872e-09
Position 54: 1.8110826383046132e-09
Position 475: 1.5825691166430859e-09
Position 57: 1.4743035129981975e-09
Position 60: 1.4156317732704048e-09
Position 63: 9.409914922874936e-10
Position 595: 7.890890867568343e-10
Position 66: 6.922664819728747e-10
Position 372: 3.207374490386805e-10
Position 110: 9.14918009007574e-11
Position 95: 6.805989024974224e-11
Position 69: 5.461540563424589e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3086: 0.6476824452561566
Position 6966: 0.2078850489008138
Position 6623: 0.0965764974989448
Position 2546: 0.09552951073672578
Position 4613: 0.08809599004191329
Position 5813: 0.07421492143812024
Position 5023: 0.0740583396188983
Position 793: 0.06567407553874198
Position 1052: 0.0640942994420337
Position 1182: 0.06241976161195442
Position 1341: 0.06126777497950754
Position 6397: 0.05450543834848392
Position 2391: 0.05043408067130753
Position 6674: 0.04934450747324004
Position 5842: 0.043715135866904294
Position 1689: 0.037055101535125215
Position 1773: 0.03310999580299773
Position 1724: 0.029315543156146633
Position 1856: 0.024850302919619066
Position 2275: 0.018864360181776927
Position 1912: 0.017785536120055137
Position 3324: 0.017456565185917046
Position 967: 0.016756697281748504
Position 2415: 0.016361999256822208
Position 1759: 0.01359218765193561
Position 3790: 0.013014881036357742
Position 5207: 0.012095898566645674
Position 1266: 0.011267576724328699
Position 2510: 0.008722390110824435
Position 4806: 0.008621494603015171
Position 1655: 0.007829476647265137
Position 4878: 0.007653134389013532
Position 6687: 0.005398632632062973
Position 5416: 0.005219657064456156
Position 3932: 0.004798262232759361
Position 4732: 0.0047336441580263944
Position 3979: 0.00406677317048745
Position 3218: 0.0039626068822649855
Position 876: 0.003791425004026423
Position 3014: 0.0036672959202767763
Position 5898: 0.003597028612167695
Position 2813: 0.0035892027521236534
Position 1058: 0.0033174684938152292
Position 3731: 0.0030027784639381004
Position 6597: 0.0027922779586091644
Position 2579: 0.002636561923504614
Position 914: 0.0024842489060611797
Position 4228: 0.0024495482538501112
Position 5775: 0.0022541842040852173
Position 3440: 0.002093533235797625
Position 5536: 0.002075587074426862
Position 6411: 0.0019325321843555396
Position 2678: 0.0019211179797669982
Position 6865: 0.0016321100167419214
Position 4705: 0.001629180380075608
Position 2001: 0.0015606916181596074
Position 3151: 0.001103640508826141
Position 5730: 0.001085608732812784
Position 3489: 0.0009638443684584038
Position 5516: 0.0008980840487710089
Position 3886: 0.0008663235532675434
Position 1581: 0.0007692254159106964
Position 2328: 0.000767785899535369
Position 803: 0.00064064140400153
Position 990: 0.0005659558556170045
Position 3480: 0.0005626475068025543
Position 847: 0.000540578698644465
Position 4535: 0.0005072064998417697
Position 1454: 0.00046142815999082967
Position 701: 0.00037728936862285365
Position 2561: 0.00036290297993661527
Position 1729: 0.00033362517510335065
Position 704: 0.0003165110905924646
Position 2707: 0.0002843487293788121
Position 1842: 0.00023978322169952566
Position 2365: 0.00020299018003804606
Position 2007: 0.00019679186560232734
Position 901: 0.00015446145370746897
Position 1525: 0.0001318046951337106
Position 3457: 9.663658883029952e-05
Position 779: 6.202602828089011e-05
Position 773: 5.6799660031329636e-05
Position 828: 5.48923267470091e-05
Position 1829: 3.397396526043024e-05
Position 542: 3.227698090844872e-05
Position 406: 2.7638077224837004e-05
Position 997: 2.406076153959712e-05
Position 3379: 2.074081330908558e-05
Position 515: 1.6814339642395902e-05
Position 1275: 1.2943277109226177e-05
Position 885: 1.0107246791503791e-05
Position 679: 8.214291494356274e-06
Position 430: 7.4628805215182886e-06
Position 472: 1.894181770750366e-06
Position 458: 1.738995363479898e-06
Position 1778: 1.4796689684168153e-06
Position 380: 1.1923660666900715e-06
Position 835: 9.436013058855951e-07
Position 808: 5.606033020709696e-07
Position 575: 5.275753496218176e-07
Position 1423: 4.7315348246872596e-07
Position 843: 3.46818722725583e-07
Position 1064: 3.422891511052739e-07
Position 683: 3.1089765892556824e-07
Position 610: 2.739679068541786e-07
Position 548: 1.9749690761016682e-07
Position 377: 1.6998834462303578e-07
Position 557: 1.305160229232349e-07
Position 584: 1.0539349696201776e-07
Position 1362: 1.0102467949635562e-07
Position 571: 8.432137068941728e-08
Position 739: 7.342207806036145e-08
Position 273: 5.218313304792287e-08
Position 814: 3.983676836408718e-08
Position 579: 3.4606708633491686e-08
Position 382: 2.323306156849946e-08
Position 649: 2.0581433247410525e-08
Position 244: 1.951184554204107e-08
Position 595: 1.725113202396948e-08
Position 639: 1.6952120983593763e-08
Position 590: 1.4768023808704578e-08
Position 103: 1.2771556464331535e-08
Position 1360: 1.2481174815464612e-08
Position 247: 1.2427000408030069e-08
Position 297: 8.012450564005744e-09
Position 1299: 7.851123122377729e-09
Position 325: 6.437990607821627e-09
Position 581: 1.6071451234788244e-10
Position 77: 1.1510843112223365e-10
Position 660: 9.37517491917092e-11
Position 153: 2.224195068538214e-11
