Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  500
Partition function (log Z): -7.656750433999065

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.6344270239497196
Position 2154: 0.5615291908518389
Position 231: 0.5075891156115248
Position 1834: 0.4384542196586774
Position 1618: 0.19576401140497537
Position 4481: 0.11806669054692427
Position 2615: 0.10704413328459285
Position 4344: 0.08809382699320664
Position 1171: 0.0871138561077565
Position 583: 0.08477068236972017
Position 2550: 0.08104512477733379
Position 813: 0.06662696476284642
Position 103: 0.06431507923461385
Position 2146: 0.040959691113751494
Position 3186: 0.03861910979055019
Position 2578: 0.030474666986886372
Position 4239: 0.028036742662979303
Position 791: 0.02697493397177214
Position 1573: 0.026504746902554725
Position 2451: 0.024414914547853175
Position 3800: 0.019640901957198094
Position 146: 0.016135841598326303
Position 735: 0.014610722743181398
Position 2160: 0.010792872188524278
Position 334: 0.010315184378208515
Position 2142: 0.009648766971794726
Position 2140: 0.009432013049519
Position 394: 0.006601047443707511
Position 2972: 0.006013204223648227
Position 610: 0.005727981848288257
Position 1332: 0.005668490067966862
Position 747: 0.00525367326462693
Position 2166: 0.004715771499485735
Position 2168: 0.003687804273154858
Position 2164: 0.0036678855855150246
Position 2158: 0.00347756665120336
Position 2162: 0.0034289373996342033
Position 1935: 0.003312928051445372
Position 1143: 0.0027090274298290826
Position 2170: 0.002640051389298842
Position 1825: 0.0025778282421087253
Position 5573: 0.0024228086657638813
Position 2172: 0.0022393091182955735
Position 2174: 0.0018202542995966109
Position 590: 0.001754850275220588
Position 2178: 0.0017346153079783465
Position 2176: 0.0016715871392799775
Position 386: 0.001594080616790682
Position 555: 0.0014513001895161517
Position 675: 0.0013001861489479235
Position 571: 0.0010807962170236887
Position 2182: 0.0010041754927014477
Position 339: 0.0009999373100453139
Position 2063: 0.0008757169081806618
Position 151: 0.0008092941400660244
Position 976: 0.0007865625479569011
Position 1843: 0.0007419719480584511
Position 1087: 0.0007223243884569359
Position 2081: 0.0004416223894027309
Position 784: 0.000434030144286375
Position 1244: 0.0004018711454995722
Position 1919: 0.00034393299622551904
Position 793: 0.00026265652759734743
Position 1505: 0.00019175523582285736
Position 1510: 0.0001693066692017827
Position 437: 0.00016821848662491488
Position 864: 0.00015277078300033443
Position 577: 9.729780886546602e-05
Position 260: 9.340946253134252e-05
Position 679: 6.346068554865894e-05
Position 1294: 5.901682919995557e-05
Position 592: 4.642155588548603e-05
Position 370: 4.106438696752686e-05
Position 2635: 4.095798630336695e-05
Position 7: 1.1184391857930415e-05
Position 753: 7.5424071521250285e-06
Position 856: 6.391849210446799e-06
Position 388: 4.090906677104735e-06
Position 553: 2.8944417794871157e-06
Position 481: 2.689885339063793e-06
Position 840: 1.4664424780551403e-07
Position 484: 1.6734921245376748e-08
Position 530: 1.6184808320528107e-08
Position 870: 7.542483603291822e-09
Position 419: 1.8255548507360146e-09
Position 270: 3.658330773202428e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.810582700511074
Position 1721: 0.4165912978474622
Position 4143: 0.3882296630680953
Position 690: 0.36775394634872033
Position 2277: 0.3097050228118506
Position 1422: 0.2301838837106369
Position 5298: 0.21732864013538372
Position 5810: 0.1830607494258794
Position 3030: 0.0728075785953587
Position 2815: 0.056771982289007504
Position 974: 0.037173035991144784
Position 4366: 0.035923798471470786
Position 435: 0.027029155502536505
Position 993: 0.02619491236367796
Position 603: 0.02495231429285093
Position 530: 0.02337109796171453
Position 1078: 0.022223800484307155
Position 4236: 0.019720661818417147
Position 3654: 0.019640901957198094
