Gene = HDAC11
index = 641
Annotated 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108]
Annotated 3SS: [ 1080  3298 16570 18347 20547 21705 22718 23928 24302]
SMsplice 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108 24383]
SMsplice 3SS: [ 1080  3298 16570 18347 20547 21674 22718 23928 24302 25884]
top_k =  500
Partition function (log Z): 18.159250508211116

Sorted 5' Splice Sites (High to Low Probability):
Position 3400: 0.9997075913438439
Position 1230: 0.9852896927173195
Position 22816: 0.9786678517159663
Position 16688: 0.959777061668332
Position 20625: 0.9454000667657624
Position 24108: 0.940065324943368
Position 21769: 0.915822598771368
Position 185: 0.9102213568264801
Position 18391: 0.8995145614849435
Position 24383: 0.7990082081450269
Position 15831: 0.4683067056583139
Position 13404: 0.39096746744297467
Position 13762: 0.27595664706654344
Position 25046: 0.2450064044885491
Position 1489: 0.21774901058503848
Position 25118: 0.14702993130866096
Position 19776: 0.12303386347498174
Position 996: 0.11396999221961654
Position 21065: 0.10598390654239061
Position 20318: 0.09464222285302781
Position 25070: 0.0882470612400036
Position 23341: 0.07888660750283896
Position 22647: 0.07423742893705063
Position 25772: 0.05971943653554566
Position 22651: 0.05532300863172117
Position 1000: 0.052180625519116126
Position 24369: 0.051056643656325035
Position 282: 0.044193316939320326
Position 1518: 0.03863319224885446
Position 20641: 0.0366887527214071
Position 2047: 0.036529237628783046
Position 24171: 0.03142362851653259
Position 7373: 0.028993394393423685
Position 18387: 0.027193985336139294
Position 22054: 0.02193690353031688
Position 18191: 0.020690568982415752
Position 24611: 0.02065430326061595
Position 1564: 0.01836945571476206
Position 22845: 0.01814859590697351
Position 855: 0.017814549671837356
Position 16646: 0.016025573732019998
Position 15997: 0.015762428507587873
Position 19772: 0.015752468237763814
Position 25339: 0.014548786088805981
Position 23514: 0.01275640586921529
Position 24042: 0.011762511352232012
Position 16692: 0.010433992092314801
Position 559: 0.010423454067206158
Position 20259: 0.010343032536835205
Position 24339: 0.009589324651594079
Position 2073: 0.008208093824221007
Position 1677: 0.007720102195848849
Position 1734: 0.007140212359814541
Position 20046: 0.007112570658563431
Position 19674: 0.007054509868490725
Position 25198: 0.006936996821472572
Position 887: 0.006542593970780031
Position 19680: 0.006428502381601609
Position 2327: 0.005521689045552979
Position 25468: 0.005375424809001183
Position 24881: 0.005342275796437436
Position 25091: 0.005337295847492873
