Gene = UBAC1
index = 1518
Annotated 5SS: [  356  6086  7701 13583 15112 15492 16353 21708 23159]
Annotated 3SS: [ 5964  7626 13474 15008 15382 16129 21620 23019 27864]
SMsplice 5SS: [  356   990  6086  7701 13583 15112 15492 16353 21708 23300]
SMsplice 3SS: [  872  5964  7626 13474 15008 15382 16129 21620 23218 27864]
top_k =  500
Partition function (log Z): 9.458868125697336

Sorted 5' Splice Sites (High to Low Probability):
Position 13583: 0.9775259498932108
Position 15492: 0.9389039342801454
Position 356: 0.9257459007690068
Position 16353: 0.9224938711842255
Position 7701: 0.8975452298226688
Position 6086: 0.8716130719892565
Position 990: 0.8650679525948781
Position 21708: 0.773473013660355
Position 15112: 0.7592125677039548
Position 23300: 0.36970627201744044
Position 11682: 0.33637267042170577
Position 23349: 0.28421890153692453
Position 1629: 0.25527159588044085
Position 3721: 0.2449126960859287
Position 23159: 0.22002036229591715
Position 23119: 0.18235756723717547
Position 19219: 0.16823828834589796
Position 3925: 0.16143800093731359
Position 4542: 0.13782528888007678
Position 1663: 0.13225424312359044
Position 19636: 0.1304516563083488
Position 12087: 0.12610973475027223
Position 2574: 0.11720286647903957
Position 2713: 0.11365244481666356
Position 21725: 0.11312083436892484
Position 15776: 0.11067009843642969
Position 14437: 0.10452913419862037
Position 8442: 0.08292899982725845
Position 23487: 0.08117700612545906
Position 19222: 0.07608990816343335
Position 23785: 0.06215303720410679
Position 22744: 0.05045036084697247
Position 21532: 0.05025522370392678
Position 23726: 0.04959096556551933
Position 776: 0.04738495466773805
Position 19170: 0.044265375821267286
Position 16086: 0.039811821734526895
Position 21765: 0.03597057445980734
Position 21729: 0.03593935707031728
Position 15286: 0.030115213992005094
Position 1534: 0.027753896957198237
Position 21745: 0.026403671986755212
Position 6544: 0.02624865026468881
Position 15624: 0.025733285815992532
Position 23122: 0.024754814623506514
Position 2708: 0.02360232603247947
Position 8030: 0.022488451544297735
Position 1141: 0.022192359688582037
Position 15559: 0.02063518116640992
Position 14143: 0.019353982403008865
Position 24655: 0.018253654324856497
Position 2757: 0.017978188504923127
Position 16573: 0.016278033191618937
Position 23354: 0.015462370027931292
Position 19399: 0.014932339362781266
Position 680: 0.01209323746861286
Position 11811: 0.01180820549022533
Position 15946: 0.010502329151611544
Position 14959: 0.010243417627841433
Position 24352: 0.009013855168827134
Position 8268: 0.008941965890162992
Position 6662: 0.0080625393274135
Position 15720: 0.007902289077474239
Position 1020: 0.007583712791706226
Position 10016: 0.007237553298203621
Position 21749: 0.006734106027586215
Position 3911: 0.0063683754717573935
Position 2624: 0.006361866137156192
Position 15995: 0.006154841743443243
Position 22691: 0.006111972895953495
Position 254: 0.00601123451836174
Position 2342: 0.005895649098043824
Position 17699: 0.005836827020116822
Position 19208: 0.005735648832708511
Position 1719: 0.005429294193119319
Position 3004: 0.005337291349725079
Position 1476: 0.0051446134057994575
Position 19188: 0.004664220999391178
Position 13704: 0.004652413427010244
Position 24736: 0.004438799989776212
Position 2750: 0.004309958706546247
Position 132: 0.00411468932179113
Position 2847: 0.004094458823988134
Position 17970: 0.003428687926828174
Position 9696: 0.0033234313106229917
Position 13610: 0.003186183554072249
Position 9504: 0.0031700554558113064
Position 449: 0.0029965095147031023
Position 16502: 0.0028447443619124117
Position 17352: 0.002577168489579936
Position 3903: 0.0025644176026095836
Position 781: 0.0025204188143281956
Position 11190: 0.0025029381393498183
Position 1136: 0.0022656172129526596
Position 15051: 0.002175056559626698
Position 21781: 0.0021128563429863526
Position 1775: 0.0020727790753296217
Position 3944: 0.002069238863536153
Position 27977: 0.0019016337085641507
Position 17423: 0.0018914377956490713
Position 166: 0.001776420245852147
Position 323: 0.0017120124072921717
Position 2238: 0.0015590619209046243
Position 3775: 0.0014272736975088874
Position 22932: 0.0013898559844330812
Position 17290: 0.0011560546178129567
Position 1025: 0.0011329936186535636
Position 17016: 0.00100877410778414
Position 3101: 0.0009230821958803004
Position 14402: 0.000752119964673724
Position 21801: 0.0007022386030299955
Position 22876: 0.0006939864887996413
Position 2701: 0.0006592859602400158
Position 1759: 0.0006485828183901697
Position 17610: 0.0005639579576232608
Position 2649: 0.00048505071547556963
Position 1294: 0.0004047601801598504
Position 2565: 0.00037092917056704057
Position 21821: 0.00035859429961439173
Position 3781: 0.0003434411627355145
Position 21837: 0.00033752541271318224
Position 3783: 0.0002920304455999408
Position 1289: 0.00027652566485963676
Position 2600: 0.00024022609913413521
Position 15893: 0.00023075947217316423
Position 999: 0.00022281862775716115
Position 23552: 0.0001788110131315701
Position 1273: 0.00017849332778398528
Position 15563: 0.00015588348256778423
Position 1855: 0.00015316160391352172
Position 1807: 0.00014934891569920802
Position 220: 0.00013593105498260673
Position 1387: 0.00013133907265287724
Position 1637: 0.0001234638760426841
Position 67: 0.00011988946452834177
Position 1680: 0.0001107811468214497
Position 277: 0.00010623043126859872
Position 1683: 9.831600214035883e-05
Position 2680: 9.773879168534401e-05
Position 655: 5.847027984044796e-05
Position 820: 5.525697037153173e-05
Position 594: 5.188109279763352e-05
Position 1051: 4.941203660249328e-05
Position 637: 4.5239020430127233e-05
Position 1666: 4.462623438066546e-05
Position 770: 4.163971650170889e-05
Position 757: 4.023672051600401e-05
Position 1161: 2.8881819637214816e-05
Position 185: 2.8647889551433723e-05
Position 2419: 2.6476230978292684e-05
Position 461: 2.612285154873529e-05
Position 2346: 2.506727988150334e-05
Position 8361: 1.681946892104858e-05
Position 15496: 1.648106837712441e-05
Position 1011: 1.28506317323253e-05
Position 2654: 9.874398018389839e-06
Position 1687: 9.514258807831126e-06
Position 292: 7.789463631795402e-06
Position 15729: 7.60946327314097e-06
Position 1076: 6.574350378932055e-06
Position 1092: 5.707710662903009e-06
Position 1461: 5.230460098800308e-06
Position 17189: 4.536682475417248e-06
Position 2490: 4.441290688604588e-06
Position 2597: 4.128154892875829e-06
Position 9511: 4.03687987079231e-06
Position 492: 3.8141290277465e-06
Position 1417: 3.296599927747374e-06
Position 754: 2.1161280130040232e-06
Position 1258: 1.9604240519819937e-06
Position 713: 1.931549031682147e-06
Position 718: 1.0542294905810382e-06
Position 425: 7.420314548068054e-07
Position 514: 3.920037461578468e-07
Position 15608: 8.30672908034408e-08
Position 1897: 4.1011167947118763e-08
Position 917: 1.1511117292947158e-08
Position 224: 3.7519295794670176e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 15382: 0.9889553370030307
Position 13474: 0.9733324023262169
Position 872: 0.8758415718222513
Position 5964: 0.8492816781312502
Position 27864: 0.7886163631124244
Position 15008: 0.7701640167384749
Position 7626: 0.7157744828460864
Position 23218: 0.7125839142034163
Position 16129: 0.6500302355755299
Position 21620: 0.566283962598155
Position 23019: 0.42695333668531826
Position 1572: 0.38463013844255656
Position 11548: 0.34818087591193103
Position 21560: 0.3444639445773589
Position 3680: 0.30503910662004863
Position 19090: 0.3019341413180302
Position 2489: 0.28708002358023904
Position 7547: 0.18192901012090423
Position 16209: 0.13829557166229692
Position 4338: 0.1378252888800768
Position 19574: 0.13045165630834876
Position 11938: 0.1261097347502723
Position 23634: 0.11641898422636729
Position 24467: 0.1036855671340923
Position 3840: 0.09118446843313831
Position 14324: 0.08402756394320081
Position 21437: 0.08252348942286061
Position 15994: 0.05953177974408081
Position 15671: 0.059328477441939656
Position 8353: 0.05586753158522449
Position 21593: 0.05213659933764217
Position 22583: 0.05054754686492973
Position 15912: 0.039055764860379524
Position 16145: 0.03735382874937894
Position 23348: 0.03663709723890018
Position 15648: 0.03607150078281204
Position 26591: 0.03571158618809247
Position 1288: 0.03129763316130929
Position 3803: 0.022955882061351136
Position 7796: 0.02193233291437154
Position 8175: 0.020692383596553305
Position 14351: 0.020574587030784006
Position 23946: 0.01930832135785475
Position 23227: 0.019102919534887623
Position 15805: 0.017951568860815892
Position 16173: 0.016557035942177088
Position 6342: 0.016334241861468608
Position 6031: 0.015052350330767815
Position 8356: 0.014716564535895794
Position 16470: 0.013583960288215437
Position 19310: 0.010816880632303575
Position 15141: 0.010201640207649618
Position 910: 0.010134807987499524
Position 14871: 0.010125511864000085
Position 6353: 0.01001857341091556
Position 16239: 0.009650545520596378
Position 24212: 0.009385460590507036
Position 13859: 0.009272133031250678
Position 1528: 0.008708158764556438
Position 15327: 0.008528326456327453
Position 26723: 0.007792614600959263
Position 5667: 0.007279043527237895
Position 13274: 0.007091983351735846
Position 927: 0.0067889698099262855
Position 2749: 0.006719013957581394
Position 25226: 0.006540341300297277
Position 23100: 0.0062920211679131964
Position 13879: 0.005305622976380359
Position 22509: 0.005130956865566284
Position 16283: 0.00497906589536769
Position 13318: 0.004940161196341149
Position 16404: 0.004875196971002109
Position 13863: 0.004669460893118914
Position 17468: 0.004576074624893847
Position 24257: 0.004493773519589022
Position 15621: 0.004459748142110665
Position 25755: 0.004447026446643004
Position 9891: 0.00421741760908362
Position 17163: 0.004188825701787865
Position 15014: 0.004101004108007899
Position 14746: 0.004057316750936755
Position 6569: 0.004001007600146536
Position 2309: 0.003992566077616543
Position 15936: 0.00395808349241334
Position 9576: 0.0038915040755892944
Position 25357: 0.0035154149430487018
Position 17817: 0.0034286879268281734
Position 27233: 0.003379832702096504
Position 9428: 0.0031670603934638116
Position 229: 0.0027939871620570934
Position 25200: 0.0027909615253357166
Position 15736: 0.002751143335773335
Position 23400: 0.002665991036512484
Position 9917: 0.0024520629241537007
Position 23729: 0.0024479582932461627
Position 987: 0.002207927096676902
Position 6581: 0.0021954488728306585
Position 24415: 0.00203588230526459
Position 28399: 0.0019016337085641507
Position 17521: 0.0018247103528462362
Position 874: 0.001803443129754979
Position 2156: 0.0017440437156212788
Position 22879: 0.0016520532855707232
Position 22644: 0.001640371025066541
Position 15719: 0.0015757625281271482
Position 10922: 0.001497237509973354
Position 22206: 0.001485503255343858
Position 17302: 0.0014294419112521018
Position 15623: 0.0013403643248432351
Position 15050: 0.0013276025013955238
Position 27944: 0.0012235415340852538
Position 28006: 0.0012154341868866915
Position 16008: 0.0012140854053156178
Position 19353: 0.0011747595751456896
Position 6535: 0.001159498471816113
Position 10987: 0.0010057006293764641
Position 2730: 0.0009106274197501676
Position 1421: 0.0008988284264378388
Position 1112: 0.0008946946215683366
Position 1083: 0.0008377968827540349
Position 1354: 0.000823206837782022
Position 667: 0.0007962873817686624
Position 15739: 0.0007838649598478517
Position 14819: 0.0007001909781095895
Position 461: 0.0006946093856644042
Position 24559: 0.0006882327830299586
Position 24538: 0.0006793980606816662
Position 14394: 0.0006791031893092314
Position 2277: 0.0006280650312536437
Position 16070: 0.0006196670641600225
Position 6419: 0.0006024193749248491
Position 1351: 0.0005923456497718213
Position 14917: 0.0005813699454909303
Position 22917: 0.0005511399970475127
Position 16928: 0.00054199581802099
Position 3003: 0.0005241078382144647
Position 14723: 0.0004929728458016751
Position 16955: 0.00046894584266619275
Position 1368: 0.00041686864059381615
