Gene = LRRIQ3
index = 798
Annotated 5SS: [   249   1147  27952  74291 109024 142472]
Annotated 3SS: [   822  27817  74130 108893 141750 156714]
SMsplice 5SS: [   249   1147   8702  13369  27952  74291 109024 123539 130119 133281]
SMsplice 3SS: [  1013   8480  13228  27817  74130 108893 123267 129998 133112 156714]
top_k =  500
Partition function (log Z): -64.18394516907371

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.9972128123111706
Position 13369: 0.9889776562070329
Position 249: 0.9573804726637363
Position 8702: 0.932685354417645
Position 27952: 0.868054309773739
Position 7631: 0.5172909040592266
Position 897: 0.36286898439857895
Position 906: 0.17330153158097233
Position 12131: 0.15353360024331503
Position 3454: 0.038205339669276486
Position 973: 0.03259654491414994
Position 6814: 0.02146295047285756
Position 76: 0.021413498385721076
Position 8550: 0.020539030369118628
Position 5115: 0.019237047100918572
Position 524: 0.01871569237644918
Position 457: 0.016846765039071815
Position 2307: 0.01620285446247225
Position 4190: 0.016055434980954644
Position 12474: 0.014612793045660103
Position 7647: 0.014348404117370945
Position 593: 0.013466419794582834
Position 3845: 0.011403007866847028
Position 922: 0.009483265030512588
Position 393: 0.009008458919328187
Position 3337: 0.00577039458229592
Position 159: 0.00493645226926912
Position 18226: 0.0012316642442087634
Position 920: 0.000972321572161006
Position 784: 0.0007911069023763182
Position 648: 0.0006621154671378568
Position 306: 0.0005068950163569996
Position 424: 0.00039903714015252666
Position 748: 0.00039355032688418953
Position 1103: 0.0003872415734736256
Position 598: 0.0003309972779864421
Position 16297: 0.000322566075635999
Position 3859: 0.00018903348919942922
Position 656: 0.0001625245884216385
Position 101: 0.00014446323367723512
Position 208: 0.00010416161550755963
Position 10286: 9.521395600549868e-05
Position 533: 8.561622804148546e-05
Position 400: 7.039487226926096e-05
Position 344: 5.122435390984224e-05
Position 122: 3.573017900642306e-05
Position 3576: 3.49815209244103e-05
Position 695: 2.57540879350631e-05
Position 96: 2.5245703636822764e-05
Position 2776: 2.2255358271468942e-05
