Gene = YOD1
index = 1585
Annotated 5SS: [390]
Annotated 3SS: [1353]
SMsplice 5SS: [390]
SMsplice 3SS: [1353]
top_k =  500
Partition function (log Z): -8.571991090520282

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.9495296266483007
Position 1208: 0.07369734170341612
Position 695: 0.04877258596399349
Position 66: 0.04398359211622982
Position 1095: 0.042158697754016324
Position 1974: 0.04010270105683408
Position 150: 0.022286383524480962
Position 1429: 0.01932261888089397
Position 251: 0.018612461930100136
Position 1417: 0.016381498438227338
Position 1740: 0.01606476420007732
Position 480: 0.013583743421403886
Position 303: 0.007860756592845203
Position 1420: 0.007298853438466403
Position 1354: 0.006999848259836541
Position 4564: 0.006594953715483283
Position 1434: 0.005036533704410848
Position 1603: 0.0025881112951673495
Position 640: 0.002196691669563152
Position 1029: 0.002176964237677151
Position 110: 0.0007708665231641222
Position 474: 0.0006762914194320405
Position 1239: 0.0004718677666394361
Position 161: 0.00040191468367127407
Position 49: 0.00024373933504638352
Position 442: 0.0002411207270858129
Position 758: 0.00018155572129267933
Position 96: 0.00013599503259117808
Position 80: 7.773397168370826e-05
Position 1396: 7.431527399580808e-05
Position 4307: 5.711425285362692e-05
Position 1083: 5.076868099383997e-05
Position 1501: 4.125368284150959e-05
Position 334: 1.6921595522641995e-05
Position 1026: 8.962743868995896e-06
Position 838: 8.196025413595208e-06
Position 184: 7.430740334017186e-06
Position 967: 5.342214436891146e-06
Position 953: 4.3164225987348035e-06
Position 981: 3.6800115338188853e-06
Position 317: 3.103669894143879e-06
Position 1188: 1.9837050464594574e-06
Position 1227: 1.861838354773169e-06
Position 1042: 1.3055218678197842e-06
Position 1269: 1.25034235272992e-06
Position 419: 1.0523784590379928e-06
Position 1452: 9.826703176481773e-07
Position 588: 8.179162033832386e-07
Position 221: 6.900264756164817e-07
Position 1273: 6.140509579329951e-07
Position 558: 5.223834001772515e-07
Position 12: 3.1234595765786705e-07
Position 484: 7.15678489429591e-08
Position 802: 6.279945734515049e-08
Position 235: 1.2835593391693392e-08
Position 463: 1.0944373117260033e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1353: 0.5521535648913752
Position 1327: 0.2843623375739113
Position 586: 0.07185209214857195
Position 1094: 0.0697747974517329
Position 229: 0.06401116854839
Position 5846: 0.036737942506311703
Position 4447: 0.035097953136981865
Position 6403: 0.0310891423584327
Position 1501: 0.015102692288950427
Position 1845: 0.014442423216825116
Position 1826: 0.013251900305182123
Position 884: 0.011224002786080945
Position 979: 0.01051992275076767
Position 5601: 0.010437283339193984
Position 7000: 0.009824193856195096
Position 6039: 0.008830975852558702
