Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  500
Partition function (log Z): -8.726450980170943

Sorted 5' Splice Sites (High to Low Probability):
Position 12009: 0.9711708910490577
Position 40311: 0.9258056088269051
Position 2958: 0.9147516732735896
Position 18518: 0.9067543046837772
Position 24884: 0.8863246707695516
Position 12182: 0.8487385677583285
Position 30185: 0.5779833613817698
Position 12504: 0.47912398726331795
Position 566: 0.3277777984568164
Position 16255: 0.25304070536606016
Position 299: 0.22315681142681074
Position 764: 0.20298057403272846
Position 469: 0.18767092443859426
Position 20079: 0.15801522400344128
Position 15796: 0.1515187060152068
Position 43283: 0.1466839710596333
Position 20156: 0.13669287712104156
Position 4442: 0.12420277114033011
Position 454: 0.09508951034177925
Position 679: 0.09135158050668336
Position 3133: 0.09075607069352763
Position 7788: 0.07499857253140549
Position 7897: 0.07245594021116185
Position 4112: 0.06894094894647204
Position 1177: 0.06849624309252558
Position 3505: 0.05976141616816635
Position 24880: 0.046198250024230184
Position 11403: 0.045014682000733976
Position 12711: 0.04054800356190358
Position 12472: 0.038424683867338084
Position 538: 0.03470847369909558
Position 1723: 0.03257452167539208
Position 18457: 0.03186133773678121
Position 2620: 0.0296448700164458
Position 6741: 0.02474996220373802
Position 13031: 0.02374381308894658
Position 12937: 0.023284472318126637
Position 6781: 0.021355658143984827
Position 12242: 0.021074925623690913
Position 15196: 0.019635995939749556
Position 1090: 0.019529694106700222
Position 15212: 0.017967220614816433
Position 15754: 0.014881824404794656
Position 1211: 0.011252723301442221
Position 5773: 0.009979924466940885
Position 12967: 0.009371291649812404
Position 8110: 0.009070132071979107
Position 758: 0.007195692658727751
Position 12187: 0.007189766903850912
Position 4593: 0.0069320002977204045
Position 752: 0.0062007637630455345
Position 15990: 0.005907511576637314
Position 3245: 0.005729311564410006
Position 438: 0.004999550105638737
Position 16369: 0.004960164521213446
Position 12440: 0.00452947712287287
Position 754: 0.004343131631964875
Position 15476: 0.003270714313410287
Position 16227: 0.002804545735287429
Position 13119: 0.0021828056365157207
Position 1245: 0.0020857886827462704
Position 1570: 0.0020831623276691765
Position 1131: 0.001880872817823422
Position 1662: 0.0017852457116762405
Position 2949: 0.0017784085282945492
Position 246: 0.0009484030377206864
Position 406: 0.0008983978661472385
Position 1616: 0.0007350055430038488
Position 411: 0.0005765415030003231
Position 2962: 0.0005460404865932033
Position 3553: 0.00048125990274323785
Position 17627: 0.00041797095567242703
Position 756: 0.00039157529303986333
Position 442: 0.00037076902698033264
Position 29775: 0.00035563334180064513
Position 3856: 0.0003346085998751485
