Gene = CAMLG
index = 275
Annotated 5SS: [ 292 3023 5552]
Annotated 3SS: [ 2561  5485 12257]
SMsplice 5SS: [292]
SMsplice 3SS: [13203]
top_k =  500
Partition function (log Z): -7.658814334068616

Sorted 5' Splice Sites (High to Low Probability):
Position 292: 0.9996534021258604
Position 5552: 0.49061218886622415
Position 2702: 0.21862304362172527
Position 10287: 0.0870647275653555
Position 1328: 0.03549570502476472
Position 3023: 0.022173755808557544
Position 878: 0.009245783144215834
Position 1670: 0.009043599862991475
Position 3430: 0.00702336034774335
Position 3455: 0.0067820091222048
Position 1064: 0.005329061779484358
Position 615: 0.005211491745745989
Position 893: 0.0011582850655138333
Position 919: 0.001143914253238633
Position 673: 0.0008334648776465882
Position 887: 0.0007191505733059249
Position 1232: 0.0007050826708534065
Position 505: 0.0005313724642860808
Position 1518: 0.0004835484498975397
Position 2436: 0.00041723841870745104
Position 181: 0.0003257171423832105
Position 1672: 9.612165755727498e-05
Position 2660: 8.577726942825574e-05
Position 553: 5.2795516738322005e-05
Position 680: 4.0803141955417814e-05
Position 2642: 2.8889175237718746e-05
Position 2652: 1.7524665323346987e-05
Position 797: 2.0829335159563567e-06
Position 315: 1.3728020806000904e-07
Position 430: 1.2996087865985896e-07
Position 345: 1.0001349820366068e-07
Position 735: 7.719686468891875e-08
Position 1182: 4.7023027233490934e-08
Position 125: 1.6856929120855085e-08
Position 8: 4.117502236512536e-09
Position 108: 3.525011481229345e-09
Position 165: 3.233541620050923e-09
Position 709: 2.1785367053903415e-09
Position 214: 1.293665834482533e-09
Position 199: 1.2713106632683483e-09
Position 744: 1.1006819111229798e-09
Position 442: 1.0551065546338025e-09
Position 185: 5.448779593985191e-10
Position 15: 5.299292214458425e-10
Position 473: 3.7453477081070374e-10
Position 52: 2.574908470851702e-10
Position 135: 6.273602880796569e-11
Position 695: 5.156563844332512e-11
Position 558: 4.732581352963259e-11
Position 416: 3.426260262919832e-11
Position 466: 2.3712791059289893e-11
Position 612: 2.280957965299748e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5485: 0.3989842398633104
Position 13203: 0.21512381065437736
Position 2561: 0.21148069539294362
Position 12257: 0.19246383360224423
Position 13224: 0.14569080654550465
Position 12726: 0.12624041673210773
Position 10164: 0.06424287831236813
Position 5415: 0.06331751326598375
Position 8005: 0.050123438193251234
Position 11002: 0.04277405151951808
Position 5394: 0.037389025784863444
Position 10214: 0.029886103191000137
Position 3241: 0.023143606482416534
Position 10189: 0.020905815975437874
Position 12943: 0.01964840862089685
Position 10587: 0.018937056231679343
Position 1215: 0.018769992456726923
Position 1399: 0.018647925471459974
Position 2564: 0.016447977131912025
Position 1259: 0.014694965831655792
Position 4922: 0.013196352079464313
Position 11210: 0.012211911997203537
Position 2964: 0.011330042624042268
Position 13592: 0.007910565959458379
Position 462: 0.007497351424719953
Position 531: 0.006557026016855309
Position 826: 0.00615811861586852
Position 695: 0.005565132038605429
Position 2638: 0.005420548528735559
Position 9382: 0.005029802901388937
Position 582: 0.004263690851135384
Position 10558: 0.0038350285590426554
