Gene = GHRL
index = 590
Annotated 5SS: [ 106 2232 2875 3186 6244]
Annotated 3SS: [1495 2737 3068 6134 7052]
SMsplice 5SS: [ 106 3186 6244]
SMsplice 3SS: [3071 6134 7052]
top_k =  500
Partition function (log Z): -2.0221058857032577

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.9159460147760439
Position 3186: 0.7974052627077608
Position 2232: 0.6861977435552308
Position 6244: 0.6009762579898644
Position 2875: 0.5809215548233285
Position 3975: 0.40491965740562713
Position 358: 0.34614400333663853
Position 1152: 0.263077198541418
Position 3190: 0.18475893614073244
Position 2641: 0.12221169065178225
Position 389: 0.08284327571353851
Position 133: 0.07477307157395026
Position 411: 0.06185520120842075
Position 4487: 0.05879307231454593
Position 1323: 0.046597390580088466
Position 1359: 0.027974723317948504
Position 1410: 0.02464544515268879
Position 5938: 0.023316596582932496
Position 5920: 0.02241484986296077
Position 4327: 0.018594576461761804
Position 526: 0.015254430344954831
Position 382: 0.014805776936929924
Position 4395: 0.013630670826901326
Position 5950: 0.01171741806424944
Position 378: 0.01045160343536804
Position 2534: 0.0071860081518657125
Position 4923: 0.006543162504800472
Position 2254: 0.005357533976114425
Position 3683: 0.005179056309608442
Position 6881: 0.003191183237851867
Position 1883: 0.002758652886730135
Position 327: 0.0023272169062947506
Position 298: 0.002239460273841843
Position 1708: 0.0020304175186093842
Position 2596: 0.00153068050044552
Position 4496: 0.0009406749577027136
Position 149: 0.0008044463068369127
Position 746: 0.000411436231751615
Position 2110: 0.00036679009849272106
Position 4081: 0.00033861566663273107
Position 4045: 0.00015091450531936194
Position 187: 0.00011189599306942289
Position 4968: 0.00010018589405615699
Position 3180: 7.353362697091612e-05
Position 507: 5.463120601104817e-05
Position 140: 3.821791413008818e-05
Position 100: 3.404573925094894e-05
Position 110: 4.467211303325363e-06
Position 48: 2.152191241090972e-06
Position 163: 1.2006927801992961e-06
Position 79: 8.172590585222257e-07
Position 123: 5.703861627197099e-07
Position 191: 3.355717521792246e-07
Position 386: 3.1353827853818386e-07
Position 313: 1.4714280663253738e-07
Position 51: 1.469660987382528e-07
Position 30: 6.533832352431646e-08
Position 212: 2.7318098570224722e-08
Position 36: 2.6928138450779432e-08
Position 396: 7.459504401083106e-09
Position 342: 5.280243306307126e-09
Position 286: 3.4510937823300787e-09
Position 458: 8.6721329142368e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6134: 0.6628090509742472
Position 3071: 0.6147229287816636
Position 258: 0.403337504498604
Position 3068: 0.37904190954321637
Position 7052: 0.3388393723596235
Position 1995: 0.32770501559850107
Position 2737: 0.3022351915977426
Position 3859: 0.2973181052305078
Position 1063: 0.1960705520386703
Position 2779: 0.19002111208629446
Position 5620: 0.1813930451134867
Position 7143: 0.17397598018895946
