Gene = C1QTNF3-AMACR
index = 151
Annotated 5SS: [   111  88882  91225  95775 100620 103942 118773 125888]
Annotated 3SS: [ 88769  91069  95644 100519 103785 118628 125700 135025]
SMsplice 5SS: [   111  72647  88882  91124  95775 100620 116225 118773 119955 125888
 130581]
SMsplice 3SS: [ 72417  88769  91069  95644 100519 116122 118628 119793 125700 130407
 135025]
top_k =  500
Partition function (log Z): -64.20366758117332

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.5376934551764188
Position 189: 0.28011897903169
Position 145: 0.18057599048652492
Position 4038: 0.173274328198757
Position 2399: 0.09426110281059741
Position 15581: 0.08938489516501803
Position 10334: 0.05883107364459217
Position 3186: 0.045149703927869024
Position 4031: 0.044385058828679255
Position 2820: 0.0042379578297299545
Position 1377: 0.004060208526666158
Position 530: 0.0005692905642773615
Position 8426: 0.0005581758027998206
Position 11386: 0.00042883780517283986
Position 380: 0.0002831058817033837
Position 499: 0.00020373333731223185
Position 5007: 0.00019312484163989317
Position 1251: 0.00011397963859258464
Position 372: 8.451557540975673e-05
Position 1558: 7.847292743351858e-05
Position 400: 6.993773374833269e-05
Position 1179: 4.616167949202102e-05
Position 404: 4.084214405833017e-05
Position 245: 3.7268988586759854e-05
Position 769: 2.3981290168200516e-05
Position 831: 2.0750001680065778e-05
Position 1391: 8.105062995497529e-06
Position 672: 8.370142341280602e-07
Position 991: 7.234751468906872e-07
Position 567: 6.734712313949477e-07
Position 988: 5.737238317947586e-07
Position 862: 3.7260882973825675e-07
Position 592: 3.191353412626127e-07
Position 4: 2.399426568258885e-07
Position 274: 2.3846054759131365e-07
Position 2796: 3.2127367554649676e-08
Position 1183: 5.995771788078512e-09
Position 55: 3.3787364529842732e-09
Position 981: 2.580801166816412e-09
Position 577: 1.949812975971492e-09
Position 983: 1.5905783608020009e-09
Position 378: 3.518344920524748e-10
Position 174: 2.933182869859591e-10
Position 384: 2.9229597557243615e-10
Position 182: 1.1120217184947672e-10
Position 35: 7.857640648423586e-11
Position 496: 7.496571283459695e-11
Position 43: 7.422416121024975e-11
Position 386: 6.36868096511811e-12
Position 235: 2.627912641738401e-12
Position 205: 4.839162363891274e-13
Position 7: 2.827564012562492e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 21953: 0.8706905724191984
Position 3949: 0.11169013162071201
Position 15349: 0.10251260769754955
Position 3872: 0.09339093983056679
Position 2268: 0.0925966270178552
Position 10164: 0.03543324646765745
Position 14225: 0.03041294552736359
Position 3045: 0.020654222028465105
Position 11564: 0.015786945199600756
Position 10237: 0.013113314246406377
Position 10207: 0.01181222245912456
Position 11866: 0.011161767193345095
Position 2996: 0.009241361867962894
Position 9558: 0.008970288830969736
Position 3906: 0.008473525225244406
Position 3093: 0.007746466739917503
Position 11305: 0.006445432792535206
Position 1846: 0.005998264889294151
Position 3179: 0.0059590844399795475
Position 10534: 0.00586559869915292
Position 11385: 0.004371955699967687
Position 11567: 0.003545957588940373
Position 3822: 0.003477108178377558
Position 1206: 0.0034486300499281665
Position 2249: 0.0033529768954470743
Position 2701: 0.002820975957750833
Position 1156: 0.0020162929859381933
Position 10467: 0.0019484589773777785
Position 3010: 0.0019237432922069807
Position 8804: 0.001850631941513079
Position 10598: 0.0015305710335238093
Position 13735: 0.0012634707535728023
Position 8343: 0.0012615980252551433
Position 4133: 0.001056727537625598
Position 3592: 0.0009169800423255065
Position 2523: 0.0008484951548060386
Position 8199: 0.0005554922462463611
Position 2735: 0.0005232046621439324
Position 2219: 0.0005140771757842825
Position 878: 0.0004881098211552025
Position 3702: 0.0004841521265870208
Position 6579: 0.00048079754777604787
Position 4509: 0.00038794185416987913
Position 5298: 0.00038551233608315086
Position 2037: 0.0003463564348144276
Position 2349: 0.00033397175368697965
Position 2197: 0.0003208462333756749
Position 11036: 0.000311132856523851
Position 5715: 0.00029923071191854695
Position 1615: 0.0002919936982268554
Position 4924: 0.0002893957134317386
Position 2680: 0.0002797512658929246
Position 1870: 0.0002535803177146121
Position 733: 0.00025340061439573674
Position 4959: 0.00023157777979693602
Position 491: 0.0002176196256847539
Position 9293: 0.00021172552940129698
Position 9032: 0.0002113597852932338
Position 4790: 0.00019804328930670139
Position 1232: 0.00018559250372716138
Position 2529: 0.00017778218161034934
Position 2105: 0.00017702242214831109
Position 2007: 0.00014599836797365263
Position 9084: 0.00013985314903027237
Position 5360: 0.00013717525895278235
Position 1965: 0.0001351184797384551
Position 1416: 0.00012476893700198648
Position 254: 0.00012302932192573588
Position 1968: 0.00011889003243968547
Position 1761: 0.00010412604796146026
Position 4801: 0.00010331119510374935
Position 3539: 0.00010204427394846961
Position 4880: 0.00010148227551728912
Position 2769: 8.634588310565727e-05
Position 1813: 7.314280082855156e-05
Position 6671: 6.980085921787341e-05
Position 3420: 6.495484848993862e-05
Position 1724: 6.083981038203906e-05
Position 1351: 5.6445935825874806e-05
Position 476: 5.431272645377045e-05
Position 6640: 5.4067183118474786e-05
Position 6760: 5.274059112504839e-05
Position 454: 5.208064626304369e-05
Position 3280: 5.1202767043616024e-05
Position 6253: 4.989597353888338e-05
Position 2295: 4.415119787814213e-05
Position 1212: 4.2153862060679576e-05
Position 202: 4.147612268441615e-05
Position 609: 3.9411936962363964e-05
Position 1162: 3.893983851766956e-05
Position 3431: 3.8489008337899324e-05
Position 1332: 3.669121581710434e-05
Position 3185: 3.486802682218614e-05
Position 2305: 3.4323918788276766e-05
Position 5712: 3.144891760985803e-05
Position 5682: 3.105400200417771e-05
Position 4996: 2.96451431318695e-05
Position 1367: 2.6736433197438004e-05
Position 2398: 2.591015822424574e-05
Position 2795: 2.4343907577416697e-05
Position 404: 2.4026518151093107e-05
Position 205: 1.6849180115346978e-05
Position 862: 1.3457182763074653e-05
Position 707: 1.2687266356188384e-05
Position 1263: 1.2411103861872817e-05
Position 1255: 1.2230686308674029e-05
Position 1444: 1.1651348774780033e-05
Position 290: 1.0950080206479814e-05
Position 3295: 1.0513009704069868e-05
Position 314: 9.090412953745156e-06
Position 1677: 7.431712943210597e-06
Position 1074: 6.154031211481052e-06
Position 422: 4.160941573669806e-06
Position 174: 3.514608119588504e-06
Position 1489: 4.0086447906510306e-07
Position 1298: 3.3640283888577003e-07
Position 2167: 1.174433468955044e-07
