Gene = SOHLH1
index = 1295
Annotated 5SS: [ 126  534 1200 2023 2917 4479]
Annotated 3SS: [ 401 1051 1900 2722 4264 5070]
SMsplice 5SS: [ 126  534 1200 2023 2889 4189 4479 5142]
SMsplice 3SS: [ 401 1051 1900 2722 4139 4294 5070 5713]
top_k =  500
Partition function (log Z): 9.079347015688406

Sorted 5' Splice Sites (High to Low Probability):
Position 534: 0.977046555158943
Position 5142: 0.93148798625593
Position 126: 0.8834959727130531
Position 4479: 0.8735838137977697
Position 2023: 0.8614070449734548
Position 4189: 0.7160156398592886
Position 1200: 0.6418018177673838
Position 2889: 0.6259865568455862
Position 2917: 0.3165301983813137
Position 2268: 0.2634300861859542
Position 3792: 0.22111150308844377
Position 5559: 0.1988512157890574
Position 2261: 0.15240295072493884
Position 1601: 0.13848869280002915
Position 3623: 0.10994327180649437
Position 1983: 0.10776021488477663
Position 2227: 0.09451993038630123
Position 4172: 0.06047292395592676
Position 4166: 0.05015139300055856
Position 2863: 0.04631785832452231
Position 5625: 0.03640768312013477
Position 2317: 0.029664745176918545
Position 1658: 0.027527752699195288
Position 2188: 0.020787940361738203
Position 1207: 0.020315163641120643
Position 94: 0.019808969060767255
Position 5179: 0.019474301617585836
Position 5452: 0.018506168365564277
Position 2181: 0.018420655814875883
Position 1242: 0.01823089740041035
Position 2253: 0.0167538794128647
Position 1693: 0.01352852530777396
Position 3936: 0.013434373745552982
Position 3956: 0.011128435524006244
Position 2415: 0.010930792177434367
Position 5325: 0.010221489818367955
Position 2314: 0.009657758130494555
Position 5333: 0.008010536947107303
Position 557: 0.007370286644858276
Position 1213: 0.007280951846457305
Position 4201: 0.007054849240264901
Position 2654: 0.0065220904961377025
Position 4047: 0.00648984322854711
Position 3453: 0.005711347555262798
Position 2861: 0.00570167314646605
Position 5896: 0.005688457111227593
Position 1131: 0.005600438300652505
Position 678: 0.00543991641867208
Position 1822: 0.0046655999510530986
Position 2545: 0.004216738647048848
Position 2321: 0.004113638616970334
Position 979: 0.003951381226641801
Position 2896: 0.0035391287182249586
Position 1653: 0.003532613267546401
Position 585: 0.0031988786589451207
Position 3614: 0.0030630351932557595
Position 2173: 0.0027354602934280417
Position 866: 0.0026116779761079724
Position 2326: 0.002360291678109489
Position 153: 0.0023208197197766693
Position 112: 0.0022881950978854925
Position 5535: 0.0021253256177848926
Position 2295: 0.0020417396671198423
Position 1680: 0.001995238725363332
Position 4159: 0.0019731862487015173
Position 5375: 0.0018711842166673467
Position 3771: 0.0018235252887816998
Position 171: 0.001714925812502395
Position 5454: 0.0017017286103351542
Position 1222: 0.001436992245435891
Position 858: 0.001338160410626947
Position 1027: 0.0011751676708587919
Position 1142: 0.0011632556126471298
Position 72: 0.0010508008468370252
Position 3527: 0.0009916334991339941
Position 3968: 0.0009819239756051772
Position 825: 0.000808793125364141
Position 1072: 0.0007416610408098838
Position 5474: 0.000715708387092173
Position 3043: 0.0007048702796815247
Position 2141: 0.0006662166553817275
Position 2609: 0.0005131413701981236
Position 1272: 0.0004900311069891538
Position 1718: 0.0004858280962423372
Position 5476: 0.00040441003244931365
Position 2183: 0.0003352311268655212
Position 259: 0.0002761933895219375
Position 2633: 0.0002621818972800282
Position 936: 0.0002179282658187919
Position 2058: 0.00018863777065934866
Position 181: 0.00018296721563915952
Position 2029: 0.00017383982929466946
Position 3342: 0.00015720469191781732
Position 1274: 0.0001549032924037997
Position 1183: 0.0001409741484346661
Position 2873: 0.00013645201635532057
Position 3434: 0.00013215931847566649
Position 966: 0.00012645954603655255
