Gene = BSND
index = 146
Annotated 5SS: [ 431 6184 8340]
Annotated 3SS: [6088 8063 9280]
SMsplice 5SS: [ 431 1387 6184 8340]
SMsplice 3SS: [1302 6088 8063 9299]
top_k =  500
Partition function (log Z): 1.1745229692416177

Sorted 5' Splice Sites (High to Low Probability):
Position 6184: 0.9715202867803441
Position 8340: 0.866098708198355
Position 431: 0.8538698701168914
Position 1387: 0.6896844290695283
Position 9428: 0.4467006614752384
Position 965: 0.34424578604437206
Position 9583: 0.3261900183154317
Position 6506: 0.1940926601115253
Position 687: 0.1457660110407295
Position 5782: 0.13737760428137924
Position 318: 0.12643037339510982
Position 2977: 0.0868925593303464
Position 9827: 0.07869251249208149
Position 9: 0.07638593205008704
Position 7511: 0.041905691888049046
Position 7644: 0.03816096220884868
Position 3939: 0.034611415508993056
Position 2983: 0.031181110240397446
Position 6215: 0.023340729776524478
Position 7570: 0.022296097008413094
Position 2238: 0.0185009357202925
Position 6475: 0.01358401507365816
Position 172: 0.013131712183646475
Position 2000: 0.012052580453906583
Position 3156: 0.011234965124507957
Position 10409: 0.010963793146473699
Position 969: 0.010769192476519533
Position 2826: 0.01050331938311247
Position 2004: 0.010417874362118771
Position 5943: 0.008931710856422343
Position 2024: 0.008788514083698847
Position 4010: 0.007893426778516989
Position 10833: 0.007575730168610186
Position 8165: 0.007361950324531474
Position 4176: 0.007330575421131502
Position 82: 0.007297238504359778
Position 3029: 0.006875332083106104
Position 6425: 0.0056682704413886596
Position 2844: 0.005395569732212334
Position 2420: 0.005092915928269885
Position 2922: 0.005051014956415514
Position 3110: 0.004303652771072324
Position 3910: 0.004236399909713652
Position 461: 0.004185157046272198
Position 6188: 0.003794481559650598
Position 9555: 0.0037068221287631176
Position 3217: 0.0035769675100860788
Position 877: 0.0029784832341314092
Position 7274: 0.002742664371992354
Position 30: 0.0026591063886184413
Position 386: 0.0026513778185009614
Position 44: 0.0026270056343712105
Position 1370: 0.0023788958712278015
Position 8237: 0.00222666245950165
Position 7964: 0.002043048193028363
Position 1512: 0.0017661968281100255
Position 1382: 0.0014602490703554635
Position 4019: 0.0013389913255448006
Position 2939: 0.0012891021413402191
Position 8699: 0.001250855014295415
Position 2271: 0.0012446376967169123
Position 6470: 0.0011900372455359034
Position 1766: 0.0011558411235481397
Position 8561: 0.001068831974479338
Position 3844: 0.0009165383154560185
Position 7517: 0.0007715154066103498
