Gene = UBIAD1
index = 1520
Annotated 5SS: [855]
Annotated 3SS: [12437]
SMsplice 5SS: [  116  2107 12527]
SMsplice 3SS: [ 2043 12437 14357]
top_k =  500
Partition function (log Z): -10.217941093657988

Sorted 5' Splice Sites (High to Low Probability):
Position 2107: 0.8153818430936691
Position 12527: 0.6870266652085149
Position 855: 0.4366900405228022
Position 116: 0.40205573907540326
Position 230: 0.2706008549881189
Position 8890: 0.16021576021344994
Position 618: 0.13277578684416563
Position 944: 0.11439502003626766
Position 9182: 0.10651739047200665
Position 280: 0.09643324254163298
Position 724: 0.07507629635399142
Position 578: 0.05487305398013887
Position 5533: 0.029248111700087263
Position 123: 0.01803124401426304
Position 12639: 0.01347580520064603
Position 9101: 0.013445334755991857
Position 341: 0.012631551597749782
Position 12451: 0.010805361776264689
Position 2574: 0.005306134457292845
Position 1046: 0.00502939108475729
Position 157: 0.004727208585956765
Position 755: 0.004172154096210144
Position 986: 0.002040032223690335
Position 3083: 0.0015424139480092753
Position 2543: 0.0012665429850684889
Position 4716: 0.0012417518980273516
Position 555: 0.0011312196180609092
Position 3018: 0.0006761515570211669
Position 460: 0.0005074669684844474
Position 2581: 0.0004466804333219159
Position 2479: 0.00033745709827351806
Position 6145: 0.0003223512560804792
Position 2731: 0.00028591317532767246
Position 3277: 0.0002517649576494247
Position 126: 0.0002292337649030169
Position 518: 0.0002194108529077504
Position 70: 0.00018899885154055878
Position 274: 0.00011525740574594002
Position 4674: 0.00011442221682863111
Position 745: 7.223284353637418e-05
Position 759: 5.4126368027578386e-05
Position 2244: 5.3835704386640164e-05
Position 626: 5.300366069831663e-05
Position 2116: 5.2298200616327864e-05
Position 2226: 4.733332209384269e-05
Position 582: 4.599663125022756e-05
Position 2760: 4.001238687174411e-05
Position 2745: 3.931753904867848e-05
Position 2736: 3.309751410331882e-05
Position 3119: 2.6648406553757493e-05
Position 557: 1.956312117935586e-05
Position 315: 1.5479321598689775e-05
Position 716: 1.1046342022838432e-05
Position 300: 9.201576014763104e-06
Position 150: 7.705944405427428e-06
Position 731: 6.802501957710549e-06
Position 155: 6.798522235695009e-06
Position 719: 5.721445482655125e-06
Position 672: 4.585496128697642e-06
Position 462: 4.021447615810022e-06
Position 475: 3.5141381570740177e-06
Position 367: 1.5002983119952482e-06
Position 2889: 1.3477042258593859e-06
Position 918: 1.2789203574448225e-06
Position 885: 7.059233441265423e-07
Position 531: 6.375449774670465e-07
Position 501: 2.4673307646181176e-07
Position 473: 1.765480126318363e-07
Position 417: 6.313651737851736e-08
Position 926: 4.2152866007050435e-08
Position 173: 2.004459179278592e-08
Position 206: 6.704188654822103e-09
Position 1031: 2.5592312202851702e-09
Position 1236: 2.1981181321781336e-09
Position 990: 2.1032485311311393e-09
Position 585: 2.853958036072276e-12
Position 380: 2.3030657495372286e-12
Position 284: 1.8911264676515686e-13
Position 253: 4.828529494496108e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12437: 0.789244503971718
Position 2043: 0.7577228442601461
Position 14357: 0.34134476030064614
Position 652: 0.3266800209258114
Position 8799: 0.19119910035443807
Position 13354: 0.18107858766815974
Position 851: 0.12565429406175624
Position 9000: 0.11977608340282159
Position 5431: 0.07451625545328738
Position 12612: 0.059462244249422244
Position 14097: 0.052931248526637775
Position 884: 0.05234570236486752
Position 14288: 0.04276099280368005
