Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  500
Partition function (log Z): 6.703736824413795

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9962536439042254
Position 1433: 0.9913978297413126
Position 11770: 0.9803364017907261
Position 10616: 0.8928559280260386
Position 12417: 0.8426436285510189
Position 16021: 0.6821257774457238
Position 1845: 0.6595439504208094
Position 11234: 0.5268569452927654
Position 13558: 0.4353049364609339
Position 3089: 0.264318813463682
Position 3099: 0.2564911334755724
Position 546: 0.23043265688198813
Position 13520: 0.1752492280050919
Position 12114: 0.13320660629472375
Position 403: 0.12010340334617531
Position 589: 0.1022786448179481
Position 634: 0.08284258633615248
Position 12428: 0.07547038540170187
Position 15806: 0.07290317607471848
Position 14974: 0.058468764225512296
Position 14727: 0.05661948063463591
Position 11537: 0.04159458448906561
Position 469: 0.029565153562973946
Position 538: 0.01837499037518865
Position 13618: 0.01572967711450592
Position 11786: 0.015274396224458042
Position 15970: 0.014330791959407828
Position 1867: 0.012634998133638052
Position 419: 0.010803703873126241
Position 407: 0.007987281997491517
Position 2272: 0.006883321367802078
Position 16647: 0.0045465754793475805
Position 388: 0.0044856243847491385
Position 16431: 0.004307415590868711
Position 13614: 0.0036346588741555373
Position 542: 0.0034285476726804835
Position 16013: 0.00300769834844638
Position 7498: 0.002978133640326316
Position 12372: 0.0029623852364913062
Position 3640: 0.0026085671134379383
Position 2287: 0.0024707978633135915
Position 2707: 0.002451420351693377
Position 12674: 0.0021881815201741403
Position 16642: 0.0021653082419792456
Position 16697: 0.0020987621417432423
Position 6865: 0.0020183550221335063
Position 3240: 0.001629857950598632
Position 12644: 0.001519958868936655
Position 251: 0.0015054686240592546
Position 10671: 0.0014690724026751821
Position 9061: 0.001305323673230886
Position 7968: 0.0010930617296878809
Position 7978: 0.0010646545197450816
Position 11884: 0.00104991721853902
Position 15208: 0.0009711041990826395
Position 675: 0.0009206251315975496
Position 14453: 0.0008117795750377992
Position 21: 0.000626516256073046
Position 15045: 0.0006207140337149042
Position 12053: 0.0005086706576034547
Position 14216: 0.00043262810422734773
Position 1338: 0.0003738392428838592
Position 2340: 0.00035169850287082653
Position 12190: 0.00028397498422753616
Position 12062: 0.00024032569942334558
Position 2364: 0.0002213640517609247
Position 14388: 0.00020592388360352864
Position 1606: 0.0001627321373002594
Position 1360: 0.00016134141202686931
Position 40: 0.00011070594271252715
Position 455: 0.00010881453629197962
Position 2541: 9.850663338223808e-05
Position 1997: 9.656609276744906e-05
Position 2495: 8.009127434432096e-05
Position 177: 7.906094620405642e-05
Position 1757: 4.775623203221572e-05
Position 1619: 3.9450550224580724e-05
Position 897: 3.6003216755819755e-05
Position 1602: 3.507722934770353e-05
Position 3353: 2.4250990351134708e-05
Position 3103: 1.9948313994287113e-05
Position 3952: 7.973687773286406e-06
Position 3575: 7.77898181633435e-06
Position 3259: 6.947982454259501e-06
Position 1965: 6.652229332793474e-07
Position 380: 3.494549280271443e-07
Position 289: 2.0393151895425107e-07
Position 421: 6.280473323441335e-08
Position 275: 5.595385127565345e-09
Position 486: 1.697190004480222e-09
Position 1836: 2.550553022257744e-10
Position 310: 3.0706435825754618e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 0.951674812145988
Position 15914: 0.9444285464791903
Position 12304: 0.907119375425964
Position 10460: 0.894325000428714
Position 13410: 0.6149758009063594
Position 1727: 0.605697298425611
Position 1300: 0.5483028963127107
Position 16669: 0.49344372981467044
Position 2985: 0.48224163377671736
Position 327: 0.4714204905836291
Position 1337: 0.36246671725960306
Position 11159: 0.31766739259998145
Position 453: 0.11530552583514826
Position 11070: 0.10878839044252393
Position 1321: 0.07960397790520149
Position 11924: 0.06560592427620107
Position 16558: 0.05902670530829216
Position 14808: 0.05870515917200303
Position 16126: 0.05825524619344885
Position 11838: 0.051384030699833334
Position 11100: 0.04758574177262169
Position 11438: 0.042609780452743426
Position 15797: 0.04152953624465683
Position 10995: 0.0333992912746301
Position 16198: 0.03266369565601063
Position 14550: 0.031989123298088534
Position 16804: 0.03167957399509929
Position 11575: 0.023693659108043153
Position 16524: 0.0206389299948321
Position 1573: 0.01937535224930074
Position 15545: 0.017823578762604986
Position 1684: 0.016572051706683414
Position 11578: 0.016384227155719404
Position 15739: 0.014871914942008364
Position 1753: 0.01481685732836481
Position 2929: 0.01303421484438903
Position 14633: 0.012822265251835675
Position 1734: 0.01094098064601245
Position 13321: 0.010577311424859319
Position 11033: 0.010469530468841255
Position 11902: 0.01031409372359111
Position 16829: 0.010258226676191366
Position 2189: 0.010106542745763749
Position 14547: 0.009770741860712381
Position 15754: 0.009743820904193769
Position 593: 0.009702594881641921
Position 3025: 0.009365873272223213
Position 3012: 0.009269692899425138
Position 11021: 0.008946598734167097
Position 2950: 0.007970012638245101
Position 12356: 0.007424767797132445
Position 13557: 0.0065891100967354396
Position 16161: 0.005628715096437507
Position 14853: 0.005393384574134929
Position 16628: 0.004723329373902297
Position 14030: 0.004461439647499795
Position 15689: 0.004383687767635293
Position 417: 0.00412673902213689
Position 1832: 0.0036252048981809492
Position 11720: 0.003377157740003447
Position 16736: 0.003163790087929398
Position 11991: 0.003070974986617399
Position 14296: 0.0029587993161831723
Position 16690: 0.002717696338570488
Position 16306: 0.002648860609693443
Position 16128: 0.002562414787836858
Position 16441: 0.0024425640273238727
Position 432: 0.002395687490071906
Position 14658: 0.0023146643854466842
Position 13746: 0.002298560121257924
Position 12308: 0.0022667110575336344
Position 12507: 0.0022475281027267845
Position 7376: 0.0021857883770486433
