Gene = CASZ1
index = 284
Annotated 5SS: [    85  35948  91157 102775 131566 136947 138141 140003 141000 142230
 143272 145708 145957 147366 147579 148848 150521 151732 153489 153790]
Annotated 3SS: [ 35790  91103 102735 131076 136111 138071 139911 140834 142056 142429
 145571 145892 147210 147455 148508 150321 151559 153336 153647 156588]
SMsplice 5SS: [    85   5649  33880  35692  35948  51467  60551  63652  91157 109982
 110192 114760 115024 116415 127734 136399 136620 138141 140003 142230
 142541 145708 145957 147366 147579 151732 153489 153790 154626]
SMsplice 3SS: [  5473  33777  35542  35790  51342  60370  63524  91103 109781 110110
 114597 114847 116332 127575 136111 136499 138071 139911 142056 142429
 145571 145892 147210 147455 151559 153336 153647 154325 156588]
top_k =  500
Partition function (log Z): -72.43839387752165

Sorted 5' Splice Sites (High to Low Probability):
Position 85: 0.915325629782461
Position 5649: 0.7734144678744833
Position 2115: 0.46289021162615235
Position 12699: 0.4158306098752315
Position 3914: 0.30886650002702626
Position 3868: 0.20499574609888174
Position 5995: 0.19676843131229185
Position 8964: 0.1846925941443991
Position 17003: 0.11778559353447239
Position 2103: 0.08986256852370458
Position 1705: 0.07061596323168773
Position 5107: 0.05694451748212587
Position 756: 0.05029174477078023
Position 3309: 0.04569892992443423
Position 642: 0.033843109977206895
Position 2109: 0.0327558150448752
Position 8960: 0.026087797219584506
Position 2202: 0.02460526827197883
Position 3485: 0.023532877684298605
Position 1143: 0.02121844890509866
Position 1135: 0.020217777821988796
Position 1508: 0.012008173407121224
Position 2156: 0.011144042507260471
Position 5178: 0.009438772189411764
Position 1178: 0.006643914540033426
Position 4333: 0.006271482388229231
Position 2962: 0.00623924101101661
Position 1840: 0.006171714467208846
Position 5132: 0.004796352996764167
Position 552: 0.004428441656844807
Position 2271: 0.0038796634667373703
Position 2245: 0.0031596967853357587
Position 2231: 0.0028462876686785464
Position 535: 0.0020911749085343874
Position 1072: 0.0019039627279964586
Position 3872: 0.0016892166567232189
Position 4125: 0.0015563928196918723
Position 441: 0.0015148486427584262
Position 4121: 0.0014179239021701925
Position 291: 0.0014018069295757489
Position 4157: 0.0013929774096864758
Position 1842: 0.001359154436350647
Position 3007: 0.001355482662556943
Position 792: 0.0013448915397394536
Position 690: 0.0011947699492161916
Position 2864: 0.0010027168000543655
Position 1088: 0.000935219355960899
Position 1668: 0.0007424342465119819
Position 883: 0.0006580868953778335
Position 9290: 0.0006174788150130051
Position 6215: 0.0005248570216358084
Position 1286: 0.00045556946846824875
Position 1188: 0.00032886870468644083
Position 1365: 0.0002448091063929018
Position 1305: 0.0001992927515600669
Position 741: 0.00016009209903764904
Position 737: 0.0001486443192323217
Position 495: 5.275393594648198e-05
Position 461: 5.091508406670804e-05
Position 1182: 4.3823504509340036e-05
Position 2140: 4.085709916260269e-05
Position 1465: 3.413872498240716e-05
Position 2695: 2.273636688841184e-05
Position 2365: 2.2318543574432755e-05
Position 1393: 1.993281653175608e-05
Position 658: 1.840744511551592e-05
Position 1536: 1.6825725432319225e-05
Position 179: 1.6359929595514227e-05
Position 1044: 9.925728451949247e-06
Position 79: 6.9883179671576025e-06
Position 649: 6.370776537037609e-06
Position 2999: 5.529684119794866e-06
Position 1203: 4.349429538224894e-06
Position 694: 3.4572708054873017e-06
Position 782: 2.4319772133959227e-06
Position 765: 1.8496133449775988e-06
Position 611: 1.8060686382433487e-06
Position 411: 1.7564581885838373e-06
Position 1103: 1.738555499543424e-06
Position 608: 9.018291939752575e-07
Position 515: 2.857715133126989e-07
Position 1032: 2.6138558621890435e-07
Position 433: 2.0705121798516286e-07
Position 161: 8.878606399517273e-08
Position 124: 6.596144316785781e-08
Position 59: 3.224407646157103e-08
Position 1070: 1.4737466293271205e-08
Position 173: 1.2483314814192628e-09
Position 351: 9.65993772990219e-11
Position 906: 1.7154886972971302e-11
Position 341: 8.181092224622596e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5473: 0.8164960273823627
Position 12561: 0.49156771362609347
Position 2026: 0.4761093591586149
Position 3691: 0.440012306306074
Position 16813: 0.3862666762693531
Position 8866: 0.21837382036091108
Position 17206: 0.1882304813494653
Position 5899: 0.15788130916190182
Position 14560: 0.1454485172855151
Position 2040: 0.11264593967982374
Position 16683: 0.07614934249303976
Position 3200: 0.07304245267208523
Position 3711: 0.07055365707623612
Position 10100: 0.054492851287028396
Position 1631: 0.04150612468940227
Position 4932: 0.03941802616235358
Position 5016: 0.03830126191589837
Position 951: 0.0378864723957142
Position 2046: 0.03356463296701242
Position 14594: 0.030756972948061675
Position 1563: 0.027234100785161277
Position 5865: 0.021401281721847895
Position 6326: 0.019074750383670406
Position 5759: 0.017094112069069682
