Gene = MAT2B
index = 818
Annotated 5SS: [  202  6649  8122  8447 11164 12127]
Annotated 3SS: [ 6453  8006  8293 10969 12012 12644]
SMsplice 5SS: [  202  8122  8447 11164 12127]
SMsplice 3SS: [ 8006  8293 10969 12012 12644]
top_k =  500
Partition function (log Z): 0.7751051049213875

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.991940305232949
Position 8122: 0.9388282589661624
Position 11164: 0.8686868196236964
Position 202: 0.868271668001623
Position 12127: 0.8631184745909101
Position 6649: 0.49594356387507876
Position 9419: 0.2885210677780535
Position 394: 0.10827694707623024
Position 8686: 0.1001882359363841
Position 11198: 0.09476725811012383
Position 12570: 0.093361312890836
Position 803: 0.056222461894497144
Position 6598: 0.047464183638251674
Position 9996: 0.029749060201014456
Position 434: 0.027900820522151794
Position 142: 0.027670984159472493
Position 11936: 0.02401331214982259
Position 12168: 0.022920063243465662
Position 10831: 0.015020865508759447
Position 5551: 0.014257329093543566
Position 592: 0.014004679818943088
Position 12936: 0.01082507617098127
Position 12804: 0.006987664743534965
Position 12190: 0.006556217590629254
Position 12860: 0.0032738957544944706
Position 9679: 0.0022913426522716347
Position 11100: 0.002064401692729859
Position 229: 0.0013471484142783439
Position 12131: 0.0012718607862453376
Position 9658: 0.0009024233806801417
Position 10872: 0.0007620804371663406
Position 10423: 0.0006857131682816695
Position 299: 0.0006537622556758879
Position 8744: 0.0006245446246003472
Position 10849: 0.0006064230227586126
Position 747: 0.0004207726823350835
Position 5694: 0.00039561290945416697
Position 4072: 0.0003892621873172812
Position 862: 0.000341570311002452
Position 13550: 0.0003173820070848483
Position 11508: 0.00030463844083110944
Position 11512: 0.0002823231604868165
Position 8776: 0.0002642379763365664
Position 5170: 0.00024254007206253624
Position 101: 0.00023414929169434135
Position 11070: 0.00023407842152042632
Position 10449: 0.0002305673942906076
Position 3986: 0.00021151196797546264
Position 1794: 0.00021075852851828926
Position 1219: 0.00018662318618747081
Position 4414: 0.00017283221316439116
Position 1112: 0.00017089103404029454
Position 9192: 0.000166275063822586
Position 486: 0.00014488568978215818
Position 12066: 0.00013121426887033514
Position 773: 0.00012250048870960257
Position 3466: 0.00011226161182613252
Position 3263: 0.00010220278439272144
Position 4148: 0.00010106340292266732
Position 1618: 9.629848902852193e-05
Position 566: 9.608227668190167e-05
Position 3165: 8.853384907842008e-05
Position 539: 5.474429014505611e-05
Position 91: 5.0412606793892643e-05
Position 8880: 4.9466727292688534e-05
Position 570: 4.755314286877487e-05
Position 444: 4.317376694449481e-05
Position 8797: 4.268066125769783e-05
Position 196: 3.9786248610124845e-05
Position 438: 2.8647144579064543e-05
Position 80: 2.0047356987107762e-05
Position 28: 1.5234342129571644e-05
Position 562: 1.1021906981091256e-05
Position 222: 5.617109960875111e-06
Position 370: 4.8740620215660796e-06
Position 644: 4.0060556622477935e-06
Position 499: 3.169940696348105e-06
Position 188: 2.523275409118498e-06
Position 612: 1.9685218996575222e-06
Position 695: 1.820555072946178e-06
Position 778: 1.3993176701325774e-06
Position 210: 1.3746834705537233e-06
Position 286: 1.1965698189308592e-06
Position 3787: 1.1449522949657247e-06
Position 1768: 8.50498183992587e-07
Position 12855: 6.800385466886118e-07
Position 12830: 6.60009488835718e-07
Position 887: 6.401715736983098e-07
Position 457: 6.262352706056409e-07
Position 322: 5.765043285534535e-07
Position 2348: 5.017062534057063e-07
Position 3664: 4.949679634291979e-07
Position 3573: 4.298873026692371e-07
Position 124: 9.373871259096985e-08
Position 764: 5.0425180859024956e-08
Position 62: 2.7557029291016313e-08
Position 175: 1.4689530438296064e-08
Position 319: 1.976013346330642e-09
Position 11436: 1.1659936011397527e-09
Position 31: 7.298514559808679e-10
Position 524: 3.751571235074094e-10
Position 462: 3.090332931136352e-14
Position 398: 3.60585244064271e-15
Position 374: 2.8217634190856926e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8293: 0.9733937688253429
Position 10969: 0.9392758694930403
Position 12012: 0.8654381626748668
Position 8006: 0.7714170650879466
Position 12644: 0.5806711379668162
Position 6453: 0.35787513218241074
Position 12666: 0.22229015309238556
Position 9339: 0.17542871735636803
Position 12357: 0.16978655411413587
Position 6515: 0.1524328775609078
Position 7977: 0.09487146811818889
Position 9316: 0.08944919630633044
Position 8019: 0.06817823105320339
Position 725: 0.056143929693170884
Position 8557: 0.044597580645707534
Position 283: 0.03455148383463887
Position 6476: 0.028636239753426607
Position 9868: 0.024694742228557272
Position 8536: 0.024510752227165214
Position 11053: 0.023064974556850918
Position 12925: 0.022326996400033983
Position 11806: 0.018962308524219325
Position 8324: 0.0176288315719191
Position 13379: 0.016762249145411752
Position 10686: 0.016025147777942766
Position 5455: 0.014545602890507112
Position 13158: 0.014168621956109793
Position 9095: 0.012906771136247927
Position 12279: 0.012427802966920712
Position 8629: 0.011580984902350022
Position 9389: 0.008637859262339787
Position 11916: 0.008214362121488497
Position 12249: 0.0077994634686952445
Position 12057: 0.0073259177490166486
Position 303: 0.007248537194155388
Position 11967: 0.007181887006604246
Position 11819: 0.007035070840088588
Position 13431: 0.00662161424837064
Position 342: 0.0064518311495059336
Position 12336: 0.006325898717683896
Position 8633: 0.005366815582270305
Position 12091: 0.00521690739072586
Position 13257: 0.005147743300570822
Position 12655: 0.005052617299051508
Position 13213: 0.005030684366678104
Position 6215: 0.004463498016585399
Position 7807: 0.004362968733723093
Position 12935: 0.004106990740421818
Position 12669: 0.0039325313167008664
Position 8559: 0.003377039728229318
Position 13644: 0.0026335347460940284
Position 11895: 0.0026272419627726574
Position 11008: 0.0025827870166956037
Position 8602: 0.002567878201465108
Position 8646: 0.0024940162931374964
Position 13003: 0.0023912009118789716
Position 12027: 0.0023017752719404054
Position 8272: 0.0022902322486469916
Position 13356: 0.002282111722407925
Position 13382: 0.002236043981926932
Position 11058: 0.0021624513970727776
Position 9884: 0.001995070849544918
Position 11872: 0.0019529315846086898
Position 9813: 0.0017763711059798051
Position 8673: 0.0017479380583995698
Position 12206: 0.0017389020907625766
Position 11936: 0.0016396607869275635
Position 12110: 0.0015719892930321788
Position 8363: 0.0015144982650524455
Position 9588: 0.001238965471786001
Position 9504: 0.001206511663157774
Position 11379: 0.0010554219590690592
Position 11142: 0.001004503696404632
Position 10255: 0.0009920096943443258
Position 12599: 0.0009436622546932981
Position 414: 0.000907415674636175
Position 9135: 0.0008462405966947319
Position 8604: 0.0007072433054028572
Position 12879: 0.0006572314075470821
Position 12957: 0.0006556416956960433
Position 9471: 0.000621179981819014
Position 9395: 0.0006165015335619783
Position 10972: 0.0005626170776736663
Position 9932: 0.0005471240790316304
Position 4058: 0.0004903255902399495
Position 12692: 0.00046936604404524643
Position 9957: 0.00045416143708263703
Position 11405: 0.0004324632097809398
Position 12713: 0.0004076202934105423
Position 9248: 0.0003999210038379765
Position 12428: 0.0003910823148367587
Position 9372: 0.0003863370307739694
Position 612: 0.0003672936460990925
Position 10539: 0.00036472138784714793
Position 11940: 0.0003601863960010221
Position 8329: 0.0003406644290939344
Position 8575: 0.0003306671489621633
Position 11285: 0.0003197767498244903
Position 11119: 0.00029807498840752093
Position 13295: 0.00028093564713047687
Position 11835: 0.0002577627142850111
Position 3089: 0.0002369722737706189
Position 8568: 0.00022770896715825574
Position 8584: 0.00021282766580693713
Position 1680: 0.00021160902670228212
Position 384: 0.00021029633217656466
Position 9188: 0.00020776020977214055
Position 956: 0.00020472287218615702
Position 11435: 0.00018727375459921542
Position 9935: 0.00015007993589283947
Position 8246: 0.00014255336204758916
Position 562: 0.00014210248826274633
Position 12569: 0.0001381497166751281
Position 3786: 0.00013152958889434629
Position 1154: 0.00013143466717073304
Position 9708: 0.00013142983035616958
Position 4207: 0.00010784615519768078
Position 5550: 0.000107339112490625
Position 4867: 9.018362129138707e-05
Position 4892: 8.46575318106486e-05
Position 12113: 8.157055615919314e-05
Position 3818: 7.796546886745898e-05
Position 12284: 7.19854573325058e-05
Position 5084: 6.769891896050074e-05
Position 3370: 6.602597152665515e-05
Position 4283: 6.498605796671052e-05
Position 1358: 5.999948651654396e-05
Position 10866: 4.8388335187136894e-05
Position 8722: 4.0109106848482805e-05
Position 10928: 4.001889889288517e-05
Position 1545: 3.373576923622716e-05
Position 476: 2.718693245000062e-05
Position 1082: 2.0126518274392986e-05
Position 8485: 1.7444466936737185e-05
Position 8194: 1.447854227030207e-05
Position 9541: 6.716073125605999e-06
Position 11847: 5.830015031218628e-06
Position 8742: 3.963587706126722e-06
Position 9260: 3.5623831993724147e-06
Position 9367: 3.324622008499955e-06
Position 9355: 3.106594768829602e-06
Position 3635: 1.6901709940750244e-06
Position 9536: 1.6569504003607226e-06
Position 426: 1.5462174588470075e-06
Position 8982: 1.1728243585723271e-06
Position 3839: 9.406424418078489e-07
Position 3465: 9.248552660984364e-07
Position 3755: 5.310490727403664e-07
Position 2181: 3.758531000761405e-07
Position 569: 2.850341156879665e-07
Position 930: 1.813829768145786e-07
Position 494: 1.33958304292905e-07
Position 2141: 1.258531533295668e-07
Position 355: 1.0168687090044229e-07
Position 485: 9.241070556412435e-08
Position 305: 8.77152612907469e-08
Position 9737: 8.073456918915834e-08
Position 1401: 7.637200529999397e-08
Position 483: 6.935043922998129e-08
Position 319: 5.962797780709163e-08
Position 398: 2.64291315165029e-08
Position 430: 2.0161086369214983e-08
Position 457: 1.9485543006158015e-08
Position 235: 1.759673278181851e-08
Position 580: 1.5001546334368657e-08
Position 585: 6.2483678686451495e-09
Position 370: 3.717601822904041e-09
Position 248: 3.298536880028834e-09
Position 185: 2.394974440336083e-09
Position 206: 1.4590093829993532e-09
Position 443: 1.1068634593201454e-09
Position 201: 1.0886571115756897e-09
Position 257: 8.900970374752079e-10
