Gene = RUBCN
index = 1217
Annotated 5SS: [   65 18743 31628 32178 33172 35012 36107 39766 40854 42345 43005 52563
 53413 54250 54885 55591 59240 59835 61298]
Annotated 3SS: [18588 31543 32017 33064 34854 35572 39669 40737 42133 42902 52501 53279
 54103 54819 55351 59177 59680 61203 61522]
SMsplice 5SS: [  262  4574 18743 31628 32178 33172 35012 36107 40854 43005 53413 54250
 54885 55591 59240]
SMsplice 3SS: [ 4458 18588 31543 32017 33064 34854 36002 40737 42902 53279 54103 54819
 55351 59177 61203]
top_k =  500
Partition function (log Z): -28.62677850438161

Sorted 5' Splice Sites (High to Low Probability):
Position 4574: 0.794296437047903
Position 18743: 0.7217803113598518
Position 14398: 0.6163376677300285
Position 262: 0.5282458207493584
Position 9486: 0.4011521036301174
Position 65: 0.36231659752139167
Position 6499: 0.35362734217885666
Position 6409: 0.2680454243632275
Position 2213: 0.2668694986947669
Position 3089: 0.2029656216866211
Position 23339: 0.1916269087851737
Position 2039: 0.17472655374359267
Position 9241: 0.17056837680725495
Position 2025: 0.14061371400387074
Position 582: 0.11111699082513915
Position 12630: 0.07634813465912722
Position 1973: 0.059364850261519525
Position 2102: 0.05790881891829943
Position 1966: 0.056421627011993256
Position 4594: 0.040582891296121165
Position 2057: 0.0356600985929186
Position 4535: 0.03017526307539755
Position 501: 0.021204603427940952
Position 271: 0.016396559725315417
Position 4746: 0.015708020105506135
Position 3530: 0.014481466214135728
Position 384: 0.011238836114598444
Position 6471: 0.00907911840791904
Position 3053: 0.007079880623107357
Position 3957: 0.0063005038479196735
Position 4158: 0.005726779708786594
Position 9261: 0.003728322082607229
Position 606: 0.00345093970039265
Position 1589: 0.003038089626572335
Position 3970: 0.0029417439299010257
Position 5128: 0.002072589461113515
Position 2162: 0.002012889967070772
Position 2151: 0.0018958641855347012
Position 389: 0.0015979109448036877
Position 2230: 0.0015497619539902737
Position 6383: 0.0014540068455442502
Position 479: 0.0014538334341545498
Position 836: 0.0013114601087614206
Position 5277: 0.0012150891389406616
Position 5328: 0.0009290598779440314
Position 379: 0.0008417323905511715
Position 11904: 0.0008190185305639832
Position 343: 0.0005914199869244775
Position 275: 0.0005593571500586982
Position 601: 0.0003901142822881004
Position 1763: 0.0003403228068648561
Position 4908: 0.0003124251399095339
Position 1446: 0.0002956071181558258
Position 1194: 0.0002745314709284084
Position 1740: 0.00026541717628141817
Position 4957: 0.00022358905672599858
Position 921: 0.00017312750320231778
Position 1430: 0.00016522994800783754
Position 310: 0.0001342659699560901
Position 2588: 0.0001323749536303814
Position 5084: 0.00012153223132651335
Position 2158: 0.00010424428373585449
Position 1591: 9.155474886800518e-05
Position 854: 3.9738359463289516e-05
Position 841: 3.637705939211165e-05
Position 1166: 3.280299011153469e-05
Position 773: 3.0815074716573466e-05
Position 1170: 2.3704317791559187e-05
Position 2274: 2.2782064345229523e-05
Position 1087: 1.834956754529798e-05
Position 457: 1.4454362013380106e-05
Position 196: 1.2816808744333786e-05
Position 1959: 1.1245838043144283e-05
Position 1941: 1.019354705224688e-05
Position 665: 2.3639792222881885e-06
Position 3363: 1.511091013545836e-06
Position 747: 1.0576189620095264e-06
Position 87: 4.1286654141202744e-07
Position 138: 2.5554003770891025e-07
Position 167: 1.2267853578019616e-07
Position 404: 6.335769952319693e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 18588: 0.7790168961515656
Position 4458: 0.7679686435581564
Position 14225: 0.6785224062481668
Position 25351: 0.6147379075181436
Position 6256: 0.5207230915135103
Position 9425: 0.39172079881912025
Position 1899: 0.3520557691776509
Position 1938: 0.25950711471344445
Position 23134: 0.24482732629578452
Position 2996: 0.20839598998375444
Position 2187: 0.1643473065873177
Position 9112: 0.16351580052905582
Position 6235: 0.1398743081075621
Position 12563: 0.11079586828237162
Position 4492: 0.09878787239019868
Position 453: 0.06002831134846713
Position 9374: 0.056398351994625104
Position 21136: 0.02902925957157142
Position 4672: 0.01620419165455574
Position 3891: 0.014562909033106237
Position 19058: 0.014188353940527549
Position 3402: 0.013600573144938942
Position 9061: 0.011790075152304735
Position 11532: 0.011715642123110007
Position 2101: 0.0115680179951789
Position 19169: 0.010624372818996497
Position 2088: 0.009458396352503834
Position 10533: 0.006025257101633664
Position 8004: 0.004708292505423095
Position 8274: 0.004649116120355699
Position 8142: 0.0034372035572561308
Position 8471: 0.0031803100809197674
Position 16384: 0.003052839283846099
Position 4985: 0.003011885406184505
Position 1348: 0.0016118751117391202
Position 2856: 0.0015805794351211478
Position 5496: 0.0015276148279867135
Position 7576: 0.0013819775160813137
Position 1324: 0.0012173257904232607
Position 1761: 0.0009394734131138411
Position 5258: 0.000923032948334354
Position 3439: 0.0009048084336457585
Position 7952: 0.0008967406754147552
Position 6260: 0.0008965320951554959
Position 397: 0.0008460351921592376
Position 8511: 0.0008202628061102239
Position 4000: 0.0008000070341008355
Position 5451: 0.0007191036997464334
Position 1994: 0.0006964445109549322
Position 2953: 0.00049576363608687
Position 1489: 0.0004541676797641802
Position 457: 0.00039558881592278023
Position 5217: 0.00039405156919389853
Position 4795: 0.0003815853654469238
Position 5947: 0.0003422685861643139
Position 2109: 0.00028473059180227116
Position 498: 0.0002328218963001197
Position 8490: 0.0002279173784063785
Position 1625: 0.00021626028849885227
Position 151: 0.00020294964298799066
Position 5111: 0.00014773690843904443
Position 3026: 0.00013679004630988878
Position 2469: 0.0001061674859754832
Position 473: 7.835370762151789e-05
Position 1655: 7.01517290599273e-05
Position 1786: 6.558936286493132e-05
Position 669: 5.997797767118161e-05
Position 415: 5.801651046849228e-05
Position 6738: 5.4175241227575135e-05
Position 1495: 5.295171327495708e-05
Position 6596: 4.83225019984792e-05
Position 174: 3.6239859506904366e-05
Position 1515: 3.521993814375439e-05
Position 1330: 3.282843027349519e-05
Position 530: 3.0525247017253396e-05
Position 2318: 3.0154484261968985e-05
Position 1661: 2.6742681021279384e-05
Position 1588: 2.144696963659921e-05
Position 1816: 1.9079682028638134e-05
Position 795: 1.8578594900610646e-05
Position 1965: 1.5133960755169739e-05
Position 996: 1.4690397652946944e-05
Position 2322: 1.4643595712567391e-05
Position 863: 1.4310591635641986e-05
Position 295: 1.3003437481715997e-05
Position 402: 1.2207066185571226e-05
Position 1192: 9.642572268589778e-06
Position 1541: 7.6169397813915334e-06
Position 289: 7.5806445330563094e-06
Position 1383: 6.8356704316998885e-06
Position 411: 6.0911819144522195e-06
Position 527: 5.920567438428874e-06
Position 500: 5.876691003047776e-06
Position 777: 5.126599048800585e-06
Position 205: 5.055331411250437e-06
Position 1081: 4.60685936991484e-06
Position 148: 4.144768328189819e-06
Position 421: 3.1281370973057636e-06
Position 404: 2.7610026132426016e-06
Position 1234: 2.7055839018316876e-06
Position 215: 2.0586427624380155e-06
Position 3264: 4.113534272157966e-07
Position 3240: 2.6938575331885513e-07
Position 342: 3.5985079073995794e-10
Position 1491: 3.2436847858851124e-10
Position 964: 2.7470344255269086e-10
Position 475: 2.6457228419520056e-10
Position 1040: 2.412866316084841e-10
Position 929: 2.141916134920866e-10
