Gene = RP11-96L14.8
index = 1183
Annotated 5SS: [ 166 2547 2756]
Annotated 3SS: [2462 2657 4125]
SMsplice 5SS: [ 166 2547 2760 2984]
SMsplice 3SS: [2462 2657 2899 3478]
top_k =  500
Partition function (log Z): -1.7620121445007744

Sorted 5' Splice Sites (High to Low Probability):
Position 2547: 0.9224093374186512
Position 166: 0.7533478630527936
Position 2984: 0.5494058305585233
Position 2756: 0.4083990404487296
Position 2760: 0.40768472934110506
Position 1941: 0.32652073744595805
Position 186: 0.2342855364602168
Position 1866: 0.10168687271216383
Position 2766: 0.049221867457724514
Position 2829: 0.025218126791775555
Position 2799: 0.02443079150305864
Position 3090: 0.023661889713907643
Position 2974: 0.02338210602568091
Position 2764: 0.02278212162837502
Position 3292: 0.018251846767380755
Position 1337: 0.011235770965224965
Position 2935: 0.008737894966391976
Position 4031: 0.00844139671414683
Position 2290: 0.00648196121194522
Position 529: 0.005879265260101492
Position 1810: 0.005191446946359124
Position 3268: 0.004956528566865368
Position 3859: 0.00399418110231012
Position 1826: 0.0032619357140358392
Position 3180: 0.0028626407631244925
Position 443: 0.0025365823257960107
Position 709: 0.0019420633462352956
Position 297: 0.001851407098879009
Position 225: 0.001738565980919825
Position 2815: 0.0016180770702397629
Position 2777: 0.0015293983348059258
Position 256: 0.0013830205861472538
Position 2112: 0.001332573977181677
Position 3061: 0.001115984605469855
Position 2016: 0.0010900836339382282
Position 1933: 0.0008608296444903526
Position 2341: 0.0005920927056748798
Position 2770: 0.0005238451517294183
Position 1860: 0.0003272155675876787
Position 846: 0.0003240148737006336
Position 170: 0.00026437188320361675
Position 2551: 0.00020833147511626008
Position 1504: 0.0002072476936559235
Position 2780: 0.00019536560837629872
Position 23: 0.00018206216413884009
Position 494: 0.00015720243969467672
Position 1598: 0.00014565366743856417
Position 199: 9.324900180021433e-05
Position 1026: 8.690933148812065e-05
Position 436: 7.143138518182002e-05
Position 118: 6.28550804832369e-05
Position 759: 5.315493077486208e-05
Position 1588: 4.962084637701676e-05
Position 1669: 4.702739345792651e-05
Position 190: 4.335707823902178e-05
Position 232: 4.2563420883852305e-05
Position 1761: 3.865117816758976e-05
Position 558: 3.264933687898884e-05
Position 1653: 2.8459638477223003e-05
Position 134: 2.839221927468114e-05
Position 1458: 2.2323282454995224e-05
Position 2616: 1.8028504509621607e-05
Position 508: 1.354195801131972e-05
Position 1868: 1.3266555771758797e-05
Position 1193: 1.1779558886561312e-05
Position 2774: 1.1668101265666555e-05
Position 1703: 8.94997021744991e-06
Position 1681: 7.049013156434616e-06
Position 2768: 5.3383234626977645e-06
Position 111: 3.0790757192853167e-06
