Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  500
Partition function (log Z): -4.725661405089324

Sorted 5' Splice Sites (High to Low Probability):
Position 727: 0.9549529595314025
Position 3774: 0.9495925949823528
Position 3057: 0.6998932589451137
Position 7333: 0.647210604076679
Position 8505: 0.39308470406896356
Position 159: 0.20246835794574752
Position 2368: 0.13960176941473412
Position 371: 0.13045749288781672
Position 1653: 0.11819713902710867
Position 10606: 0.09942639059359273
Position 2179: 0.09741527793611789
Position 5794: 0.08325935860519712
Position 5304: 0.07890585661831123
Position 7463: 0.0752358781536359
Position 9189: 0.0685726350615921
Position 8351: 0.04953358558564217
Position 7426: 0.048884949325643974
Position 4322: 0.04821842513670649
Position 2669: 0.04584175460984681
Position 7401: 0.040305127961044934
Position 1581: 0.04017750374255999
Position 7437: 0.03910208497299734
Position 4167: 0.030923481521439693
Position 8160: 0.02833439129887251
Position 2233: 0.02741071667738785
Position 153: 0.026983363130266436
Position 5482: 0.025765094922492782
Position 428: 0.02332731296657197
Position 1782: 0.02226010069829168
Position 3073: 0.020788992180725167
Position 2077: 0.017848999409426556
Position 1142: 0.016377256835956113
Position 1753: 0.015403656973121748
Position 4033: 0.014970126928440302
Position 5586: 0.013720418809509903
Position 432: 0.012186785114941825
Position 3107: 0.010192548821191982
Position 8321: 0.007907413521880844
Position 10079: 0.006980880560342252
Position 242: 0.00651352325659071
Position 1981: 0.0064745340346592205
Position 9135: 0.005153337813037245
Position 2051: 0.005138419414710432
Position 9128: 0.005113011548719119
Position 5221: 0.0045470230950156055
Position 6940: 0.003911479732809404
Position 4659: 0.0037082486160118777
Position 4507: 0.0036594884886551205
Position 5404: 0.0022945979726635814
Position 8829: 0.0012988732669701418
Position 3047: 0.001137749932715493
Position 177: 0.0011320843862461137
Position 438: 0.0010646823290475084
Position 703: 0.0009082940472430228
Position 5045: 0.000828814124020709
Position 375: 0.0008247614341126893
Position 10: 0.0007966416745712017
Position 638: 0.000752377998464392
Position 1263: 0.0007137317884861608
Position 2146: 0.0006688557232048189
Position 59: 0.0006292527405943409
Position 436: 0.0005609349213299606
Position 653: 0.0004654128924910448
Position 5055: 0.00045054468680745486
Position 1683: 0.0002861812333422939
Position 1702: 0.00025547869255943743
Position 1676: 0.00022437861378033064
Position 1573: 0.000184467525579247
Position 1706: 0.0001560710198881574
Position 525: 0.00012708888204857125
Position 314: 0.0001035427905344137
Position 327: 8.11146209184624e-05
Position 7327: 7.600945574373226e-05
Position 1532: 7.105142721538523e-05
Position 205: 6.89631797387785e-05
Position 1710: 6.865068676162819e-05
Position 238: 6.799062757041136e-05
Position 316: 6.78266061106514e-05
Position 7396: 5.0219442658342966e-05
Position 1568: 2.7941290267027024e-05
Position 7421: 2.2576631004661264e-05
Position 1901: 2.1428476012048e-05
Position 27: 2.0476800688529685e-05
Position 466: 1.8384373767995553e-05
Position 1611: 1.7210027904086332e-05
Position 1332: 1.4408554090233153e-05
Position 253: 1.0188617878891092e-05
Position 1807: 9.206549917075531e-06
Position 923: 4.163930947654595e-06
Position 644: 2.893148748614687e-06
Position 721: 3.4055682980015413e-07
Position 712: 2.599549993117332e-07
Position 694: 2.421223541500202e-07
Position 318: 1.8981186743669423e-08
Position 53: 1.4209277752367378e-08
Position 166: 1.4011428919270486e-08
Position 440: 1.186947089054917e-08
Position 442: 6.538181792095975e-09
Position 385: 1.5579250827852102e-09
Position 454: 1.4514248318399346e-09
Position 407: 3.920835036750496e-12
Position 220: 5.320713782670168e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7256: 0.8473153193246683
Position 11491: 0.6013642576904221
Position 3695: 0.46385280359816256
Position 8260: 0.38913564030231457
Position 3643: 0.38250217761768807
Position 2936: 0.36860458487005904
Position 2999: 0.26532797762984656
Position 9027: 0.1742080854201312
Position 2050: 0.17419133541025508
Position 517: 0.13308908138078504
Position 10435: 0.12305627341736369
Position 7775: 0.10752357816706279
Position 3655: 0.10364519440640504
Position 5146: 0.1019431358748781
Position 2263: 0.09751648369026489
Position 503: 0.08356289310652158
Position 1482: 0.0814028013815672
Position 619: 0.07406486757716726
Position 5678: 0.06959470312539563
Position 1557: 0.0663225580271026
Position 2897: 0.0654544366265437
Position 8273: 0.06368359962600971
Position 7201: 0.038363249838492874
Position 9072: 0.035660178098146506
Position 486: 0.02902717003129561
Position 3913: 0.02848932960814626
Position 2469: 0.027776541599633667
Position 9892: 0.027420776140362653
Position 4124: 0.02729212272367507
Position 1600: 0.026192555133471122
Position 5509: 0.017709420390979218
Position 2949: 0.01691686240439607
Position 451: 0.016260630607509277
Position 3909: 0.015768395240552843
Position 1737: 0.01399544257546197
Position 9418: 0.013919295970713282
Position 10827: 0.01384265881120606
Position 1883: 0.013557037591166141
Position 8313: 0.01348105351579203
Position 2558: 0.011494856714671566
Position 1053: 0.011044518314389172
Position 637: 0.01084404355194452
Position 10909: 0.010456359343868335
Position 5443: 0.010163483854029166
Position 10023: 0.009890663288021132
