Gene = DNLZ
index = 459
Annotated 5SS: [303 801]
Annotated 3SS: [ 660 1608]
SMsplice 5SS: [303]
SMsplice 3SS: [1608]
top_k =  500
Partition function (log Z): -7.125621522250971

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.8483182395812988
Position 801: 0.7313869600350446
Position 1443: 0.05781187062329151
Position 1280: 0.05415140728449002
Position 1300: 0.047508516038478166
Position 524: 0.01972785767171051
Position 1646: 0.011066591903808922
Position 568: 0.009209004373572059
Position 1731: 0.008797175916211231
Position 517: 0.0087834073573263
Position 1509: 0.005303590627557487
Position 1249: 0.005229860212771399
Position 107: 0.0048168084232691885
Position 1170: 0.004538030563569174
Position 1310: 0.004085766224328083
Position 177: 0.0040022431004406445
Position 1002: 0.002865848038291129
Position 984: 0.001324174857257752
Position 810: 0.0012975531747320501
Position 339: 0.0012234509723170696
Position 1208: 0.0012191514189998718
Position 1225: 0.0012184327008352347
Position 995: 0.0009969691670577638
Position 844: 0.0006196749565782083
Position 1264: 0.0004433660064790277
Position 573: 0.00036787098064184026
Position 661: 0.0002705955115554097
Position 1156: 0.00015708346381079354
Position 474: 0.00013266002851447154
Position 115: 0.00011779153828315676
Position 401: 0.00011472793768653164
Position 152: 0.00011464185617899561
Position 1470: 8.822768881762145e-05
Position 885: 7.865564249041402e-05
Position 1211: 6.680514340417446e-05
Position 120: 5.9345291784653454e-05
Position 1307: 3.2226838741771064e-05
Position 528: 2.6899249322108702e-05
Position 398: 2.166503508126798e-05
Position 406: 1.1171704956694975e-05
Position 419: 3.205271311317559e-06
Position 777: 2.3768653762638756e-06
Position 938: 1.1918886394570126e-06
Position 675: 1.129253686883236e-06
Position 264: 5.573786663326705e-07
Position 879: 2.0264729196641247e-07
Position 718: 1.7308911339158395e-07
Position 724: 5.7457317343394365e-08
Position 169: 1.1154972790139027e-09
Position 288: 6.038357947849101e-11
Position 482: 5.2491493798890604e-12
Position 601: 2.0963645016409638e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.892848574014491
Position 656: 0.2540077286962046
Position 660: 0.20272789358967366
Position 1097: 0.10185597037958564
Position 633: 0.08947189083512941
Position 1382: 0.0648099540803556
Position 674: 0.05403028199396218
Position 1144: 0.030858427053925136
Position 1718: 0.024568851747998614
Position 744: 0.023677000362813595
Position 1347: 0.015570429090486036
Position 1081: 0.013359645273214166
Position 1030: 0.010890196381640682
Position 1202: 0.009809312665373169
Position 696: 0.006422869963017049
Position 642: 0.005602563340533267
Position 1166: 0.005377568152491872
Position 1874: 0.004683067906704779
Position 1817: 0.003340604199579266
Position 1518: 0.0031861475711265894
Position 712: 0.0024181394665819377
Position 1361: 0.0021507858565562817
Position 592: 0.0020406321626909307
Position 877: 0.0017118498747862847
Position 1248: 0.0016848399051854971
Position 566: 0.001293031393612375
Position 892: 0.0012165180820867636
Position 1820: 0.0011497699160089906
Position 684: 0.0009540903978740982
Position 1494: 0.0007867262907555278
Position 1169: 0.0007193518357424658
Position 1148: 0.000523277981346093
Position 1259: 0.0005004788978316013
Position 1752: 0.0004135784094572926
Position 1697: 0.0004055641101909145
Position 1582: 0.0002792426914425792
Position 370: 0.00027738816889965023
Position 613: 0.00026024141919756775
Position 564: 0.0001792249069917243
Position 1823: 0.00017196850997741424
Position 1429: 0.0001616321976107663
Position 884: 0.00015722356443696793
Position 1762: 0.00013426468361835738
Position 1197: 0.0001158851409960329
Position 912: 0.00011538330165614431
Position 1690: 0.0001042345581791845
Position 1456: 9.01316745275565e-05
Position 961: 8.548582976419306e-05
Position 510: 7.457376815082565e-05
Position 818: 5.464144857897208e-05
Position 572: 5.054519600284287e-05
Position 1561: 4.814156207752894e-05
Position 223: 4.263451013569137e-05
Position 1431: 2.4210752190263726e-05
Position 412: 1.7902434104821218e-05
Position 1727: 1.7598344759737025e-05
Position 392: 1.2708970176795113e-05
Position 233: 8.852976003541903e-06
Position 174: 8.749861425214577e-06
Position 302: 7.3836665942482364e-06
Position 406: 6.28193253817009e-06
Position 269: 5.617189027534604e-06
Position 447: 5.555412776766762e-06
Position 284: 5.327682726405679e-06
Position 930: 5.297086402618379e-06
Position 451: 4.72894113490726e-06
Position 516: 3.4537983361505137e-06
Position 798: 2.9383518686931686e-06
Position 1199: 1.657384815084868e-06
Position 334: 1.2932262793720055e-06
Position 230: 9.052374844152978e-07
Position 176: 7.665626481875043e-07
Position 594: 5.761028992827089e-07
Position 966: 5.41563473999593e-07
Position 508: 4.986361937443197e-07
Position 416: 4.5824596071937013e-07
Position 306: 2.8535611809512096e-07
Position 367: 2.581747632516032e-07
Position 832: 2.47502115341023e-07
Position 456: 2.1034492750685562e-07
Position 582: 1.3413216405877465e-07
Position 468: 1.2494611963251838e-07
Position 479: 1.1865467936410953e-07
Position 187: 2.7167424723516353e-08
Position 533: 1.603834914792264e-08
Position 471: 1.3658482859901638e-08
Position 419: 8.742098181548035e-09
Position 424: 7.013472775044117e-09
Position 938: 3.0717459551291892e-09
