Gene = TSLP
index = 1498
Annotated 5SS: [ 370 1241 1954]
Annotated 3SS: [1195 1818 4253]
SMsplice 5SS: [ 197  370 1241 1954]
SMsplice 3SS: [ 268 1195 1818 2049]
top_k =  500
Partition function (log Z): -2.9618279354784414

Sorted 5' Splice Sites (High to Low Probability):
Position 1954: 0.8657400982787373
Position 1241: 0.8160099585545884
Position 370: 0.7352029937520532
Position 673: 0.6955678944304772
Position 197: 0.5145656572074933
Position 1075: 0.49771543718706324
Position 2284: 0.38628135030611277
Position 1333: 0.11345426320739635
Position 1650: 0.07537487505909259
Position 2080: 0.05901625505884351
Position 2680: 0.03495746314305527
Position 589: 0.029262972110965575
Position 2089: 0.025293529941197865
Position 152: 0.015636584889259633
Position 2146: 0.015188377464121392
Position 2096: 0.011927482500964691
Position 2211: 0.006807840832362594
Position 3629: 0.006194243327080642
Position 100: 0.0060950612737765185
Position 55: 0.0057481742603098015
Position 1585: 0.0050808854109381536
Position 3614: 0.004306832296596301
Position 2255: 0.0033564340229995555
Position 1304: 0.0031193482120009104
Position 748: 0.002873977720228559
Position 161: 0.0017096828719700796
Position 149: 0.0014828529445560885
Position 3071: 0.0012029654999490417
Position 2174: 0.001146788594027859
Position 3441: 0.0010104948167758262
Position 977: 0.0010019209073494802
Position 2675: 0.0006719313853661038
Position 228: 0.0005430770772011248
Position 948: 0.0004421598159121248
Position 168: 0.0004111571503389968
Position 332: 0.000401930577611981
Position 943: 0.00024202691201849637
Position 265: 0.00024007247216094145
Position 1004: 0.0002205747079884576
Position 189: 0.0001955399230781149
Position 399: 0.00014782292217682016
Position 448: 0.00012095598846749591
Position 179: 0.00010659468738225056
Position 2100: 8.145210599868466e-05
Position 365: 5.0403646317417004e-05
Position 510: 4.9841628456218746e-05
Position 374: 4.8965374230406575e-05
Position 659: 4.103312621099796e-05
Position 166: 3.817067034598869e-05
Position 1929: 3.45971871239466e-05
Position 1514: 2.7995278701444595e-05
Position 299: 1.6991867821533344e-05
Position 1316: 1.3346010725354311e-05
Position 694: 9.783491157365302e-06
Position 191: 7.817987316701551e-06
Position 274: 5.915274168553671e-06
Position 800: 4.2347598986332966e-06
Position 1981: 2.049142528251509e-06
Position 1589: 1.8203265325428866e-06
Position 1893: 1.8016889313360392e-06
Position 1383: 1.1661441577894408e-06
Position 1252: 5.775200114880549e-07
Position 201: 2.7243260080209183e-07
Position 72: 2.669760640185214e-07
Position 564: 2.660006951880233e-07
Position 223: 1.1230837185570267e-07
Position 232: 1.0110109265551062e-07
Position 416: 4.120796387049616e-08
Position 276: 2.4874539342701204e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1195: 0.9285377965585283
Position 1818: 0.729768104958095
Position 2049: 0.7051087507679277
Position 4253: 0.6440373503095917
Position 268: 0.4154697271566759
Position 860: 0.28177337332651187
Position 546: 0.268208873284585
Position 864: 0.1701386826261567
Position 451: 0.1634219244988765
Position 1842: 0.12267468166714988
Position 498: 0.08909171224141925
Position 2187: 0.07885233071134258
Position 1433: 0.07574827437737053
Position 571: 0.021185895065644493
Position 2509: 0.01916778104405763
Position 1016: 0.016216901793843518
Position 2963: 0.015889447219023967
Position 3527: 0.014485415288366027
Position 564: 0.011693514094195586
Position 619: 0.011331135780550566
Position 2553: 0.011036308560838723
Position 2535: 0.01006858636443226
Position 588: 0.008668901259469553
Position 889: 0.008417383357211284
Position 640: 0.007715076490188857
Position 2065: 0.007698202036297048
Position 242: 0.007686871542788865
Position 1159: 0.007498518705184682
Position 2797: 0.007485928481390299
Position 1888: 0.005873760843593594
Position 826: 0.0049470891853665615
Position 4201: 0.004698459056356379
Position 1067: 0.004676682724850359
Position 1551: 0.004645800296783283
Position 1815: 0.0036537048101783105
Position 2777: 0.0035756096911174337
Position 510: 0.0034093220554916883
Position 3778: 0.0033884256950150625
Position 2751: 0.00333484935039633
Position 910: 0.003094268471735672
Position 3243: 0.0029141539895590884
Position 312: 0.002772789085773208
Position 3351: 0.002533998001520843
Position 1233: 0.0024828145925462814
Position 1321: 0.002432163472115206
Position 2959: 0.002431992234834644
Position 2228: 0.001884413147604648
Position 3590: 0.001833749515572825
Position 232: 0.0017104099096945974
Position 598: 0.0016577729066657547
Position 1461: 0.0016284942931735031
Position 791: 0.0012332113623178425
Position 669: 0.0012127124858875024
Position 747: 0.0012114461536157795
Position 1099: 0.001139667304289143
Position 1276: 0.0010217606514860782
Position 411: 0.0009571983363080502
Position 765: 0.0008831755219023787
Position 1936: 0.0007612349816302201
Position 829: 0.0007303254537244
Position 1567: 0.0007253791972785698
Position 666: 0.0006555025623978714
Position 2983: 0.0006495574990752187
