Gene = LSM10
index = 800
Annotated 5SS: [126]
Annotated 3SS: [3738]
SMsplice 5SS: [651]
SMsplice 3SS: [3738]
top_k =  500
Partition function (log Z): -9.224749012479702

Sorted 5' Splice Sites (High to Low Probability):
Position 651: 0.463117109363683
Position 3844: 0.2658795647617055
Position 3769: 0.21720286989538207
Position 196: 0.19967750888270028
Position 126: 0.15430317999866636
Position 275: 0.14649082091370244
Position 4072: 0.0509796106552101
Position 632: 0.05082778493066187
Position 136: 0.050641457346620816
Position 3677: 0.029080931086619525
Position 4127: 0.022864525835266086
Position 1050: 0.012694741946640192
Position 302: 0.012023644497801139
Position 1066: 0.011274846577283922
Position 595: 0.00982128176382319
Position 130: 0.008583030915107575
Position 398: 0.005278545496762866
Position 590: 0.003904013458252817
Position 143: 0.003894048499235879
Position 236: 0.0034437140159720293
Position 2240: 0.0033138678628525505
Position 4104: 0.002712274259335511
Position 403: 0.0022280132321595278
Position 3640: 0.0019367369543464843
Position 4345: 0.00154285046177874
Position 3637: 0.00118076726323611
Position 769: 0.0007804137933211551
Position 728: 0.0005708987879535249
Position 282: 0.000422830874054119
Position 1183: 0.0003417352573285499
Position 476: 0.0003153122176578287
Position 483: 0.00029483383149010955
Position 123: 0.0001698835579433752
Position 3005: 0.00013948658147953133
Position 2438: 0.0001082114708930741
Position 118: 9.59752322920144e-05
Position 360: 6.444296649399061e-05
Position 332: 4.932568772777421e-05
Position 486: 1.137517141537192e-05
Position 27: 1.078546790452451e-05
Position 341: 7.4496100756784285e-06
Position 329: 4.618196090060651e-06
Position 15: 4.5519600032817243e-07
Position 64: 4.034522627872334e-11
Position 215: 1.1774437457303134e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3738: 0.7097898981410385
Position 3988: 0.35655110836959564
Position 3960: 0.11923190805869284
Position 3711: 0.09038797143711358
Position 3619: 0.08697986421528786
Position 4018: 0.06765816234525542
Position 537: 0.05946018055939612
Position 419: 0.030396930356999304
Position 2791: 0.026949484307028645
Position 4428: 0.024963199173436142
Position 556: 0.023457483794682345
Position 4174: 0.012779316102296401
Position 2123: 0.012392522328574075
Position 455: 0.010512049565472416
Position 4166: 0.010486030000998249
Position 3892: 0.01025478593948902
Position 4226: 0.009505125361805701
Position 2812: 0.006007358093211657
Position 4190: 0.005746485999772626
Position 3828: 0.005192024251014906
Position 356: 0.0043423076581907355
Position 905: 0.004208949949613403
Position 4261: 0.004037020664398202
Position 2576: 0.003625320398031301
Position 4432: 0.003075417440502298
Position 4290: 0.0026925338393544544
Position 951: 0.002614358137495361
Position 1671: 0.0025836905209600707
Position 3837: 0.002091018445688794
Position 4223: 0.0018477193838766536
Position 305: 0.0016315621321366096
Position 4348: 0.0014420264647840059
Position 631: 0.0013538717720249327
Position 931: 0.0012211726151908403
Position 3090: 0.0012100364193139204
Position 1087: 0.0011827414056813567
Position 4305: 0.0011748193743019754
Position 792: 0.0011639489348716833
Position 2787: 0.0010942917836290107
Position 4323: 0.0010000739812524742
Position 748: 0.0009496824939068883
Position 2326: 0.0009212838247513054
Position 2757: 0.0009170161510103043
Position 1477: 0.0008559610003636226
Position 2046: 0.000767150283394726
Position 2359: 0.0007597087711017471
Position 397: 0.0007124649201138677
Position 4412: 0.0007111874826670791
Position 2119: 0.0006369679557322343
Position 425: 0.0005776809162531285
Position 1282: 0.0005019367180828572
Position 831: 0.0004784320669345891
Position 1722: 0.0004583050922114317
Position 3809: 0.00045205431539577934
Position 490: 0.0004107167850824275
Position 4143: 0.00039124907118087324
Position 1232: 0.0003908620262935647
Position 509: 0.00035905508139829446
Position 4409: 0.0003305790807259409
Position 4050: 0.00032427095478497876
Position 4451: 0.0003117119597109825
Position 768: 0.00030229501015908197
Position 501: 0.0003006129617703538
Position 3742: 0.0002940267551904676
Position 378: 0.0002853564768521857
Position 571: 0.0002800655079246651
Position 3745: 0.0002691937286929591
Position 1138: 0.0002502265144159389
Position 4277: 0.000222741795687348
Position 3424: 0.00021087472070017787
Position 3108: 0.0001894803686802817
Position 3004: 0.00018883925624662768
Position 516: 0.00015624133823656205
Position 1512: 0.00012209852480304435
Position 2544: 0.00010966742967828024
Position 2519: 0.00010675531696113993
Position 3376: 9.077964530702896e-05
Position 2141: 8.430063438190237e-05
Position 1497: 7.969407042184716e-05
Position 1508: 7.209140890148347e-05
Position 241: 7.081223662452841e-05
Position 254: 4.5487039243336974e-05
Position 3931: 3.067114484480629e-05
Position 3870: 5.651889964217818e-06
Position 464: 1.6125893031435372e-06
Position 359: 1.281457262132301e-06
Position 428: 8.797791602415021e-07
Position 431: 4.882161356144772e-07
Position 310: 1.7208936963603523e-07
Position 279: 1.6583433962484709e-07
Position 236: 4.7681574870489175e-08
Position 644: 4.535375074047896e-08
Position 368: 3.390085834262747e-08
Position 471: 2.2379616824731618e-08
Position 341: 9.537016885415132e-09
Position 275: 3.4165109043513796e-09
Position 209: 1.4471107208435425e-09
Position 933: 4.608420454500049e-10
Position 1008: 2.243550604474754e-10
