Gene = AKNAD1
index = 49
Annotated 5SS: [  166  5423  7558  8183  8343 13961 19545 22166 22648 26536 29890 33529
 33725 36550 40047]
Annotated 3SS: [ 4326  7517  8033  8279 13826 19387 22037 22565 26443 29791 33405 33616
 36467 39916 40791]
SMsplice 5SS: [  166  8343 13961 19485 26536 26816 29890 33529 33777 39757 40086]
SMsplice 3SS: [ 8279 13826 19387 26443 26697 29791 33405 33616 39681 39916 40791]
top_k =  500
Partition function (log Z): 2.2940087949340584

Sorted 5' Splice Sites (High to Low Probability):
Position 29890: 1.000000000000001
Position 8343: 0.9848193319813399
Position 166: 0.9389435360513391
Position 13961: 0.9353042443967748
Position 33529: 0.8111670903431566
Position 19485: 0.6909725054878955
Position 33777: 0.6311193174788958
Position 40086: 0.6140424350814785
Position 22166: 0.6136068096212445
Position 20999: 0.5415060755515071
Position 39757: 0.5405105003730636
Position 7192: 0.5061338571480107
Position 26816: 0.4597903012124553
Position 6047: 0.4516652095964578
Position 6752: 0.4514095449484647
Position 36550: 0.39517878840111437
Position 32185: 0.3376033039934762
Position 14875: 0.32587645026324463
Position 8183: 0.32476792412753785
Position 5423: 0.30492293835403456
Position 34299: 0.30378233097716223
Position 33725: 0.3014740248012684
Position 40047: 0.2964702082654621
Position 33982: 0.28422848649415927
Position 19545: 0.27936892300374133
Position 22648: 0.2171421223640165
Position 6732: 0.20795194628520305
Position 8893: 0.1961196211528217
Position 26536: 0.18315712669443657
Position 8682: 0.1818879447316069
Position 3559: 0.17821979770811486
Position 8666: 0.17672248036891197
Position 14765: 0.15404752231551833
Position 18677: 0.14282372151766917
Position 7558: 0.14214707553285125
Position 7874: 0.1329953356507959
Position 40221: 0.11348451948165862
Position 6269: 0.11234093667995415
Position 16485: 0.10392999790182547
Position 30523: 0.08155402735601451
Position 39772: 0.07736901353987596
Position 37061: 0.07622817501179664
Position 6589: 0.07280721955282736
Position 27220: 0.07251495795395292
Position 8974: 0.0684754501072802
Position 6747: 0.05717537020696512
Position 26845: 0.04965620278913973
Position 7741: 0.04907312328440019
Position 33986: 0.046470193955989496
Position 6966: 0.04063546051841043
Position 28040: 0.03738278958398083
Position 7934: 0.037164294703439404
Position 25833: 0.03486348759830188
Position 253: 0.03458951460918362
Position 6096: 0.03077613041683415
Position 8672: 0.030248161009540343
Position 36825: 0.029968787794192486
Position 26805: 0.028841573098992455
Position 31500: 0.02843370073844902
Position 6926: 0.02596448600264638
Position 29198: 0.02429037079905237
Position 28369: 0.0230001834363669
Position 6615: 0.021739281610533817
Position 7359: 0.021674663401053413
Position 20476: 0.020613335962759834
Position 34939: 0.01823774843569877
Position 22931: 0.015887354669783364
Position 1084: 0.012145590852791478
Position 297: 0.01152088482489535
Position 39796: 0.009209621530373753
Position 13981: 0.007799375292952694
Position 3459: 0.007674433375209309
Position 33957: 0.006740917873202631
Position 3572: 0.006509069416882082
Position 277: 0.006506039299521134
Position 38: 0.006059699051535939
Position 6127: 0.005916010861762826
Position 30196: 0.005504413984808504
Position 40708: 0.005280445615588497
Position 38215: 0.005133607229743294
