Gene = ASNS
index = 101
Annotated 5SS: [  192   824  2765  3635  8284 13330 13689 14265 15853 17190 17963 19238
 19483]
Annotated 3SS: [  545  2728  3362  8045 13143 13586 14136 15725 17082 17861 19155 19326
 20073]
SMsplice 5SS: [  192  3635  8284 12968 13330 13689 13901 14265 15853 17190 19238 19483]
SMsplice 3SS: [ 3362  8045 12835 13143 13586 13811 14136 15725 17082 19155 19326 20073]
top_k =  500
Partition function (log Z): 13.68200893925949

Sorted 5' Splice Sites (High to Low Probability):
Position 17190: 0.9971038521507758
Position 14265: 0.9925376606598666
Position 13689: 0.9504895816040013
Position 8284: 0.886054277150769
Position 192: 0.8807308996751728
Position 13330: 0.8615265455153713
Position 3635: 0.8558199342152216
Position 15853: 0.6704980298409198
Position 13901: 0.6244379377742376
Position 19238: 0.5646939982631439
Position 12968: 0.5197459476146122
Position 19483: 0.5015412413510227
Position 4878: 0.49948939123482466
Position 17532: 0.41689894502361746
Position 19257: 0.3003457300356842
Position 2765: 0.25248009350667244
Position 350: 0.17732781850837145
Position 17963: 0.1735853853745089
Position 2964: 0.16149454032864058
Position 15858: 0.13623746354682037
Position 15272: 0.12139437182517362
Position 15074: 0.11672071028997338
Position 19242: 0.0868745371967224
Position 18361: 0.08231044306909
Position 5560: 0.08210982887142323
Position 7351: 0.07262093775404
Position 18826: 0.06525300829999255
Position 6709: 0.062274165815543354
Position 2856: 0.056568270105006195
Position 5449: 0.050593380793274384
Position 19435: 0.04909039681347149
Position 10934: 0.043188936518778
Position 15849: 0.04214508911392269
Position 824: 0.04178161740139125
Position 8089: 0.03992175431267797
Position 8152: 0.03517781445615641
Position 100: 0.03454498575325349
Position 12084: 0.03294814826379535
Position 1763: 0.03288975837586685
Position 3181: 0.02950629337910972
Position 5556: 0.029440156112178064
Position 3798: 0.029401130504734786
Position 2465: 0.02683717793127088
Position 10982: 0.02594773808622047
Position 3539: 0.025004935789477222
Position 13724: 0.02466171417557055
Position 3099: 0.019547492916500778
Position 11791: 0.018416769426116156
Position 620: 0.016591142031767085
Position 16416: 0.016112734032379776
Position 850: 0.015673055695631283
Position 17489: 0.012818882794462961
Position 1551: 0.012347670149646692
Position 4453: 0.01191849744952431
Position 17893: 0.011405467018661682
Position 16506: 0.01053505036733399
Position 1085: 0.009804229006249015
Position 5808: 0.009729192935713466
Position 5565: 0.009389702889320669
Position 2615: 0.009034934383910826
Position 4558: 0.008782671279416648
Position 5722: 0.008525974037155094
Position 7300: 0.00762109804009953
Position 15050: 0.007446528811108416
Position 502: 0.007320448587775209
Position 16191: 0.0070468977619522425
Position 19703: 0.006935081376624189
Position 18331: 0.006519610135663903
Position 16511: 0.0053669909290874635
Position 3468: 0.005023204759746142
Position 16170: 0.003740974018533248
Position 14270: 0.003738958558486046
Position 3532: 0.003703376805036681
Position 16482: 0.0036590466231394706
Position 16452: 0.0035313946423614863
Position 13905: 0.003279325327726348
Position 16662: 0.0032344485249817478
Position 16043: 0.002940631052906783
Position 2827: 0.002747648097925865
Position 104: 0.0026019103273541623
Position 15433: 0.0025979126409056224
Position 18358: 0.002471319491961328
Position 13284: 0.00237730974772179
Position 17688: 0.00218137078823908
Position 315: 0.00198100378368435
Position 16082: 0.001472038079742082
Position 15907: 0.0014341395769688497
Position 17298: 0.0012200720011756577
Position 17235: 0.0012178835533628975
Position 1222: 0.0009997879041417918
Position 1069: 0.0009795157675883627
Position 15100: 0.0009591481447866892
Position 13260: 0.0009535852271827761
Position 2806: 0.0009036783104885976
Position 2611: 0.0009022628152110622
Position 16070: 0.0008971616727730097
Position 19418: 0.0008558058218370569
Position 17303: 0.0007653259518807521
Position 49: 0.0006068731835110067
Position 2434: 0.0005654270705901984
Position 13909: 0.0005087670279055524
Position 13694: 0.0004994418821107774
Position 14584: 0.00048394187841660957
Position 2469: 0.0004825035914659692
Position 2456: 0.0004581189116982634
Position 17406: 0.00044363308490169903
Position 14035: 0.0004095205762457403
Position 2776: 0.0003737162913747559
Position 1968: 0.0003541671976898782
Position 2842: 0.0003190973875741884
Position 587: 0.00029148754272912585
Position 2643: 0.00029024964746796403
Position 2632: 0.0002624560778189886
Position 14598: 0.00021064779662412827
Position 13932: 0.00020116728521151267
Position 1164: 0.00018896371833193094
Position 2256: 0.00017780349129075076
Position 17451: 0.0001635402406929946
Position 564: 0.00014571271671787037
Position 2475: 0.00011504496320828377
Position 14505: 7.802649849067163e-05
Position 2102: 7.519933624431053e-05
Position 1090: 7.319261466516214e-05
Position 2219: 6.52045336718849e-05
Position 17291: 6.290229487755633e-05
Position 1607: 5.529904858979433e-05
Position 4946: 4.653693142581961e-05
Position 2122: 4.245128824780929e-05
Position 17270: 3.0497328210877292e-05
Position 1075: 2.3810780843388623e-05
Position 1891: 2.1750524170295927e-05
Position 2933: 1.971374615346289e-05
Position 671: 1.7468075896861718e-05
Position 39: 1.73871904195111e-05
Position 17496: 1.6519002638294228e-05
Position 201: 1.6066376113399206e-05
Position 517: 5.374371991125538e-06
Position 508: 4.740302302059951e-06
Position 622: 4.448869000830167e-06
Position 665: 4.067765398909782e-06
Position 673: 3.5439193111607134e-06
Position 615: 3.1235821679532736e-06
Position 490: 1.6938338861190294e-06
Position 53: 1.1595201500138912e-06
Position 630: 8.535679961269734e-07
Position 570: 7.669103191125439e-07
Position 287: 7.239000548271033e-07
Position 275: 6.032003212554613e-07
Position 627: 4.017363717276932e-07
Position 515: 8.70706832732456e-08
Position 381: 3.228627345474234e-08
Position 17170: 3.09259845283357e-08
Position 131: 1.1925778626975661e-08
Position 139: 6.058250740066767e-09
Position 792: 5.501831595053953e-09
Position 246: 8.529509696497158e-10
Position 86: 4.709282726304357e-10
Position 213: 2.889012655429165e-10
Position 416: 1.2258669979645288e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 17082: 0.9960800994187082
Position 13586: 0.9702632232954216
Position 20073: 0.9544433625773915
Position 8045: 0.9464332224549808
Position 19155: 0.9034171601526908
Position 14136: 0.7892853964260572
Position 13143: 0.7692172196476749
Position 13811: 0.6308992073341115
Position 19326: 0.5524986119136372
Position 12835: 0.5197459476146122
Position 2728: 0.47851059175170935
Position 4785: 0.4589498379838795
Position 15725: 0.4128925406453555
Position 3362: 0.3565931544381365
Position 3436: 0.26097037147516267
Position 3565: 0.2510777203786729
Position 15676: 0.21249265580990143
Position 15618: 0.18627701625407253
Position 5372: 0.17343271793379184
Position 17433: 0.17188319960743773
Position 17395: 0.1622520731911406
Position 14935: 0.12712088916380987
Position 13185: 0.09564022084260103
Position 268: 0.09483698953375722
Position 17861: 0.0897582139500642
Position 17787: 0.08581249379365616
Position 7279: 0.08024203579413956
Position 14180: 0.07123775376810705
Position 15191: 0.06991969287254055
Position 774: 0.06164207010539033
Position 14177: 0.06072444425778289
Position 18212: 0.059627093617458674
Position 18648: 0.05948291370580455
Position 10805: 0.05750434022437971
Position 6620: 0.05226007355434649
Position 17401: 0.04749139019335925
Position 17270: 0.04564463845530977
Position 16297: 0.04221019222386026
Position 4817: 0.04025002028699208
Position 11907: 0.03294814826379535
Position 1689: 0.030090112187005184
Position 19132: 0.029206465241848004
Position 3414: 0.02919151809180612
Position 13997: 0.027700635413765995
Position 15143: 0.025608190396039638
Position 2314: 0.02080721114169743
Position 14095: 0.019737468862914193
Position 15780: 0.018573115341713065
Position 11712: 0.018416769426116156
Position 18154: 0.018173910721417205
Position 3735: 0.017121950284599785
Position 4241: 0.01609216263293952
Position 14062: 0.015880786921321548
Position 3030: 0.015377411737911755
Position 19220: 0.015185244539637214
Position 5627: 0.013976564014192583
Position 18243: 0.013555589829914264
Position 432: 0.01350695544040757
Position 2865: 0.012739944559462412
Position 19387: 0.01236375140795063
Position 19798: 0.011720885313017062
Position 10826: 0.01163233438061873
Position 2501: 0.011150344427595504
Position 2824: 0.011070231184546819
Position 15155: 0.010799593742918803
Position 7784: 0.010360053651924701
Position 6575: 0.010014092261196865
Position 15957: 0.00938722566586899
Position 15643: 0.009376023168920526
Position 1503: 0.008864699656512955
Position 15232: 0.00862792481222175
Position 19641: 0.007794804677320893
Position 19061: 0.007220744272720092
Position 16097: 0.006629358523294708
Position 17371: 0.005896450452324533
Position 15776: 0.005774037288162267
Position 396: 0.005048764441396125
Position 18477: 0.0047331122560527565
Position 2138: 0.004592222258804676
Position 19509: 0.004479842548924754
Position 17829: 0.00429212123785766
Position 13417: 0.004216944747087246
Position 17940: 0.00402755254538964
Position 19181: 0.0038158780965362833
Position 15169: 0.0036294709406966205
Position 191: 0.0035288972939509227
Position 1456: 0.0031141245410057964
Position 3542: 0.003110023012637164
Position 15698: 0.0028226273862670525
Position 13598: 0.0028221563705025884
Position 2682: 0.00280053336452775
Position 14152: 0.002798957389081697
Position 755: 0.002714927470357096
Position 7868: 0.0025953644676576944
Position 17102: 0.0025350202007783447
Position 309: 0.0025128826337639672
Position 2434: 0.0024953143956900044
Position 17880: 0.0024689870876116876
Position 15221: 0.0024094793831162756
Position 5766: 0.0023789536910806316
Position 20179: 0.0022496798828480933
Position 233: 0.002181516261756149
Position 4311: 0.002096868883802781
Position 905: 0.0019383281761077326
Position 7825: 0.001765205345040137
Position 272: 0.0017184727509271162
Position 17626: 0.001580255303330299
Position 4528: 0.001560077553446157
Position 14107: 0.0013991821012736922
Position 15732: 0.0013919729219824218
Position 19561: 0.0013856509298429333
Position 2357: 0.0012633469798563732
Position 14007: 0.0012579605530708684
Position 1720: 0.0011735134495680173
Position 18549: 0.0010369823381352233
Position 19004: 0.0009842626251698376
Position 14035: 0.00097905226360319
Position 641: 0.00096693977982146
Position 20042: 0.0009470301372535865
Position 13833: 0.0009384153010689091
Position 3264: 0.0008489929015631466
Position 15681: 0.0007147332622565029
Position 4427: 0.0006420982202809622
Position 13972: 0.0005576026074932401
Position 1915: 0.0005094453942238158
Position 1717: 0.000491885158519043
Position 14403: 0.0004525812919352186
Position 2590: 0.00044558028114039677
Position 2827: 0.00040220477957870826
Position 545: 0.0003831677062373443
Position 15176: 0.00037802901764825064
Position 2524: 0.00036269224615391395
Position 2067: 0.0003425909665012422
Position 1637: 0.0003226620964407156
Position 608: 0.0003117877496690761
Position 4261: 0.0003099614384715291
Position 1694: 0.00028957760237662244
Position 20140: 0.0002766728714969943
Position 1514: 0.00027650226769417914
Position 1024: 0.00027218945460262436
Position 14489: 0.00024793270692049694
Position 15207: 0.000239737328186504
Position 16544: 0.00022947289542365334
Position 2992: 0.00022307416500828712
Position 2686: 0.0001892349128972682
Position 1321: 0.00018613852839712757
