Gene = MPC2
index = 856
Annotated 5SS: [  308 11544 15494 16062]
Annotated 3SS: [11502 15408 15949 17680]
SMsplice 5SS: [  308 11544 15494 16062]
SMsplice 3SS: [11502 15408 15949 17680]
top_k =  500
Partition function (log Z): -5.773407735459549

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9994250825089561
Position 11544: 0.9580416204028821
Position 15494: 0.9224852860132892
Position 16062: 0.6528100821604464
Position 15772: 0.23261888191020033
Position 5388: 0.22017159959134677
Position 1756: 0.09442862741396917
Position 2555: 0.07662974754633473
Position 9199: 0.05310699313268246
Position 5367: 0.04978202986700344
Position 9902: 0.03554358589054193
Position 2625: 0.02950385119631597
Position 7240: 0.02708597556264763
Position 1174: 0.02491703996025451
Position 16652: 0.022821333600963452
Position 1109: 0.021772064593885105
Position 3889: 0.020685977374391838
Position 9757: 0.01900582580697196
Position 7476: 0.016771899983568435
Position 16746: 0.01621846621375225
Position 3604: 0.011046675639380686
Position 9888: 0.009378953969124977
Position 7099: 0.0090038064815646
Position 6419: 0.006779213555626841
Position 15912: 0.006728899335778627
Position 17215: 0.006235468208217836
Position 2643: 0.005745056984421996
Position 2844: 0.004492948920391206
Position 11648: 0.004089149774373022
Position 7546: 0.004053698512223064
Position 15865: 0.003936482547882609
Position 3492: 0.003117147965272027
Position 17603: 0.0031084433457621817
Position 12633: 0.0027482359400728728
Position 15696: 0.0024672542436758814
Position 15740: 0.0023923003007559306
Position 15827: 0.002315739640230724
Position 2541: 0.0022566400062403076
Position 17833: 0.0018505659857063596
Position 17247: 0.0010485393149323103
Position 16215: 0.0008270012243644357
Position 18082: 0.0007356512690373701
Position 17808: 0.0004457320888450334
Position 2300: 0.00038574342489830477
Position 500: 0.0002608996938332521
Position 73: 0.0002430064456871005
Position 813: 0.0002396368541466883
Position 1762: 0.00021001649732265614
Position 212: 0.00019453716465991588
Position 1735: 0.0001609317299104715
Position 2203: 0.00014077935494567656
Position 1046: 0.00010638711229740327
Position 700: 8.830614322142607e-05
Position 1694: 8.568957036762891e-05
Position 730: 8.066331190245464e-05
Position 985: 7.987065589178211e-05
Position 509: 7.921877637390822e-05
Position 1035: 7.303298509843283e-05
Position 948: 4.8348404575023885e-05
Position 838: 3.2590900194698336e-05
Position 1347: 2.9107116004457157e-05
Position 1227: 2.2565241241492553e-05
Position 256: 1.8112929062482605e-05
Position 41: 1.7047618719244287e-05
Position 951: 1.5638735007404883e-05
Position 712: 9.11285601794652e-06
Position 3587: 8.202397590398278e-06
Position 117: 7.287796866034979e-06
Position 615: 7.046669443598789e-06
Position 843: 7.024309641461479e-06
Position 431: 5.341485658209097e-06
Position 1323: 5.255228907988314e-06
Position 717: 4.7195131209133264e-06
Position 979: 3.299977396810836e-06
Position 1021: 1.82844707420671e-06
Position 1343: 1.2342150209203365e-06
Position 724: 1.1397739022730295e-06
Position 137: 8.44150485460769e-07
Position 201: 2.965389188400337e-07
Position 291: 1.2674315230306975e-07
Position 99: 9.696959633358152e-08
Position 102: 6.367042836180913e-10
Position 456: 3.797292051738019e-10
Position 134: 1.4403479926434569e-11
Position 288: 6.956539707710369e-12
Position 105: 5.1524096119829815e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11502: 0.9636073615060238
Position 15408: 0.9231769219023542
Position 15949: 0.6604353250652801
Position 17680: 0.6336468113791682
Position 15695: 0.2886252669266914
Position 5265: 0.12615655282785346
Position 5232: 0.12162964811666929
Position 1577: 0.0858485259005561
Position 17004: 0.07624388663373673
Position 2430: 0.07138918384747718
Position 18449: 0.06951781840279772
Position 9146: 0.05327397843055618
Position 9645: 0.04988189872742407
Position 17995: 0.033595463200394936
Position 16135: 0.026798968297858782
Position 2554: 0.02577488478075833
Position 948: 0.024082368280808873
Position 7012: 0.01928280235557702
Position 7090: 0.01680697968863521
Position 19241: 0.015751391214844937
Position 16967: 0.01538602105642488
Position 837: 0.014919032961158693
Position 15626: 0.014886581059178778
Position 16531: 0.014843545681504129
Position 2393: 0.013622188603188593
Position 16629: 0.01280109399730505
Position 18887: 0.011829035527041565
Position 3791: 0.011783630732732482
Position 5180: 0.010773327397258748
Position 7465: 0.009834330686437506
Position 9807: 0.009830681135453254
Position 3822: 0.00894240322934139
Position 7376: 0.00829089497704109
Position 18339: 0.007694823182000585
Position 15561: 0.0074469859220664125
Position 2509: 0.0066524757932266395
Position 16159: 0.006650956004143214
Position 1627: 0.006551289395211508
