Gene = SSMEM1
index = 1339
Annotated 5SS: [ 234 5675]
Annotated 3SS: [5619 8113]
SMsplice 5SS: [ 234 1566]
SMsplice 3SS: [1480 3324]
top_k =  500
Partition function (log Z): -11.003560359144455

Sorted 5' Splice Sites (High to Low Probability):
Position 1566: 0.7855176014598704
Position 234: 0.5598261987760514
Position 2132: 0.3430863895789649
Position 6538: 0.22181735475541006
Position 8024: 0.16887237826177293
Position 6806: 0.1645200693915197
Position 182: 0.15709811559541698
Position 6838: 0.13080090804697456
Position 461: 0.1152841288998312
Position 5675: 0.11241966741887065
Position 81: 0.07753869572793565
Position 7982: 0.05035478202166523
Position 6217: 0.04841052260959298
Position 2529: 0.014183488488023428
Position 7785: 0.01356529347824923
Position 2554: 0.007573437178423015
Position 6908: 0.007046246773973125
Position 2989: 0.005782387764112211
Position 1420: 0.0048122040508923455
Position 5998: 0.004586203932791556
Position 195: 0.003099660494398282
Position 102: 0.0022395611792427376
Position 756: 0.0019726277732563854
Position 1303: 0.0018921487564354143
Position 540: 0.0018150758302943304
Position 2715: 0.0014877404959778191
Position 788: 0.000945904560334685
Position 994: 0.0009128056545435748
Position 2762: 0.0008421993257119199
Position 1461: 0.0007207163856465028
Position 4490: 0.000691311376300845
Position 2792: 0.0006572027633041412
Position 2439: 0.0004675222821217203
Position 447: 0.00045782018646257585
Position 25: 0.00040867931460417833
Position 729: 0.00029165769616742635
Position 1998: 0.00024627235538812677
Position 209: 0.00015592313328284494
Position 273: 0.00011711713901664974
Position 1528: 0.00011472943464888277
Position 838: 0.00010237795272701701
Position 2523: 2.5160958059145878e-05
Position 971: 2.3311581826409206e-05
Position 228: 8.625474974225244e-07
Position 201: 3.68644029149197e-07
Position 334: 1.826513009966269e-07
Position 189: 9.424553389027979e-08
Position 109: 5.8424132264888163e-08
Position 812: 5.8038214021732604e-08
Position 154: 4.766271940393022e-08
Position 479: 4.2863460150618326e-08
Position 474: 4.058020646798438e-08
Position 419: 3.631988411626855e-08
Position 687: 3.175317242116463e-08
Position 45: 2.5857827462066644e-08
Position 1634: 1.2770224422582012e-08
Position 712: 9.078067447331745e-09
Position 266: 5.331416182731716e-09
Position 337: 1.7206237529616614e-09
Position 465: 5.861582002958683e-10
Position 342: 2.521529067328111e-10
Position 681: 2.061341456118266e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.6895647834836229
Position 8113: 0.37671111298672394
Position 6692: 0.2766935083505038
Position 6290: 0.22191185809540676
Position 7932: 0.2019159861661634
Position 6906: 0.14475024868807312
Position 5619: 0.140508604579413
Position 3324: 0.13405138649250095
Position 2056: 0.12628487151360995
Position 1740: 0.11667562223082555
Position 7865: 0.09959175015045164
Position 6104: 0.0665441124190579
Position 6651: 0.05798381246830475
Position 2683: 0.04304486907639306
Position 1901: 0.03662118439814084
Position 6995: 0.02962155077634184
Position 1904: 0.027064064204341445
Position 2842: 0.025244641352076824
Position 7693: 0.022238389710638455
Position 7672: 0.019303252465564982
Position 2370: 0.015154698048973589
Position 2336: 0.014083088844521991
Position 1882: 0.010683695999007913
Position 1764: 0.00982686354444831
Position 1995: 0.009619903089284619
Position 1981: 0.009099193723030481
Position 2635: 0.008381551449394372
Position 3320: 0.0077212535634014635
Position 342: 0.006562155438548425
Position 4530: 0.004988813294419028
Position 1930: 0.004772616539543453
Position 2127: 0.00403894306351199
Position 1266: 0.003993599108857081
Position 334: 0.003962595909048687
Position 1397: 0.0037111289737494974
Position 3829: 0.003314195018446483
Position 1502: 0.0031236193797991385
Position 379: 0.0030865549034832
Position 2400: 0.002573381081397486
Position 4253: 0.0021747447964148357
Position 1417: 0.0021292802670408026
Position 6023: 0.002109773588774143
Position 3709: 0.0016771004984762496
Position 884: 0.0016104554178981564
Position 1460: 0.0013607559848064393
Position 1389: 0.0013460803909134005
Position 2020: 0.0012610934162921373
Position 3934: 0.00121043839237787
Position 1358: 0.0010871978934535811
Position 4184: 0.0007797744694823925
Position 2276: 0.0007689254273893397
Position 4165: 0.0006826882293237081
Position 2913: 0.0006642442979389539
Position 4294: 0.0005866501174431265
Position 2408: 0.0005831234767228689
Position 281: 0.0005778037841920257
Position 5239: 0.0005723501135851415
Position 2299: 0.0005532432883392368
Position 1023: 0.00044769233485160713
Position 1403: 0.00042293958234407736
Position 1906: 0.00039450716390230703
Position 435: 0.00037770953185506015
Position 858: 0.00037424820981119233
Position 1280: 0.00037238259376057596
Position 1821: 0.0003711033556800207
Position 4512: 0.0002905592150405162
Position 4149: 0.0002567638738064804
Position 3163: 0.00023840728155904742
Position 1746: 0.00023302291552971158
Position 1047: 0.00021586461047239095
Position 1189: 0.0002132776174507785
Position 627: 0.00017942962970718474
Position 783: 0.00015959336221146403
Position 2932: 0.0001559611062048263
Position 372: 0.00015180476659186297
Position 1184: 0.00011851116569938605
Position 630: 0.00011661791575984913
Position 2215: 0.00011311859396744852
Position 582: 9.357094667539751e-05
Position 2088: 7.04746093001482e-05
Position 2074: 6.528295363244518e-05
Position 1533: 6.382331201981987e-05
Position 1424: 5.5684618182249975e-05
Position 165: 4.950536778757453e-05
Position 4233: 4.634336047753512e-05
Position 1838: 4.202566357531019e-05
Position 1213: 3.982920679647549e-05
Position 2338: 3.848366781926579e-05
Position 220: 3.78865879854867e-05
Position 1548: 3.3773267350156855e-05
Position 2523: 2.61787955315087e-05
Position 1133: 2.459519679820381e-05
Position 1300: 2.168557311551086e-05
Position 2380: 1.8782571840495767e-05
Position 701: 1.1686523626214878e-05
Position 1806: 1.1328476018521957e-05
Position 125: 1.1058783291101546e-05
Position 1239: 1.0356581201877663e-05
Position 1104: 9.263554621420988e-06
Position 1311: 5.6646457205034186e-06
Position 827: 5.576794401535341e-06
Position 1620: 5.387623708737496e-06
Position 392: 5.346798898960218e-06
Position 1862: 5.170084580936609e-06
Position 1121: 3.661150988337401e-06
Position 598: 2.938795262402869e-06
Position 841: 2.1088927131670624e-06
Position 1704: 1.4449257846676014e-06
Position 237: 1.34711258059513e-06
Position 712: 1.1827933040132251e-06
Position 1029: 8.974137097199571e-07
Position 1657: 3.8506761352007703e-07
Position 1242: 1.9873107054161004e-08
Position 399: 9.36098718676651e-09
Position 401: 4.353363089946191e-09
Position 865: 3.78044017236767e-09
Position 413: 3.1024756448270743e-09
Position 437: 2.696333127815337e-09
Position 893: 2.4580995916527317e-09
Position 803: 2.400243048156995e-09
Position 419: 1.1087739556814285e-09
Position 474: 4.1797230463164543e-11
Position 687: 3.485235639064136e-11
Position 143: 1.84940553759728e-12
