Gene = U2SURP
index = 1516
Annotated 5SS: [  135  9321 10815 12871 14833 15437 18498 19155 19847 20017 21124 21526
 22480 25715 26868 27108 31408 31812 33437 34566 35797 36665 37422 41738
 49511 52256 53581]
Annotated 3SS: [ 9275 10682 12771 14717 15302 18429 19059 19810 19933 20957 21313 22435
 25609 26800 26943 31244 31731 33348 34442 35639 36568 37354 41577 49399
 52136 53403 54772]
SMsplice 5SS: [  135 10835 12871 14833 15437 18498 19155 20017 21124 21526 25715 26868
 27108 33437 34566 35797 36665 37422 41738 41986 49511 52256 53581]
SMsplice 3SS: [10682 12771 14717 15302 18429 19059 19933 20957 21313 25609 26800 26943
 33348 34442 35639 36568 37354 41577 41852 49399 52136 53403 54772]
top_k =  500
Partition function (log Z): 26.10828683687904

Sorted 5' Splice Sites (High to Low Probability):
Position 21124: 0.993631903637512
Position 37422: 0.9908872904526538
Position 25715: 0.9902847745022
Position 33437: 0.9864700900409523
Position 36665: 0.9619489917208691
Position 49511: 0.9612332430916339
Position 14833: 0.9328883039121528
Position 15437: 0.9240326757653908
Position 20017: 0.897308703350013
Position 53581: 0.8955872514366263
Position 18498: 0.888823416665875
Position 35797: 0.882604567962941
Position 21526: 0.8772207771504066
Position 19155: 0.8590298283335425
Position 34566: 0.8076298225696414
Position 135: 0.7928694271131537
Position 41738: 0.7668038894465552
Position 12871: 0.7460699815126643
Position 9665: 0.7104273878177285
Position 52256: 0.6811862528168204
Position 10835: 0.6025203070486245
Position 41986: 0.502178217237112
Position 27108: 0.48839428392243855
Position 54591: 0.42535812692157127
Position 9321: 0.39745692156785356
Position 31812: 0.3570954069451496
Position 10815: 0.3566760446472866
Position 54878: 0.2839216700076806
Position 34777: 0.25368115256612717
Position 14003: 0.23787205886926616
Position 54970: 0.23517027554421904
Position 53840: 0.22294217549645515
Position 155: 0.20625248864913198
Position 35428: 0.18160945529913203
Position 57600: 0.1603057399358193
Position 53785: 0.15764980834193726
Position 36966: 0.11508197691414881
Position 4093: 0.11350772157243147
Position 10429: 0.11230583579691777
Position 23297: 0.09835776861680408
Position 19847: 0.09329080972051015
Position 31859: 0.08896593376758978
Position 56030: 0.08869480694267481
Position 37176: 0.07867463108092801
Position 27556: 0.07306912504961259
Position 20027: 0.06539681201537673
Position 38816: 0.06527556141014408
Position 37180: 0.058023054260599144
Position 10485: 0.05761775780008905
Position 15771: 0.057178654767508975
Position 24703: 0.056105657022407024
