Gene = F3
index = 520
Annotated 5SS: [ 264 1544 5836 8711 9480]
Annotated 3SS: [ 1431  5635  8531  9319 11203]
SMsplice 5SS: [ 264 1544 5836 8711]
SMsplice 3SS: [ 1431  5635  8531 11203]
top_k =  500
Partition function (log Z): -3.48089069233887

Sorted 5' Splice Sites (High to Low Probability):
Position 264: 0.9565005944677937
Position 8711: 0.9409973795266138
Position 5836: 0.9326290167922159
Position 1544: 0.7689298832091244
Position 9480: 0.48080769291863773
Position 6043: 0.15288811697313098
Position 6135: 0.14272593433434355
Position 3145: 0.09677034410178069
Position 2649: 0.08793219263122759
Position 1229: 0.06913750965816695
Position 9888: 0.053068039285472976
Position 9443: 0.04557839044447638
Position 909: 0.03345517429881453
Position 931: 0.028059592937910344
Position 6103: 0.019795962806593122
Position 5956: 0.019181879770009787
Position 6446: 0.017685826364342704
Position 7586: 0.01765059299398069
Position 3014: 0.01718084932040286
Position 6089: 0.016799683283489634
Position 8570: 0.016581971624262167
Position 588: 0.01197331869657117
Position 11064: 0.009895258364738079
Position 2710: 0.009802566169260027
Position 1352: 0.009125787295885637
Position 5993: 0.008777355838517036
Position 248: 0.008489929191738124
Position 5779: 0.008157591524749779
Position 2545: 0.006780564206709386
Position 1824: 0.006452569351632217
Position 6876: 0.005887987898107611
Position 6495: 0.005318618055264997
Position 8975: 0.004999569044992836
Position 786: 0.004511138562563068
Position 6414: 0.0038334642597750304
Position 5798: 0.003577454980222295
Position 7142: 0.0033363422116037297
Position 651: 0.003091879982847604
Position 4897: 0.002692514020409729
Position 4416: 0.002637108214596195
Position 4888: 0.0023925110393778998
Position 1330: 0.002368505105942735
Position 3209: 0.002336286393315919
Position 5377: 0.002298522489022533
Position 9511: 0.0021578079519072374
Position 2553: 0.002014458359309368
Position 1256: 0.0018377785443259177
Position 1553: 0.0017159990510873663
Position 9450: 0.0015933426286228861
Position 2362: 0.0015373062450051774
Position 10300: 0.0015314621019136415
Position 1939: 0.0014539906339339334
Position 10268: 0.0014186935767387739
Position 985: 0.001374901833695189
Position 6663: 0.001253872551525685
Position 3514: 0.0012491190159933962
Position 2525: 0.0011321542448977013
Position 955: 0.001016565166530121
Position 2195: 0.000977886033236715
Position 1008: 0.0009597556617077014
Position 1342: 0.0009325710542976164
Position 1574: 0.0009127279756601785
Position 2535: 0.0008691609783890473
Position 8962: 0.000853325905111795
Position 158: 0.0008237098180694038
Position 427: 0.0008215756233991619
Position 3162: 0.0008212032019460631
Position 1689: 0.0007389418957172868
Position 2830: 0.0007307072350136515
Position 520: 0.00067701607407379
Position 1836: 0.0004816192272517581
Position 935: 0.00044225557116622907
Position 6193: 0.00043308219410641096
Position 2020: 0.00042637438529710735
Position 6758: 0.0004222425775253756
Position 3466: 0.0004215013539322277
Position 4904: 0.0003892609712045743
Position 820: 0.000374466940940123
Position 2653: 0.00036505970740365284
Position 4460: 0.0003514795811527221
Position 6000: 0.00033945588637668094
Position 3184: 0.0003332775203047622
Position 990: 0.00018377418204180534
Position 1335: 0.00012221076444373995
Position 1360: 0.00010693576138031172
Position 734: 9.419565544930933e-05
Position 855: 8.746351457240235e-05
Position 1153: 5.997848748272789e-05
Position 2268: 3.648057654678266e-05
Position 2114: 3.010247981952081e-05
Position 188: 3.988189328893647e-06
Position 514: 3.501015984085074e-06
Position 512: 1.4220980619693394e-06
Position 3115: 1.120190912944628e-06
Position 822: 1.0582414350312324e-06
Position 236: 1.051736755418994e-06
Position 740: 1.0216976848535976e-06
Position 947: 8.920243427349009e-07
Position 2109: 7.577137152309739e-07
Position 1838: 6.638206844750388e-07
Position 431: 4.949576573866866e-07
Position 462: 3.325886338237838e-07
Position 676: 3.0043923318943604e-07
Position 707: 2.2361528848522501e-07
Position 592: 1.9722516127999732e-07
Position 531: 1.4966644814555056e-07
Position 635: 1.412958938522154e-07
Position 637: 1.3294137072079258e-07
Position 500: 1.1212064341990652e-07
Position 1533: 1.0218742725940487e-07
Position 349: 4.773902169229918e-08
Position 627: 4.6071802394978213e-08
Position 619: 1.9591566959264216e-08
Position 322: 1.0610616864484498e-08
Position 448: 1.0788125118755809e-09
Position 268: 5.761509532176333e-10
Position 367: 4.946268909789987e-10
Position 370: 3.1444201746415686e-10
Position 643: 2.913905151765159e-10
Position 209: 1.0671184483098588e-11
Position 534: 2.969383743554696e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 8531: 0.9760046403145264
Position 1431: 0.745787920922781
Position 5635: 0.6548135538138706
Position 11203: 0.6183044259892025
Position 9319: 0.43189891415948584
Position 5949: 0.2538131286777994
Position 5679: 0.23862300412336937
Position 9715: 0.11479703331591166
Position 3041: 0.09168468945451927
Position 2388: 0.08939711343355536
Position 12133: 0.08368336642639994
Position 5987: 0.07759287860827771
Position 733: 0.05586085652937926
Position 5760: 0.05510037799141094
Position 9368: 0.054679664523432474
Position 9075: 0.04547911988826758
Position 1153: 0.04370823529626405
Position 11729: 0.030556991693982134
Position 6334: 0.02826305375128121
Position 5910: 0.021488581707490545
Position 9416: 0.018825280647194385
Position 10603: 0.018418169565454934
Position 9253: 0.017720362510193304
Position 10138: 0.01636708532370976
Position 7373: 0.01595269504511514
Position 2876: 0.015382496190400257
