Gene = SEC62
index = 1241
Annotated 5SS: [   94  8952 10287 16147 16489 19101 21595]
Annotated 3SS: [ 8842 10180 15941 16395 19039 21474 25828]
SMsplice 5SS: [   94  8952 10287 16147 16489 21595 29885]
SMsplice 3SS: [ 8842 10180 15941 16395 21474 29766 29977]
top_k =  500
Partition function (log Z): -2.8398788805854

Sorted 5' Splice Sites (High to Low Probability):
Position 16147: 0.9869714981061043
Position 10287: 0.9820953111353384
Position 8952: 0.8542124291802091
Position 29885: 0.7472973047186212
Position 16489: 0.7092320875614405
Position 21595: 0.5875105972469321
Position 94: 0.5141821575618742
Position 416: 0.5123904480229258
Position 19101: 0.45748305632745057
Position 26971: 0.3940984356862094
Position 15697: 0.2168153759556557
Position 16495: 0.19853465939968004
Position 16951: 0.18363598484355875
Position 17144: 0.13846655088010038
Position 21694: 0.13612906011095754
Position 18929: 0.11998869851351096
Position 25445: 0.11281909367151595
Position 2619: 0.09832114655614273
Position 1750: 0.0941678936179093
Position 21751: 0.042008796160452555
Position 579: 0.04119889104491443
Position 2341: 0.03978488566940182
Position 7665: 0.0346061353524083
Position 15243: 0.03305018578486097
Position 8936: 0.03231747538200107
Position 16755: 0.02999922049128084
Position 20639: 0.02419808439005024
Position 7238: 0.021886909757523585
Position 821: 0.021316235432044646
Position 1827: 0.02110285663339201
Position 29842: 0.018417003220869754
Position 28132: 0.01811377573817439
Position 15110: 0.016152776368989794
Position 816: 0.014110274849751653
Position 191: 0.013968034951625364
Position 30075: 0.011954928189340625
Position 21630: 0.010699359849804935
Position 6716: 0.009439233547857993
Position 7242: 0.008947612857781683
Position 813: 0.007751255952989183
Position 5449: 0.007676533015827941
Position 2641: 0.0075051217061459065
Position 30263: 0.006851216438039294
Position 6684: 0.006572656951033628
Position 6104: 0.006476822179947333
Position 4151: 0.006410613039044719
Position 7661: 0.0063693426424475015
Position 2913: 0.005827637480519345
Position 4183: 0.005685162659368533
Position 515: 0.005361905690144362
Position 800: 0.0050518704922812635
Position 10913: 0.003228505219399078
Position 15054: 0.003115032394574252
Position 13038: 0.0031076757400421225
Position 8884: 0.0028890137188107034
Position 8966: 0.0028213851284049985
Position 2738: 0.0026705086541126324
Position 18941: 0.0023971513525108575
Position 9059: 0.0022899633682080607
Position 6115: 0.0017182086157404863
Position 16124: 0.0016267992369920173
Position 16468: 0.001040441650006025
Position 17276: 0.000901009793618171
Position 16832: 0.0006589981502889758
Position 603: 0.0003760010861599437
Position 16675: 0.0003425576225533349
Position 196: 8.28974038754207e-05
Position 1991: 6.956911229739734e-05
Position 2003: 6.94312620118657e-05
Position 1011: 4.5142503163762394e-05
Position 201: 3.0443177391314735e-05
Position 16513: 2.1470835555377206e-05
Position 300: 1.5920290206426056e-05
Position 2700: 1.5128609328958124e-05
Position 27008: 1.4823375625869427e-05
Position 206: 8.833389797327103e-06
Position 566: 5.936720789856729e-06
Position 2733: 5.090691869747129e-06
Position 367: 4.613150511322291e-06
Position 387: 3.216267312990358e-06
Position 248: 1.7878544783419397e-06
Position 524: 1.4299370074174449e-06
Position 29: 9.91084937580987e-07
Position 139: 7.575300547258084e-07
Position 559: 3.9087251363452695e-07
Position 303: 2.0667847442639625e-07
Position 211: 2.0221475458076996e-07
Position 395: 1.594040158059955e-07
Position 306: 6.18422533717628e-08
Position 384: 5.986175332316869e-08
Position 378: 1.5582769474328727e-08
Position 270: 4.820893169788783e-09
Position 245: 6.558971949090985e-11
Position 272: 3.0126217631688357e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10180: 0.969224445788858
Position 29977: 0.9145881184232572
Position 8842: 0.892924474370253
Position 16395: 0.8703452908552952
Position 29766: 0.808521256641957
Position 21474: 0.7341634302096023
Position 15941: 0.6833364811968294
Position 26889: 0.3959617864641895
Position 19039: 0.3902887392088016
Position 15894: 0.25491969147392396
Position 15587: 0.2023871310483838
Position 18861: 0.17296069956961937
Position 25302: 0.11530166346159296
Position 2521: 0.09961071542564563
Position 16742: 0.09680493686990435
Position 17045: 0.08015075730863372
Position 1619: 0.07581399288188242
Position 16917: 0.058961505824303734
Position 15871: 0.05018905755725387
Position 693: 0.044359254919524554
Position 21519: 0.04356362126188742
Position 7585: 0.04097547799485581
Position 2232: 0.03903973898125045
Position 16398: 0.03751898396629113
Position 31564: 0.03564549574488419
Position 16651: 0.034684935867515754
Position 7091: 0.030834522615305282
Position 492: 0.030557543910234557
Position 16818: 0.027310253824780924
Position 15130: 0.025450892387641474
Position 291: 0.024972184971466794
Position 20421: 0.02450855043181768
Position 27890: 0.024084958473446934
Position 16826: 0.02368613450562186
Position 287: 0.016550468050014186
Position 19004: 0.015430006087725262
Position 6602: 0.01460547626561997
Position 15006: 0.013910739866591703
Position 1598: 0.011156623863485746
Position 1584: 0.011054037026547496
Position 15009: 0.008816014321779045
Position 16720: 0.008454067660373262
Position 4023: 0.008145581571533748
Position 16848: 0.008061209477358023
Position 25828: 0.007630239539182965
Position 10215: 0.007011820837229868
Position 6032: 0.006006033524708064
Position 15385: 0.0059934877458505545
Position 2835: 0.005827637480519343
Position 2552: 0.0056128153557609564
Position 15432: 0.005565746224983443
Position 16754: 0.005256177946526584
Position 237: 0.004313212309548451
Position 10126: 0.004188987767987646
Position 5353: 0.004162639594662438
Position 314: 0.004076542885402716
Position 1467: 0.00395833155392615
Position 4050: 0.0039501941268795015
Position 1535: 0.00380357237102757
Position 17073: 0.0036765865345254017
Position 1453: 0.003639089758816719
Position 14966: 0.0032285750935101922
Position 15445: 0.0029108423266766994
Position 223: 0.002705055267040497
Position 12934: 0.0025822833417863686
Position 5275: 0.0025672254272252368
Position 704: 0.0023688176243618878
Position 17140: 0.0023200332809424555
Position 1558: 0.0022495937070426673
Position 2532: 0.0021326782927162764
Position 16920: 0.001817903555919009
Position 293: 0.0017998038279704554
Position 18916: 0.0017780966141745704
Position 16312: 0.001733265332762706
Position 10091: 0.0016693425320659433
Position 8788: 0.0016057924073811318
Position 343: 0.0015293711387602952
Position 6504: 0.0014064142332716645
Position 1641: 0.0012448603997117771
Position 10833: 0.001242760570259473
Position 2394: 0.0011508256728836764
Position 23381: 0.001131464493591531
Position 5841: 0.0010974981768083407
Position 6086: 0.0010914990941714145
Position 10711: 0.0009685350542559293
Position 16984: 0.0009474100536143174
Position 5311: 0.0009466679939402671
Position 23361: 0.0009233389085590556
Position 14912: 0.0009117728789025893
Position 27134: 0.0008892212025038089
Position 21831: 0.0007169140509099801
Position 1754: 0.0007137914804333593
Position 17093: 0.0007059998166919146
Position 521: 0.0006467881210534982
Position 1492: 0.0005958126723075904
Position 10745: 0.000591328969705945
Position 252: 0.0005693231573804665
Position 12812: 0.0005253923982557487
Position 1621: 0.0004982216515759396
Position 508: 0.0004590952998824571
Position 10626: 0.0004258806251777315
Position 227: 0.00038823099045220857
Position 25934: 0.0003689438512716913
Position 2201: 0.00036678545595974956
Position 2174: 0.000351274398161552
Position 317: 0.0003172005698065286
Position 575: 0.0003081794733189721
Position 19986: 0.0003075725829087813
Position 16794: 0.00023889646670730979
Position 437: 0.00021314176384093443
Position 261: 0.00019924921150926348
Position 21772: 0.00018022312993614867
Position 24254: 0.00016293103881143107
Position 1904: 0.0001607644125968963
Position 17222: 0.0001529944989002519
Position 17062: 0.00013661998225212454
Position 15696: 0.00011123572485029954
Position 16831: 0.00010798086190114557
Position 19501: 0.00010046438319752818
Position 18311: 7.89869927257004e-05
Position 16425: 7.77833294821398e-05
Position 22131: 6.969302984322258e-05
Position 16685: 4.648346528012005e-05
Position 16881: 3.960965770801734e-05
Position 19541: 3.9214024580523815e-05
Position 16883: 3.574502687638136e-05
Position 19279: 3.278923190775385e-05
Position 623: 2.6690254226985784e-05
Position 16666: 2.3691870277706407e-05
Position 907: 1.940660368249704e-05
Position 17947: 1.7163659916154045e-05
Position 16612: 1.7146162978506038e-05
Position 16662: 1.6118811634026163e-05
Position 17325: 1.6097521175200803e-05
Position 643: 1.47915158781443e-05
Position 20007: 1.3674584068979692e-05
Position 1384: 1.1117427477335348e-05
Position 2270: 1.0058673327514629e-05
Position 909: 7.17726397018363e-06
Position 923: 6.074249037495527e-06
Position 1130: 5.796477367735732e-06
Position 1417: 4.862658364680391e-06
Position 1204: 4.673401838429969e-06
Position 16261: 4.306929307890538e-06
Position 2559: 3.7772015172748507e-06
Position 552: 3.255297617199907e-06
Position 21397: 3.1463131146108664e-06
Position 16568: 2.3889630840052735e-06
Position 299: 2.273784090247447e-06
Position 530: 2.20004699414609e-06
Position 378: 1.961100886246184e-06
Position 168: 1.6506385954887658e-06
Position 1874: 1.4483914911273164e-06
Position 323: 1.3699999281334136e-06
Position 330: 1.2934644999856673e-06
Position 327: 1.2771228478679328e-06
Position 311: 1.1190041662235528e-06
Position 1258: 1.0791460875979703e-06
Position 9945: 7.142091975984849e-07
Position 11039: 6.46379535591949e-07
Position 555: 5.909032442646263e-07
Position 358: 3.5161181639037957e-07
Position 408: 1.727582536034142e-07
Position 527: 1.2672616939142859e-07
Position 415: 7.967086964727398e-08
Position 607: 3.8977019667339746e-08
Position 190: 2.436473907719999e-08
Position 174: 1.965263780869636e-08
Position 184: 9.669746209926133e-09
Position 180: 7.06632602856482e-09
Position 533: 6.919545792891691e-09
Position 157: 5.193438355256768e-09
Position 583: 1.2914277053425853e-09
Position 420: 8.948757442587265e-10
Position 139: 1.0564918708559469e-12
Position 117: 9.802205734406262e-13
Position 93: 4.827699817349548e-13
Position 97: 1.7101639266622757e-13
