Gene = MYCBP
index = 902
Annotated 5SS: [ 815 1088 6544 7226]
Annotated 3SS: [1014 6494 7095 9390]
SMsplice 5SS: [ 572 1088 7226]
SMsplice 3SS: [1014 7095 9390]
top_k =  500
Partition function (log Z): -10.08571649707168

Sorted 5' Splice Sites (High to Low Probability):
Position 1088: 0.8247985732589181
Position 7226: 0.5639279879344697
Position 572: 0.482565568268256
Position 511: 0.25006216954521177
Position 815: 0.09929530289653198
Position 158: 0.0541799544408475
Position 1047: 0.04171778697889926
Position 2832: 0.03951104405116612
Position 1515: 0.03521252344288753
Position 5460: 0.031740435957394536
Position 345: 0.02889231428019576
Position 1533: 0.024507264114263974
Position 442: 0.020303383973658145
Position 6544: 0.018147646291696243
Position 1495: 0.01796080206833724
Position 6785: 0.012506241002034799
Position 2863: 0.009024003633210898
Position 1109: 0.0074618618204483084
Position 256: 0.007238670365491256
Position 9796: 0.006917275331462325
Position 703: 0.006551295900703376
Position 9189: 0.006547630460702849
Position 1214: 0.00580674925438649
Position 901: 0.005537595440968647
Position 7183: 0.005136567074414574
Position 6556: 0.0041024072079969285
Position 923: 0.003218122465962453
Position 1031: 0.002970179242115631
Position 6947: 0.0020721218412730388
Position 1788: 0.0019136297759748985
Position 409: 0.0018489881169130426
Position 7442: 0.001030695138464204
Position 16: 0.001023579080024263
Position 866: 0.0009948534026748292
Position 450: 0.0009544309615819107
Position 852: 0.0009245229238731377
Position 2340: 0.0008835776867152477
Position 7764: 0.0008485791521717509
Position 9474: 0.0007982556484690549
Position 1261: 0.0006724111716517624
Position 7072: 0.0006092170589915039
Position 877: 0.000550139896863776
Position 1793: 0.00045963038587545614
Position 692: 0.0004422955442264533
Position 69: 0.0004350535579755535
Position 1507: 0.00033328278424163665
Position 5462: 0.000272484912307146
Position 2613: 0.00016565779562909152
Position 153: 0.0001588894227185851
Position 2390: 0.0001291212300562633
Position 695: 0.00010908784492509944
Position 400: 0.00010592338665181274
Position 1415: 9.959756093486564e-05
Position 3126: 8.927134614589925e-05
Position 1266: 8.476350252335824e-05
Position 926: 7.598811517201158e-05
Position 3574: 5.328412619974386e-05
Position 57: 2.6176942699045976e-05
Position 652: 1.7724556075141732e-05
Position 1066: 1.7371713905868392e-05
Position 155: 1.6234754082589117e-05
Position 468: 1.105318882508021e-05
Position 764: 9.921484877377567e-06
Position 888: 7.477944399104706e-06
Position 1226: 8.503577514640389e-07
Position 391: 2.9615866501808304e-07
Position 5: 7.055865816038809e-08
Position 224: 3.127096001448071e-08
Position 195: 1.7395702667378854e-08
Position 1204: 4.31781581912286e-09
Position 183: 6.034775603991698e-10
Position 185: 3.293678204981426e-10
Position 40: 2.6140462914815503e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1014: 0.828381836990387
Position 9390: 0.6712976766258197
Position 7095: 0.3445887886879051
Position 6494: 0.11379498258431732
Position 7105: 0.10355069804772801
Position 7115: 0.06627171929658779
Position 5206: 0.061161774755149556
Position 1356: 0.05850387050442684
Position 2711: 0.04969393609283628
Position 7052: 0.04939042864385293
Position 6661: 0.039476698967525876
Position 9038: 0.03871534555938446
Position 8314: 0.028909337320643935
Position 9351: 0.025646039891404848
Position 1359: 0.024891556279107645
Position 3308: 0.01683931032655563
Position 10637: 0.014807254503767376
Position 10153: 0.013750406083069775
Position 10742: 0.009086044043285186
Position 9842: 0.008332295275409622
Position 957: 0.004777276323658558
Position 8310: 0.004102441241948102
Position 10514: 0.003850711482920969
Position 7600: 0.0029064376665536005
Position 9740: 0.0026403106737491106
Position 900: 0.002565656752522095
Position 9626: 0.002505249107478297
Position 758: 0.002302566626966783
Position 9518: 0.0022823040911788797
Position 1696: 0.0021892948645640107
Position 9623: 0.0021399798187768364
Position 667: 0.002058887318068962
Position 360: 0.00195547855659684
Position 10539: 0.0019237003226062399
Position 7354: 0.0018705053339929845
Position 242: 0.0017259848039854696
Position 2755: 0.0017111487127268903
Position 10199: 0.0016296213372098088
Position 1155: 0.0016180299975000721
Position 9956: 0.0014776984319826425
Position 738: 0.0014456020103771484
Position 5202: 0.0011976053641458413
Position 2223: 0.001144084752294651
Position 3629: 0.0011313543307953657
Position 7424: 0.001101041487976961
Position 8470: 0.0009961384591760777
Position 642: 0.0009277397954707456
Position 1315: 0.0009232740646672322
Position 3242: 0.0007145642542441931
Position 5872: 0.000712359956344316
Position 468: 0.0006997905427703131
Position 6202: 0.0006163408576378615
