Gene = APOA2
index = 90
Annotated 5SS: [ 34 279 711]
Annotated 3SS: [ 202  577 1105]
SMsplice 5SS: [127 279 487 711]
SMsplice 3SS: [ 202  361  577 1105]
top_k =  500
Partition function (log Z): -1.298619804212462

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.9655782097584413
Position 279: 0.9553488977733652
Position 487: 0.7684103117581682
Position 127: 0.6532654437382065
Position 34: 0.2589519066816878
Position 471: 0.06301443771229508
Position 475: 0.04662405210511581
Position 110: 0.021376091727543012
Position 283: 0.005100853617941854
Position 56: 0.0032802938418095384
Position 679: 0.0014077315991091151
Position 87: 0.0009239228385454233
Position 362: 0.0006197531913843246
Position 1016: 0.0003871700322865263
Position 947: 0.0003009283292094728
Position 1170: 0.00014102654894835602
Position 534: 0.00011034656680381426
Position 730: 7.55354052037399e-05
Position 285: 6.611002014125507e-05
Position 54: 5.714390062210443e-05
Position 536: 5.377070678006388e-05
Position 776: 4.393866484063899e-05
Position 1106: 3.9718900616539355e-05
Position 322: 3.8118452004187466e-05
Position 540: 3.550302350466772e-05
Position 538: 3.487294259145847e-05
Position 542: 3.1615399991995046e-05
Position 544: 2.541800457865964e-05
Position 316: 1.7518377123384713e-05
Position 546: 1.709365894228363e-05
Position 248: 1.6020572231111253e-05
Position 548: 1.2569748221427669e-05
Position 554: 1.2120490473432233e-05
Position 550: 1.1187815579165048e-05
Position 552: 1.0980737867351763e-05
Position 556: 1.063312388379807e-05
Position 801: 9.362334347349722e-06
Position 558: 7.338262518780195e-06
Position 715: 6.95884982494279e-06
Position 924: 6.049150598072162e-06
Position 560: 5.298150884033801e-06
Position 562: 3.4413895792683944e-06
Position 1068: 3.0780590384929343e-06
Position 564: 1.8983373243264172e-06
Position 325: 1.8474314744845699e-06
Position 566: 1.327952243852329e-06
Position 218: 3.2590465327695364e-07
Position 90: 2.8740374240966766e-07
Position 170: 7.331966145979149e-08
Position 172: 1.4429756080914903e-08
Position 346: 1.2594047973384822e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 202: 0.9004959540608088
Position 361: 0.8856265201136918
Position 577: 0.8603339576899267
Position 1105: 0.7048219094301592
Position 597: 0.09892402702128637
Position 969: 0.07608632482728178
Position 1253: 0.06075183635704339
Position 859: 0.020056654802656827
Position 877: 0.017982690786182007
Position 915: 0.01787164996089465
Position 1121: 0.014743177082617064
Position 1154: 0.013499769999060137
Position 941: 0.011676513605116902
Position 642: 0.0073774537307207885
Position 834: 0.006816083320939828
Position 170: 0.005046767273705989
Position 1151: 0.005003195682521537
Position 1048: 0.004411738598281981
Position 633: 0.004049326258156116
Position 1127: 0.003373124252597573
Position 811: 0.00317327425915963
Position 580: 0.0026323005184304064
Position 881: 0.002569795999883279
Position 1208: 0.002022030589400974
Position 1059: 0.0019735549546744994
Position 593: 0.0019410223008573043
Position 946: 0.001901899596841607
Position 1076: 0.0013184417118085137
Position 993: 0.0012155614384718578
Position 376: 0.0009103613919833528
Position 232: 0.0008217452610614289
Position 408: 0.0007208700813777256
Position 1066: 0.0006784935718800737
Position 270: 0.0005190549801925744
Position 1133: 0.000434625045902532
Position 603: 0.0003284754544258771
Position 1264: 0.0002929492722130258
Position 1183: 0.0002853231625618693
Position 620: 0.0002821108719738735
Position 331: 0.0002807665293675151
Position 524: 0.0002638594031327705
Position 1286: 0.00024951998033113937
Position 816: 0.00022070910201386288
Position 922: 0.00021347708628703145
Position 1130: 0.00020244492116619552
Position 798: 0.00015329382129158187
Position 1220: 0.00014287011878564098
Position 242: 0.00010971905507429584
Position 1280: 9.75260076025841e-05
Position 1020: 8.163718024041209e-05
Position 821: 7.868649248974828e-05
Position 413: 6.106575287221754e-05
Position 390: 4.927166835352152e-05
Position 126: 4.048876429408325e-05
Position 1232: 3.43880550171628e-05
Position 386: 2.916468857604864e-05
Position 1225: 2.5415376314326024e-05
Position 663: 2.5120118151725074e-05
Position 606: 2.129322484422353e-05
Position 155: 1.8193014103091304e-05
Position 1000: 1.6759228706978425e-05
Position 787: 1.4633111595211696e-05
Position 461: 1.4197819287153722e-05
Position 678: 1.1357259561457814e-05
Position 428: 1.0734831981101103e-05
Position 784: 9.970764378719679e-06
Position 484: 9.094797294779492e-06
Position 842: 6.792750902378496e-06
Position 618: 6.457916661327769e-06
Position 885: 5.934336149699994e-06
Position 123: 5.561190095206675e-06
Position 883: 5.328132189396193e-06
Position 836: 4.69843505053322e-06
Position 278: 1.7646200833659001e-06
Position 417: 1.6889542215667981e-06
Position 149: 1.4174139463418055e-06
Position 495: 1.0026446444560772e-06
Position 684: 5.031479320529249e-07
Position 675: 3.010330662873543e-07
Position 454: 1.7752914397212125e-07
Position 463: 1.5966537528235725e-07
Position 130: 1.3603359368311883e-07
Position 109: 1.1742160232680118e-07
Position 103: 8.44089105986328e-08
Position 308: 7.923332459965669e-08
Position 101: 6.091535846594578e-08
Position 105: 2.1868086541564668e-08
Position 97: 1.67123561211255e-08
Position 134: 1.0738588480131604e-08
Position 146: 5.189920559461793e-09
Position 705: 4.967539225756397e-09
Position 295: 3.092718952157425e-12
Position 297: 2.5635966913682057e-12
Position 312: 3.6586919458636307e-14
