Gene = FKTN
index = 558
Annotated 5SS: [   36 15617 17008 38528 43219 46363 49822 57278 59963 61932]
Annotated 3SS: [15524 16814 38467 43014 46084 49688 57147 59828 61803 76920]
SMsplice 5SS: [   41 12768 16203 17008 38528 40054 43219 46363 49822 59963 61963]
SMsplice 3SS: [12620 16067 16814 38467 39955 43014 46084 49688 59828 61803 76920]
top_k =  500
Partition function (log Z): -29.940114897535615

Sorted 5' Splice Sites (High to Low Probability):
Position 12768: 0.9160972308943268
Position 17008: 0.8638531646400375
Position 16203: 0.8300529103626259
Position 23076: 0.7095847681839239
Position 466: 0.27218737999019454
Position 41: 0.24414751474145396
Position 36: 0.2363952518530708
Position 19132: 0.19971501215036963
Position 980: 0.17553633554329665
Position 16573: 0.15149776170763765
Position 16886: 0.13883422139779558
Position 92: 0.12117987296699857
Position 4132: 0.10576570937660548
Position 16149: 0.10271007205402292
Position 14587: 0.10147586591381363
Position 20687: 0.06137056048120565
Position 13144: 0.04717319616236911
Position 12742: 0.04206193758750218
Position 12723: 0.04182257140288407
Position 22668: 0.0397422898542028
Position 19466: 0.03778075767642869
Position 5729: 0.031046236303068804
Position 56: 0.0296122525197684
Position 282: 0.028708848294553432
Position 13133: 0.02731293250136174
Position 160: 0.027016216397970475
Position 3610: 0.02604822304413435
Position 16762: 0.025871293058683867
Position 6412: 0.02524774330870962
Position 6183: 0.02385990807608387
Position 19762: 0.021708813179452304
Position 3602: 0.021208878025313564
Position 9794: 0.018028046761308456
Position 11800: 0.017034031632099312
Position 23719: 0.007935922601707533
Position 17485: 0.004558810448422243
Position 23276: 0.0025027632024571733
Position 22171: 0.002034761000058586
Position 578: 0.0010876846502211794
Position 60: 0.000784702489646426
Position 21969: 0.0007160538678078481
Position 312: 0.000548084154667373
Position 3313: 0.0005478539774392845
Position 3561: 0.0003875251458549677
Position 3565: 0.0002585192849794873
Position 200: 0.00021841308518734607
Position 5090: 0.00017921870946486522
Position 2074: 0.00015725070539243668
Position 5110: 0.00015094957872339304
Position 74: 0.00011625893420856554
Position 1191: 0.00011160691435577483
Position 4051: 8.03088627336696e-05
Position 31: 6.153783471433275e-05
Position 4614: 5.058461422860533e-05
Position 346: 4.9221844175873405e-05
Position 210: 4.639531023198023e-05
Position 232: 2.9890498737229934e-05
Position 110: 8.2697279500568e-06
Position 416: 4.235064126464266e-06
Position 229: 2.462828352628414e-06
Position 372: 2.029067397359581e-06
Position 352: 1.3179266125375357e-06
Position 26: 7.08725476126149e-07
Position 335: 2.205886606352742e-07
Position 948: 1.4285421866130105e-07
Position 1596: 5.2569945900366125e-08
Position 251: 4.9419790784027845e-08
Position 608: 2.1034874056804907e-08
Position 338: 9.753217548072127e-09
Position 399: 8.030119655480856e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12620: 0.968543504040345
Position 16067: 0.9329583514100758
Position 16814: 0.8617978905696652
Position 22995: 0.7451271148242534
Position 38467: 0.5732483045195507
Position 18985: 0.19209380399009218
Position 14435: 0.09410636567476718
Position 16305: 0.08451728176105301
Position 22386: 0.07628452186298341
Position 3951: 0.07370269066297991
Position 23512: 0.06964857388458562
Position 12993: 0.06100089536329964
Position 16974: 0.056194428636704825
Position 16849: 0.05426645758303567
Position 16687: 0.04930604819520585
Position 6126: 0.04911821072498544
