Gene = TAF1A
index = 1374
Annotated 5SS: [  207  1491  5806 10175 12489 19399 20424 25875 26761 28570 31311]
Annotated 3SS: [ 1367  5635 10060 12289 19267 20264 25807 26636 28414 31160 31664]
SMsplice 5SS: [  207  1491  5806 10175 12489 19399 20424 23460 26761 28570 31311]
SMsplice 3SS: [ 1367  5635 10060 12289 19267 20264 23407 26636 28414 31160 31664]
top_k =  500
Partition function (log Z): 9.782379116224238

Sorted 5' Splice Sites (High to Low Probability):
Position 10175: 0.9597208965883006
Position 19399: 0.9545049736030156
Position 1491: 0.9517412692387318
Position 20424: 0.9422059635720499
Position 31311: 0.9348904229881375
Position 207: 0.9246676517486939
Position 5806: 0.880267003338195
Position 28570: 0.870043932091284
Position 23460: 0.8578734230888703
Position 26761: 0.8061006043352873
Position 12489: 0.8027262843917515
Position 22697: 0.3613340748017884
Position 22037: 0.3415222921548001
Position 24647: 0.24047553926182086
Position 27015: 0.2136819170236566
Position 12503: 0.19349393487058084
Position 14551: 0.19035688648868654
Position 9968: 0.17854104362194237
Position 29201: 0.12657845407574525
Position 4410: 0.12559762904831853
Position 25875: 0.10758713494772025
Position 10699: 0.10445937934860822
Position 27150: 0.09650820171374573
Position 9870: 0.08737190847004939
Position 9940: 0.08418841780655853
Position 12832: 0.08389535560530981
Position 9785: 0.08162193840997849
Position 20584: 0.07811594114775261
Position 1245: 0.0662578744483461
Position 28531: 0.05878147973246037
Position 10439: 0.05005804950034112
Position 10793: 0.04676665050665937
Position 4908: 0.0449728982001317
Position 2839: 0.04161809332619726
Position 5569: 0.03858547185937893
Position 12196: 0.03823347248684879
Position 15906: 0.03540584982541544
Position 2620: 0.0256642332996079
Position 26353: 0.025339714919973597
Position 91: 0.023764795216776224
Position 2007: 0.023277920612976018
Position 20660: 0.022276998845460964
Position 4666: 0.020643538262949117
Position 10786: 0.020276683292780758
Position 30570: 0.020077040478810277
Position 3073: 0.01947460469928924
Position 18163: 0.018581043796070753
Position 261: 0.018321123504801008
Position 29158: 0.018217699921879545
Position 2889: 0.017005521395671602
Position 23244: 0.016591917144428227
Position 26669: 0.01637717785914798
Position 4912: 0.015512384673883979
Position 29085: 0.01471645579955422
Position 24667: 0.014271503542499982
Position 4620: 0.012959840969403108
Position 728: 0.012353341374296013
Position 20304: 0.012034703665238554
Position 1006: 0.010038109669031734
Position 5745: 0.0097622817241373
Position 6354: 0.008873427284948651
Position 134: 0.00809207011429716
Position 3673: 0.008051407133096768
Position 27098: 0.007800761041219664
Position 3423: 0.007198806629956277
Position 12075: 0.007139717364915416
Position 20017: 0.007101695621884283
Position 11212: 0.006897175744506951
Position 3478: 0.006779494535717466
Position 5405: 0.006730398551426939
Position 28559: 0.00603273858997734
Position 22022: 0.005856887856921967
Position 25511: 0.005794119575677592
Position 21332: 0.005330937081659852
Position 20928: 0.004902789252164842
Position 21083: 0.004862725672374119
Position 20742: 0.00481624940755173
Position 12183: 0.004672113638154066
Position 1487: 0.004580327860776486
Position 22300: 0.004420862521277458
Position 9921: 0.00415794952182435
Position 27083: 0.004150670268786118
Position 10492: 0.0040137891622598065
Position 13537: 0.00396858469254299
Position 1536: 0.0037195904435776334
Position 29230: 0.0035289072315406807
Position 22381: 0.003317655537774918
Position 4224: 0.0028237023289618473
Position 12772: 0.0026640086595200686
Position 888: 0.002496114095281828
Position 28501: 0.002369945574959554
Position 554: 0.002329826046346329
Position 4328: 0.0023073115599854784
Position 941: 0.00230007904641379
Position 2558: 0.002202434238249856
Position 2819: 0.0021510068675590546
Position 695: 0.0020317804426101464
Position 3831: 0.001988457824009714
Position 1368: 0.0019732559586043375
Position 31323: 0.001928815663587659
Position 9041: 0.0018585530939865483
Position 31256: 0.0017707260376360258
Position 578: 0.0016195067823425997
