Gene = SAP25
index = 1223
Annotated 5SS: [ 51 351 542 788 994]
Annotated 3SS: [ 267  434  633  895 1075]
SMsplice 5SS: [201 351 542 788 994]
SMsplice 3SS: [ 267  451  633  895 1075]
top_k =  500
Partition function (log Z): 2.706029818348386

Sorted 5' Splice Sites (High to Low Probability):
Position 542: 0.9807458999808211
Position 351: 0.9787985779543374
Position 994: 0.9334980202088047
Position 788: 0.8966356951741185
Position 51: 0.42486808361435496
Position 201: 0.3045283372025984
Position 162: 0.011511304844627408
Position 536: 0.0074451348333295355
Position 508: 0.0064620807930792406
Position 1250: 0.0055243622983379955
Position 154: 0.0020530629045328996
Position 538: 0.0012948202325319723
Position 1127: 0.00024973473795776547
Position 702: 0.00022036782434491323
Position 969: 9.086049002429163e-05
Position 214: 5.746296992695925e-05
Position 546: 4.812291794835743e-05
Position 800: 4.4310455176168574e-05
Position 725: 4.0641758870096746e-05
Position 853: 2.909632430063746e-05
Position 561: 2.279944432424249e-05
Position 205: 1.91284801620971e-05
Position 401: 1.696472269542575e-05
Position 1293: 1.6797563642057027e-05
Position 1117: 1.0405195432547527e-05
Position 464: 9.927851745870879e-06
Position 590: 7.653024149311233e-06
Position 72: 6.843257125445272e-06
Position 136: 6.582789122061436e-06
Position 1314: 5.543702596116663e-06
Position 907: 4.415813616661789e-06
Position 576: 4.2489529053701865e-06
Position 644: 4.009251373422862e-06
Position 452: 2.491328389169977e-06
Position 904: 9.494997615573882e-07
Position 216: 3.7259029654681124e-08
Position 231: 2.9627505374383454e-08
Position 264: 2.3221646756506672e-08
Position 595: 1.9120865904504288e-08
Position 678: 1.228378318543606e-08
Position 882: 1.7458738681820336e-09
Position 961: 9.352350807888838e-10
Position 884: 8.190592730150051e-10
Position 897: 7.985129583252122e-10
Position 843: 2.6312031237218026e-11
Position 879: 2.2920556977001592e-11
Position 409: 8.6498340734147e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 451: 0.9760651041107317
Position 633: 0.897740835090216
Position 895: 0.8827325974872514
Position 1075: 0.8617092235237881
Position 267: 0.531455378651361
Position 246: 0.0902651682037681
Position 1336: 0.07734704212038783
Position 253: 0.06888833719059556
Position 879: 0.03524564036428219
Position 225: 0.0222176139005461
Position 1213: 0.020711497794032422
Position 434: 0.018896868149429317
Position 1125: 0.013273656612236678
Position 751: 0.010665751662726883
Position 317: 0.006547335859276699
Position 919: 0.006247544469855345
Position 667: 0.005769603154954329
Position 957: 0.004814169253814226
Position 709: 0.0030616446060262874
Position 1176: 0.0026926486743592683
Position 1262: 0.002560857212177217
Position 712: 0.0019429113008084622
Position 177: 0.00160737906730625
Position 1284: 0.0013010971852894506
Position 866: 0.0012231575305475149
Position 843: 0.0009685028343355683
Position 1028: 0.0008048162545793709
Position 647: 0.0007397022275972807
Position 1360: 0.0007230405395783667
Position 292: 0.0007067114432232077
Position 423: 0.0006025589461178455
Position 1404: 0.0005740956245144283
Position 194: 0.0005231829774048593
Position 652: 0.0005199756940879748
Position 850: 0.0004787134626209448
Position 981: 0.00040952919143533563
Position 285: 0.0003389454606617806
Position 124: 0.00021590699841071015
Position 1048: 0.00018712166395096674
Position 231: 0.00018556243885683573
Position 287: 0.00015081871568369638
Position 731: 0.00013028343271915088
Position 334: 0.00010663892788706736
Position 289: 0.00010590192224199966
Position 1343: 8.12604848070447e-05
Position 1296: 7.967015872721945e-05
Position 148: 7.594952167757206e-05
Position 787: 7.252980864945481e-05
Position 491: 7.030986828643842e-05
Position 781: 6.138866478602339e-05
Position 817: 5.705565382572695e-05
Position 993: 4.629921291340843e-05
Position 1369: 3.4601191403938065e-05
Position 722: 3.0837648988340895e-05
Position 463: 3.0268614418141743e-05
Position 990: 2.5286731966354656e-05
Position 1035: 2.4940344812329387e-05
Position 1302: 2.411877541667991e-05
Position 1374: 2.0253989342162604e-05
Position 771: 1.4495081027396289e-05
Position 385: 1.263656469518052e-05
Position 611: 1.2435528481546956e-05
Position 508: 1.1794794390413875e-05
Position 350: 8.644065264812303e-06
Position 768: 7.05223446693848e-06
Position 477: 6.431207165449267e-06
Position 199: 5.3264969705708405e-06
Position 1305: 4.711121393069163e-06
Position 1312: 4.18536568780509e-06
Position 604: 1.540027603984167e-06
Position 344: 9.806853657968115e-07
Position 1222: 9.46403740802441e-07
Position 1233: 8.677929307946083e-07
Position 655: 7.797480676957179e-07
Position 331: 6.446699182800776e-07
Position 583: 6.05185438581911e-07
Position 524: 3.072544371315139e-07
Position 515: 2.4663060218418064e-07
Position 405: 1.5130615829774826e-07
Position 521: 1.0141529860493319e-07
Position 354: 9.849840828572111e-08
Position 387: 2.6430153365436435e-08
Position 359: 1.3148532819052528e-08
