Gene = SRD5A1
index = 1329
Annotated 5SS: [  527 18666 22837 29624]
Annotated 3SS: [18498 22734 29472 34858]
SMsplice 5SS: [  527 18666 22837 29624]
SMsplice 3SS: [18498 22734 29472 34858]
top_k =  500
Partition function (log Z): -15.000907809043824

Sorted 5' Splice Sites (High to Low Probability):
Position 18666: 0.9997106741966507
Position 29624: 0.9804504466544182
Position 527: 0.9569049393812421
Position 22837: 0.9145952716535649
Position 3011: 0.5876397331664351
Position 10695: 0.44918776143825034
Position 32297: 0.40742501569463196
Position 35511: 0.31612503126574043
Position 24080: 0.10983184498825313
Position 344: 0.10468887593701112
Position 37312: 0.10051985613281375
Position 25259: 0.10001353564223131
Position 33276: 0.09894373837152606
Position 37323: 0.0886984466498672
Position 15807: 0.0741885062030037
Position 2708: 0.0607241489538255
Position 146: 0.0594483424835814
Position 131: 0.052326281503870024
Position 11967: 0.04631218346120596
Position 15800: 0.04001861026324804
Position 5140: 0.010704545846513302
Position 3121: 0.009771458008705321
Position 926: 0.00796732714130786
Position 6181: 0.003434343194234702
Position 824: 0.002071459194133887
Position 293: 0.0016372160526319543
Position 29602: 0.0012338631174976745
Position 1932: 0.0008984814396194408
Position 1814: 0.0008710803589573494
Position 118: 0.0008700910540076828
Position 14: 0.0007249727798023721
Position 328: 0.0001776705313983577
Position 405: 0.00017073739279065378
Position 381: 0.0001627809390430933
Position 300: 0.0001086247319458974
Position 30: 0.00010312068616719202
Position 402: 0.00010126306271312148
Position 4459: 6.116052895132762e-05
Position 312: 5.550062816275608e-05
Position 109: 1.79933616978385e-05
Position 252: 1.762444731781352e-05
Position 443: 1.6561760888682986e-05
Position 601: 7.370339506636816e-06
Position 342: 3.6369823960596647e-06
Position 455: 2.0919840585886176e-06
Position 679: 1.7018286415459887e-06
Position 1395: 7.784664784192164e-07
Position 466: 5.925708110563065e-07
Position 1474: 5.289362975833792e-07
Position 9127: 4.839858268472661e-07
Position 1017: 4.758737946977222e-07
Position 961: 4.473445721778046e-07
Position 920: 1.9306432167806167e-07
Position 768: 1.8437756040005218e-07
Position 1477: 1.3209372855837472e-07
Position 1116: 1.3204336048592308e-07
Position 6662: 1.2094438245489646e-07
Position 184: 9.655298304703296e-08
Position 710: 3.6182435635311684e-08
Position 3063: 3.200095493904993e-08
Position 532: 2.9667238811505103e-08
Position 503: 7.869772274271949e-10
Position 693: 6.280449163706244e-13
Position 510: 1.0862991851181938e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18498: 0.9998720273433175
Position 29472: 0.9969686396938011
Position 22734: 0.9149845789822139
Position 34858: 0.4114809379899051
Position 35348: 0.3813008373905624
Position 10612: 0.35743363297508485
Position 32122: 0.255953321407061
Position 2841: 0.2253291273273876
Position 32221: 0.20707444964891342
Position 33212: 0.20010865773732772
Position 37411: 0.18921830278268065
Position 37095: 0.16642438818702016
Position 475: 0.1417741405015278
Position 2860: 0.13522896489616953
Position 15647: 0.11426211928987377
Position 23801: 0.11053098996087181
