Gene = SPAG8
index = 1298
Annotated 5SS: [ 169 1091 1390 1636 1834 2026 2869]
Annotated 3SS: [ 270 1214 1589 1718 1962 2759 3965]
SMsplice 5SS: [169]
SMsplice 3SS: [270]
top_k =  500
Partition function (log Z): -5.493447602764306

Sorted 5' Splice Sites (High to Low Probability):
Position 1636: 0.735142846663819
Position 169: 0.6464476506275839
Position 349: 0.43337445358513105
Position 213: 0.34730986243518147
Position 1407: 0.2716041024942053
Position 2026: 0.2129308431102598
Position 1091: 0.1803357249517345
Position 1834: 0.08899521836377175
Position 4104: 0.06037905879611948
Position 2072: 0.05488224235649389
Position 1390: 0.05281195111899116
Position 4096: 0.04363408543139321
Position 1399: 0.04112160961703777
Position 2482: 0.030961479617600447
Position 681: 0.030259602748875153
Position 2338: 0.025549061859243088
Position 1648: 0.02265317401222599
Position 4073: 0.019481873013405978
Position 2699: 0.017947452448506304
Position 2869: 0.017821578111268475
Position 516: 0.014927581970699145
Position 3534: 0.010290780978669827
Position 2036: 0.009342653272465197
Position 472: 0.007823875269135593
Position 1034: 0.005933416656177189
Position 2030: 0.004351066948031436
Position 1504: 0.003506555234483481
Position 1459: 0.003490526739717108
Position 1684: 0.0021507781674149013
Position 987: 0.001872537542987997
Position 465: 0.0018612495374172192
Position 765: 0.0007336940502276132
Position 777: 0.0007160010397754625
Position 1524: 0.0006826755468879136
Position 2784: 0.0006510648636763725
Position 783: 0.0006045674193093522
Position 753: 0.0002678749674234888
Position 807: 0.000255093475453467
Position 747: 0.00022199193035064117
Position 2203: 0.00022126480661697164
Position 825: 0.00020451794927669174
Position 874: 0.0001330964269121835
Position 46: 8.177703405482581e-05
Position 2355: 6.486331393519835e-05
Position 2652: 6.390224524879108e-05
Position 585: 5.768349360016354e-05
Position 163: 4.173260018362138e-05
Position 2044: 4.1488917137307e-05
Position 157: 3.938283900032038e-05
Position 711: 2.7252278325862546e-05
Position 58: 1.3368640102637527e-05
Position 108: 1.308376929882553e-05
Position 322: 5.216984282002074e-06
Position 899: 4.8785650787097026e-06
Position 250: 2.6109422751292212e-06
Position 81: 1.1197116884179702e-06
Position 555: 1.0818431660080113e-06
Position 139: 8.890497486756477e-07
Position 255: 6.258400009141615e-07
Position 84: 3.1560685905840874e-07
Position 578: 2.425808632349386e-07
Position 117: 1.084246291689144e-07
Position 91: 8.715268370968376e-08
Position 253: 2.5295942197284646e-08
Position 572: 7.435587225836844e-09
Position 342: 5.431339287863415e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 270: 0.44159872277851886
Position 1524: 0.36690409401048196
Position 1214: 0.3165425990999063
Position 3965: 0.2959442627373947
Position 2139: 0.29546847346120314
Position 1589: 0.26611028069136716
Position 1555: 0.15489397002787902
Position 1962: 0.15018113961238608
Position 335: 0.14935029497718083
Position 872: 0.1406969686000918
Position 4223: 0.12643830819654012
Position 1871: 0.11032194615861665
Position 3430: 0.07774465854646223
Position 2389: 0.07410315226049465
Position 2759: 0.06642359724275668
Position 1718: 0.04854154994468031
Position 1333: 0.024644549557008538
Position 4023: 0.02244909399816287
Position 1528: 0.020122576669088343
Position 1885: 0.019747841044050453
Position 675: 0.019722443961011814
Position 2783: 0.019635893716993584
Position 946: 0.018789190926682468
Position 2863: 0.017482715665209536
Position 4020: 0.016898080305698126
Position 2597: 0.016317112498911955
Position 1125: 0.010003302341427702
Position 1343: 0.009687502744564638
Position 1239: 0.007908305898616772
Position 3048: 0.007872529243478359
Position 245: 0.007819406107689603
Position 974: 0.00721755559735219
Position 644: 0.00650171560705696
Position 2899: 0.005697054428953221
Position 3246: 0.005453605404673961
Position 2293: 0.00486917683906265
Position 3285: 0.004605945519929962
Position 1980: 0.00379357358376463
Position 595: 0.003768576011737031
Position 1013: 0.003264505368507157
Position 1253: 0.002898623694608701
Position 1723: 0.002814765830920879
Position 1316: 0.002730298917119351
Position 980: 0.0025930063548795816
Position 1833: 0.002557468039182451
Position 925: 0.002474012088393089
Position 2297: 0.0019825546138083545
Position 1479: 0.0017295303045177753
Position 3470: 0.0015837683733039341
Position 1347: 0.001529383647838808
Position 342: 0.0015132212643220926
Position 1735: 0.0013437937186860432
Position 1063: 0.001246438661491106
Position 1731: 0.0010916689095033926
Position 879: 0.0010768460862307632
Position 1755: 0.0009322418072845963
Position 1192: 0.0009231349831973097
Position 2461: 0.0009154112456752885
Position 830: 0.0008309717742624916
Position 278: 0.0005176401156855783
Position 1740: 0.0005013743622681798
Position 1178: 0.0005012188393585975
Position 362: 0.00043117701324728704
Position 545: 0.00039972680460326107
Position 893: 0.00039338962112755446
Position 1751: 0.0003885659818094672
Position 1764: 0.0003864572747628766
Position 2007: 0.00037466041522168594
Position 995: 0.00035149814752162404
Position 2603: 0.00032687160485929206
Position 855: 0.00031328913011767663
Position 1022: 0.0003110379097191657
Position 921: 0.00022746968766726317
Position 680: 0.00015432634440766811
Position 498: 7.39840166159994e-05
Position 1144: 6.120629486279721e-05
Position 1181: 5.64492874144737e-05
Position 1770: 4.534173648864584e-05
Position 940: 3.9204729062240964e-05
Position 1594: 3.195645595505464e-05
Position 1027: 3.089116426554724e-05
Position 286: 2.6631615382977875e-05
Position 374: 2.079175573070622e-05
Position 434: 1.8973176254089932e-05
Position 1624: 1.1719108472524097e-05
Position 383: 9.89470530529799e-06
Position 451: 7.733610866060039e-06
Position 348: 7.250892623188629e-06
Position 621: 4.549950863402521e-06
Position 299: 4.156230794047802e-06
Position 472: 3.668715712382536e-06
Position 404: 2.7041339095016393e-06
Position 377: 2.684739198545246e-06
Position 395: 2.463070300923298e-06
Position 651: 1.1767015319437561e-06
Position 568: 1.1752345931476626e-06
Position 431: 6.864275738104129e-07
Position 291: 5.778343314852691e-07
Position 413: 2.754246641606887e-07
Position 108: 8.246846580909933e-08
Position 111: 7.906823818519088e-08
Position 458: 5.0242340344951736e-08
Position 193: 1.1036436806890908e-08
Position 130: 6.208158278753441e-10
Position 117: 2.529279931549442e-10
Position 181: 1.8184382184369751e-10
Position 148: 1.72970448665988e-10
Position 124: 1.22052034305665e-10
Position 173: 1.3749632405779261e-11
Position 200: 2.889481704486409e-12
Position 139: 1.2619905565989386e-12
Position 175: 1.0154373136064234e-12
Position 208: 8.102842395524578e-15
Position 217: 1.1074002168571612e-15
Position 212: 9.751483571432084e-16
