Gene = ZNF474
index = 1614
Annotated 5SS: [171]
Annotated 3SS: [22265]
SMsplice 5SS: [  192 22359]
SMsplice 3SS: [22265 22749]
top_k =  500
Partition function (log Z): -12.976330091960605

Sorted 5' Splice Sites (High to Low Probability):
Position 1022: 0.9599316428148897
Position 22359: 0.6649698195555662
Position 192: 0.5572641041605975
Position 171: 0.3122784926727392
Position 1528: 0.29736538069204205
Position 16464: 0.2690834232016029
Position 231: 0.08543643246281159
Position 208: 0.022864142962919273
Position 1195: 0.016666249913487814
Position 1336: 0.009709003632220237
Position 745: 0.007954690987333708
Position 134: 0.00723652283231918
Position 985: 0.004635621449403403
Position 314: 0.001182531278353053
Position 997: 0.0011095955705992513
Position 68: 0.0011088768815379366
Position 2822: 0.0009171671070180594
Position 4539: 0.0008857542339193315
Position 1650: 0.0008782038639847712
Position 1532: 0.0005139724048830902
Position 4190: 0.0004934974773636261
Position 3281: 0.0004375843433534422
Position 614: 0.00027251650848403124
Position 6213: 0.0001565193278351119
Position 235: 0.0001510288879283721
Position 5747: 0.00012748952306522793
Position 392: 0.00010234780148187498
Position 5241: 9.814543883393816e-05
Position 554: 8.334311982054582e-05
Position 1932: 6.474888930452983e-05
Position 1888: 6.364616144603621e-05
Position 691: 5.668667152309753e-05
Position 1505: 3.8146260669403025e-05
Position 107: 3.73173491095803e-05
Position 684: 3.461326475329564e-05
Position 3477: 2.476705401756765e-05
Position 210: 2.078656247533991e-05
Position 1297: 2.099229354342378e-06
Position 5440: 1.1652731821028374e-06
Position 1797: 4.405929451721383e-07
Position 1458: 4.361629298089328e-07
Position 1001: 4.1307606362043e-07
Position 468: 2.9516890275494353e-07
Position 450: 2.922920718746351e-07
Position 1026: 1.309162023340483e-07
Position 212: 8.451220989474832e-08
Position 1609: 8.390537869401621e-08
Position 540: 5.49859796399796e-08
Position 2002: 5.308152443994983e-08
Position 2174: 4.864844928544684e-08
Position 1646: 2.095840974042296e-08
Position 17: 1.5523364720233703e-08
Position 307: 1.3190362833211431e-08
Position 496: 1.0154297575306945e-08
Position 378: 9.460375071812324e-09
Position 549: 8.249023005288347e-09
Position 1697: 8.137565755356232e-09
Position 101: 3.813380728902719e-10
Position 23: 8.21984633736074e-11
Position 95: 6.198217042636972e-11
Position 226: 9.20563168248706e-12
Position 184: 4.909020141979875e-12
Position 416: 3.956094890826702e-12
Position 370: 2.7408516416348732e-12
Position 223: 3.393876195605418e-13
Position 282: 2.846245504580141e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 22265: 0.945444331577411
Position 22749: 0.6649698195555651
Position 877: 0.5768083312193659
Position 16374: 0.27369503574259685
Position 1451: 0.23766263281138778
Position 846: 0.13541135949556213
Position 828: 0.12422417978407144
Position 911: 0.044759063129147535
Position 1425: 0.04278386409957976
Position 939: 0.02051712233874717
Position 882: 0.01597646992038651
Position 961: 0.015138665352737064
Position 3811: 0.01382589964793085
Position 1109: 0.010711475258622243
Position 958: 0.010318172677949995
Position 6192: 0.008508187071193756
Position 1259: 0.007756146738618347
Position 1184: 0.00770404113261763
Position 744: 0.007360126935151237
Position 1433: 0.007150500863630929
Position 1093: 0.0067745988933302385
Position 5324: 0.005081680661387457
Position 774: 0.0047233959892264595
Position 1862: 0.0044143350847675455
Position 667: 0.004173713197457514
Position 4490: 0.0037470990028337556
Position 1457: 0.002978906971474161
Position 5023: 0.002895641136227964
Position 719: 0.002050946163146423
Position 1078: 0.0015649635616011724
Position 4518: 0.0014032549002382494
Position 4071: 0.0013691183887775396
Position 2744: 0.001127158705843763
Position 3831: 0.0008171644666278666
Position 2536: 0.0008129099970236432
Position 4091: 0.0007961875381209077
Position 6920: 0.0007456267318198255
Position 3198: 0.0006231213271901073
Position 1527: 0.0006202897789918998
Position 571: 0.0005414625361052448
Position 1909: 0.0004832101868594934
Position 3029: 0.000457379955129095
Position 997: 0.0003632784488765137
Position 2387: 0.0003390459481361988
Position 4536: 0.00033818101678604245
Position 7686: 0.0003359006433251815
Position 535: 0.00030557911925250945
Position 975: 0.00028357459110655415
Position 3121: 0.00027789668229374757
Position 10053: 0.000277874450466907
Position 9939: 0.00025649830053364004
Position 1021: 0.00020689654466052182
Position 273: 0.0001857368483728939
Position 3224: 0.00013924071461255183
Position 3708: 0.00013413767406666074
Position 5945: 0.0001314931695047795
Position 3679: 0.00012828319955621701
Position 5261: 0.00011861356780633591
Position 2557: 0.00011316375046405121
Position 5157: 0.00010686802234982778
Position 2821: 0.00010609407801067456
Position 1710: 0.00010231812372950733
Position 2609: 9.915447519815236e-05
Position 234: 8.40166087949001e-05
Position 6997: 7.697679938170458e-05
Position 3397: 6.860974030174918e-05
Position 4232: 6.799836789919709e-05
Position 778: 6.770509284212097e-05
Position 4575: 6.248588769572394e-05
Position 3899: 5.5616857175938584e-05
Position 588: 5.222102920956898e-05
Position 307: 4.844278959012542e-05
Position 592: 3.9839421387097256e-05
